"dim_id","unique_name","dim_name_de","dim_name_fr","dim_name_it","dim_name_en","value_id","value_name_de","value_name_fr","value_name_it","value_name_en"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","1","Noah","Noah","Noah","Noah"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","2","Luca","Luca","Luca","Luca"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","3","Leon","Leon","Leon","Leon"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","4","Matteo","Matteo","Matteo","Matteo"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","5","Ben","Ben","Ben","Ben"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","6","David","David","David","David"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","7","Liam","Liam","Liam","Liam"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","8","Leo","Leo","Leo","Leo"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","9","Elias","Elias","Elias","Elias"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","10","Louis","Louis","Louis","Louis"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","11","Julian","Julian","Julian","Julian"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","12","Levi","Levi","Levi","Levi"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","13","Nino","Nino","Nino","Nino"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","14","Alexander","Alexander","Alexander","Alexander"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","15","Leonardo","Leonardo","Leonardo","Leonardo"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","16","Tim","Tim","Tim","Tim"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","17","Finn","Finn","Finn","Finn"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","18","Aaron","Aaron","Aaron","Aaron"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","19","Laurin","Laurin","Laurin","Laurin"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","20","Lio","Lio","Lio","Lio"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","21","Nico","Nico","Nico","Nico"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","22","Gabriel","Gabriel","Gabriel","Gabriel"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","23","Lian","Lian","Lian","Lian"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","24","Luan","Luan","Luan","Luan"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","25","Elia","Elia","Elia","Elia"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","26","Luis","Luis","Luis","Luis"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","27","Samuel","Samuel","Samuel","Samuel"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","28","Emil","Emil","Emil","Emil"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","29","Gian","Gian","Gian","Gian"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","30","Milo","Milo","Milo","Milo"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","31","Oliver","Oliver","Oliver","Oliver"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","32","Valentin","Valentin","Valentin","Valentin"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","33","Diego","Diego","Diego","Diego"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","34","Levin","Levin","Levin","Levin"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","35","Daniel","Daniel","Daniel","Daniel"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","36","Felix","Felix","Felix","Felix"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","37","Maximilian","Maximilian","Maximilian","Maximilian"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","38","Henry","Henry","Henry","Henry"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","39","Nael","Nael","Nael","Nael"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","40","Alessio","Alessio","Alessio","Alessio"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","41","Elio","Elio","Elio","Elio"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","42","Leandro","Leandro","Leandro","Leandro"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","43","Mateo","Mateo","Mateo","Mateo"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","44","Paul","Paul","Paul","Paul"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","45","Vincent","Vincent","Vincent","Vincent"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","46","Adam","Adam","Adam","Adam"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","47","Malik","Malik","Malik","Malik"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","48","Mattia","Mattia","Mattia","Mattia"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","49","Max","Max","Max","Max"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","50","Jan","Jan","Jan","Jan"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","51","Leano","Leano","Leano","Leano"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","52","Theo","Theo","Theo","Theo"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","53","Arthur","Arthur","Arthur","Arthur"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","54","Enea","Enea","Enea","Enea"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","55","Livio","Livio","Livio","Livio"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","56","Nicolas","Nicolas","Nicolas","Nicolas"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","57","Benjamin","Benjamin","Benjamin","Benjamin"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","58","Kian","Kian","Kian","Kian"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","59","Noel","Noel","Noel","Noel"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","60","Oskar","Oskar","Oskar","Oskar"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","61","Robin","Robin","Robin","Robin"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","62","Dylan","Dylan","Dylan","Dylan"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","63","Lino","Lino","Lino","Lino"
31,"first_name_boy","Vorname","Prénom","Nomi","First Name","64","Lukas","Lukas","Lukas","Lukas"
