"dim_id","unique_name","dim_name_de","dim_name_fr","dim_name_it","dim_name_en","value_id","value_name_de","value_name_fr","value_name_it","value_name_en"
19,"n","Anzahl","Région linguistique canton","Regione linguistica cantone","Language region canton","-1","Anzahl","Suisse","Svizzera","Switzerland"
19,"n","Anzahl","Région linguistique canton","Regione linguistica cantone","Language region canton","-1","Anzahl","Suisse alémanique","Svizzera tedesca","German-speaking region"
19,"n","Anzahl","Région linguistique canton","Regione linguistica cantone","Language region canton","-1","Anzahl","Suisse romande","Svizzera romanda","French-speaking region"
19,"n","Anzahl","Région linguistique canton","Regione linguistica cantone","Language region canton","-1","Anzahl","Suisse italienne","Svizzera italiana","Italian-speaking region"
19,"n","Anzahl","Région linguistique canton","Regione linguistica cantone","Language region canton","-1","Anzahl","Suisse rhéto-romane","Svizzera romancia","Romansh-speaking region"
19,"n","Anzahl","Région linguistique canton","Regione linguistica cantone","Language region canton","-1","Anzahl","Zürich","Zürich","Zürich"
19,"n","Anzahl","Région linguistique canton","Regione linguistica cantone","Language region canton","-1","Anzahl","Bern / Berne","Bern / Berne","Bern / Berne"
19,"n","Anzahl","Région linguistique canton","Regione linguistica cantone","Language region canton","-1","Anzahl","Luzern","Luzern","Luzern"
19,"n","Anzahl","Région linguistique canton","Regione linguistica cantone","Language region canton","-1","Anzahl","Uri","Uri","Uri"
19,"n","Anzahl","Région linguistique canton","Regione linguistica cantone","Language region canton","-1","Anzahl","Schwyz","Schwyz","Schwyz"
19,"n","Anzahl","Région linguistique canton","Regione linguistica cantone","Language region canton","-1","Anzahl","Obwalden","Obwalden","Obwalden"
19,"n","Anzahl","Région linguistique canton","Regione linguistica cantone","Language region canton","-1","Anzahl","Nidwalden","Nidwalden","Nidwalden"
19,"n","Anzahl","Région linguistique canton","Regione linguistica cantone","Language region canton","-1","Anzahl","Glarus","Glarus","Glarus"
19,"n","Anzahl","Région linguistique canton","Regione linguistica cantone","Language region canton","-1","Anzahl","Zug","Zug","Zug"
19,"n","Anzahl","Région linguistique canton","Regione linguistica cantone","Language region canton","-1","Anzahl","Fribourg / Freiburg","Fribourg / Freiburg","Fribourg / Freiburg"
19,"n","Anzahl","Région linguistique canton","Regione linguistica cantone","Language region canton","-1","Anzahl","Solothurn","Solothurn","Solothurn"
19,"n","Anzahl","Région linguistique canton","Regione linguistica cantone","Language region canton","-1","Anzahl","Basel-Stadt","Basel-Stadt","Basel-Stadt"
19,"n","Anzahl","Région linguistique canton","Regione linguistica cantone","Language region canton","-1","Anzahl","Basel-Landschaft","Basel-Landschaft","Basel-Landschaft"
19,"n","Anzahl","Région linguistique canton","Regione linguistica cantone","Language region canton","-1","Anzahl","Schaffhausen","Schaffhausen","Schaffhausen"
19,"n","Anzahl","Région linguistique canton","Regione linguistica cantone","Language region canton","-1","Anzahl","Appenzell Ausserrhoden","Appenzell Ausserrhoden","Appenzell Ausserrhoden"
19,"n","Anzahl","Région linguistique canton","Regione linguistica cantone","Language region canton","-1","Anzahl","Appenzell Innerrhoden","Appenzell Innerrhoden","Appenzell Innerrhoden"
19,"n","Anzahl","Région linguistique canton","Regione linguistica cantone","Language region canton","-1","Anzahl","St. Gallen","St. Gallen","St. Gallen"
19,"n","Anzahl","Région linguistique canton","Regione linguistica cantone","Language region canton","-1","Anzahl","Graubünden / Grigioni / Grischun","Graubünden / Grigioni / Grischun","Graubünden / Grigioni / Grischun"
19,"n","Anzahl","Région linguistique canton","Regione linguistica cantone","Language region canton","-1","Anzahl","Aargau","Aargau","Aargau"
19,"n","Anzahl","Région linguistique canton","Regione linguistica cantone","Language region canton","-1","Anzahl","Thurgau","Thurgau","Thurgau"
19,"n","Anzahl","Région linguistique canton","Regione linguistica cantone","Language region canton","-1","Anzahl","Ticino","Ticino","Ticino"
19,"n","Anzahl","Région linguistique canton","Regione linguistica cantone","Language region canton","-1","Anzahl","Vaud","Vaud","Vaud"
19,"n","Anzahl","Région linguistique canton","Regione linguistica cantone","Language region canton","-1","Anzahl","Valais / Wallis","Valais / Wallis","Valais / Wallis"
19,"n","Anzahl","Région linguistique canton","Regione linguistica cantone","Language region canton","-1","Anzahl","Neuchâtel","Neuchâtel","Neuchâtel"
19,"n","Anzahl","Région linguistique canton","Regione linguistica cantone","Language region canton","-1","Anzahl","Genève","Genève","Genève"
19,"n","Anzahl","Région linguistique canton","Regione linguistica cantone","Language region canton","-1","Anzahl","Jura","Jura","Jura"
