"dim_id","unique_name","dim_name_de","dim_name_fr","dim_name_it","dim_name_en","value_id","value_name_de","value_name_fr","value_name_it","value_name_en"
38,"age_group_1","Alter","Age","Età","Age","-1","Alter - Total","Age - total","Età - totale","Age - total"
38,"age_group_1","Alter","Age","Età","Age","0","0 Jahre","0 an","0 anni","0 years"
38,"age_group_1","Alter","Age","Età","Age","1","1 Jahr","1 an","1 anno","1 year"
38,"age_group_1","Alter","Age","Età","Age","2","2 Jahre","2 ans","2 anni","2 years"
38,"age_group_1","Alter","Age","Età","Age","3","3 Jahre","3 ans","3 anni","3 years"
38,"age_group_1","Alter","Age","Età","Age","4","4 Jahre","4 ans","4 anni","4 years"
38,"age_group_1","Alter","Age","Età","Age","5","5 Jahre","5 ans","5 anni","5 years"
38,"age_group_1","Alter","Age","Età","Age","6","6 Jahre","6 ans","6 anni","6 years"
38,"age_group_1","Alter","Age","Età","Age","7","7 Jahre","7 ans","7 anni","7 years"
38,"age_group_1","Alter","Age","Età","Age","8","8 Jahre","8 ans","8 anni","8 years"
38,"age_group_1","Alter","Age","Età","Age","9","9 Jahre","9 ans","9 anni","9 years"
38,"age_group_1","Alter","Age","Età","Age","10","10 Jahre","10 ans","10 anni","10 years"
38,"age_group_1","Alter","Age","Età","Age","11","11 Jahre","11 ans","11 anni","11 years"
38,"age_group_1","Alter","Age","Età","Age","12","12 Jahre","12 ans","12 anni","12 years"
38,"age_group_1","Alter","Age","Età","Age","13","13 Jahre","13 ans","13 anni","13 years"
38,"age_group_1","Alter","Age","Età","Age","14","14 Jahre","14 ans","14 anni","14 years"
38,"age_group_1","Alter","Age","Età","Age","15","15 Jahre","15 ans","15 anni","15 years"
38,"age_group_1","Alter","Age","Età","Age","16","16 Jahre","16 ans","16 anni","16 years"
38,"age_group_1","Alter","Age","Età","Age","17","17 Jahre","17 ans","17 anni","17 years"
38,"age_group_1","Alter","Age","Età","Age","18","18 Jahre","18 ans","18 anni","18 years"
38,"age_group_1","Alter","Age","Età","Age","19","19 Jahre","19 ans","19 anni","19 years"
38,"age_group_1","Alter","Age","Età","Age","20","20 Jahre","20 ans","20 anni","20 years"
38,"age_group_1","Alter","Age","Età","Age","21","21 Jahre","21 ans","21 anni","21 years"
38,"age_group_1","Alter","Age","Età","Age","22","22 Jahre","22 ans","22 anni","22 years"
38,"age_group_1","Alter","Age","Età","Age","23","23 Jahre","23 ans","23 anni","23 years"
38,"age_group_1","Alter","Age","Età","Age","24","24 Jahre","24 ans","24 anni","24 years"
38,"age_group_1","Alter","Age","Età","Age","25","25 Jahre","25 ans","25 anni","25 years"
38,"age_group_1","Alter","Age","Età","Age","26","26 Jahre","26 ans","26 anni","26 years"
38,"age_group_1","Alter","Age","Età","Age","27","27 Jahre","27 ans","27 anni","27 years"
38,"age_group_1","Alter","Age","Età","Age","28","28 Jahre","28 ans","28 anni","28 years"
38,"age_group_1","Alter","Age","Età","Age","29","29 Jahre","29 ans","29 anni","29 years"
38,"age_group_1","Alter","Age","Età","Age","30","30 Jahre","30 ans","30 anni","30 years"
38,"age_group_1","Alter","Age","Età","Age","31","31 Jahre","31 ans","31 anni","31 years"
38,"age_group_1","Alter","Age","Età","Age","32","32 Jahre","32 ans","32 anni","32 years"
38,"age_group_1","Alter","Age","Età","Age","33","33 Jahre","33 ans","33 anni","33 years"
38,"age_group_1","Alter","Age","Età","Age","34","34 Jahre","34 ans","34 anni","34 years"
38,"age_group_1","Alter","Age","Età","Age","35","35 Jahre","35 ans","35 anni","35 years"
38,"age_group_1","Alter","Age","Età","Age","36","36 Jahre","36 ans","36 anni","36 years"
38,"age_group_1","Alter","Age","Età","Age","37","37 Jahre","37 ans","37 anni","37 years"
38,"age_group_1","Alter","Age","Età","Age","38","38 Jahre","38 ans","38 anni","38 years"
38,"age_group_1","Alter","Age","Età","Age","39","39 Jahre","39 ans","39 anni","39 years"
38,"age_group_1","Alter","Age","Età","Age","40","40 Jahre","40 ans","40 anni","40 years"
38,"age_group_1","Alter","Age","Età","Age","41","41 Jahre","41 ans","41 anni","41 years"
