"dim_id","unique_name","dim_name_de","dim_name_fr","dim_name_it","dim_name_en","value_id","value_name_de","value_name_fr","value_name_it","value_name_en"
62,"residence_permit","Anwesenheitsbewilligung","Autorisation de résidence","Autorizzazione di residenza","Residence permit","-1","Anwesenheitsbewilligung - Total","Autorisation de résidence - total","Autorizzazione di residenza - totale","Residence permit - total"
62,"residence_permit","Anwesenheitsbewilligung","Autorisation de résidence","Autorizzazione di residenza","Residence permit","-2","Schweizer","Suisse","Svizzero","Swiss"
62,"residence_permit","Anwesenheitsbewilligung","Autorisation de résidence","Autorizzazione di residenza","Residence permit","2","Aufenthalter (B)","Titulaire d'une autorisation de séjour (B)","Titolare di un permesso di dimora (B)","Residence permit (B)"
62,"residence_permit","Anwesenheitsbewilligung","Autorisation de résidence","Autorizzazione di residenza","Residence permit","3","Niedergelassener (C)","Titulaire d'une autorisation d'établissement (C)","Titolare di un permesso di domicilio (C)","Settlement permit (C)"
62,"residence_permit","Anwesenheitsbewilligung","Autorisation de résidence","Autorizzazione di residenza","Residence permit","4","Aufenthalter mit Erwerbstätigkeit (Ci)","Titulaire d'une autorisation de séjour avec activité lucrative (Ci)","Titolare di un permesso di dimora con attività lucrativa (Ci)","Residence permit with gainful employment (Ci)"
62,"residence_permit","Anwesenheitsbewilligung","Autorisation de résidence","Autorizzazione di residenza","Residence permit","5","Vorläufig Aufgenommener (F)","Personne admise à titre provisoire (F)","Persona ammessa provvisoriamente (F)","Provisionally admitted person (F)"
62,"residence_permit","Anwesenheitsbewilligung","Autorisation de résidence","Autorizzazione di residenza","Residence permit","7","Kurzaufenthalter (L)","Titulaire d'une autorisation de séjour de courte durée (L)","Dimorante temporaneo (L)","Short-term residence permit (L)"
62,"residence_permit","Anwesenheitsbewilligung","Autorisation de résidence","Autorizzazione di residenza","Residence permit","8","Asylsuchender (N)","Requérant d'asile (N)","Richiedente l'asilo (N)","Asylum seeker (N)"
62,"residence_permit","Anwesenheitsbewilligung","Autorisation de résidence","Autorizzazione di residenza","Residence permit","11","Diplomat, internationaler Funktionär mit diplomatischer Immunität","Diplomate, fonctionnaire international avec immunité diplomatique","Diplomatico, funzionario internazionale con immunità diplomatica","Diplomat, international civil servant with diplomatic immunity"
62,"residence_permit","Anwesenheitsbewilligung","Autorisation de résidence","Autorizzazione di residenza","Residence permit","12","Internationaler Funktionär ohne diplomatische Immunität","Fonctionnaire international sans immunité diplomatique","Funzionario internazionale senza immunità diplomatica","International civil servant without diplomatic immunity"
62,"residence_permit","Anwesenheitsbewilligung","Autorisation de résidence","Autorizzazione di residenza","Residence permit","13","Nicht zugeteilt","Pas attribué","Non attribuito","Not attributable"
