"dim_id","unique_name","dim_name_de","dim_name_fr","dim_name_it","dim_name_en","value_id","value_name_de","value_name_fr","value_name_it","value_name_en"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","1","Mia","Mia","Mia","Mia"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","2","Emilia","Emilia","Emilia","Emilia"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","3","Mila","Mila","Mila","Mila"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","4","Sofia","Sofia","Sofia","Sofia"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","5","Sophia","Sophia","Sophia","Sophia"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","6","Ella","Ella","Ella","Ella"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","7","Lea","Lea","Lea","Lea"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","8","Elena","Elena","Elena","Elena"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","9","Olivia","Olivia","Olivia","Olivia"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","10","Anna","Anna","Anna","Anna"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","11","Alina","Alina","Alina","Alina"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","12","Elina","Elina","Elina","Elina"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","13","Lina","Lina","Lina","Lina"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","14","Emma","Emma","Emma","Emma"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","15","Leonie","Leonie","Leonie","Leonie"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","16","Sophie","Sophie","Sophie","Sophie"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","17","Laura","Laura","Laura","Laura"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","18","Elin","Elin","Elin","Elin"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","19","Nora","Nora","Nora","Nora"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","20","Amelia","Amelia","Amelia","Amelia"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","21","Juna","Juna","Juna","Juna"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","22","Lara","Lara","Lara","Lara"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","23","Lia","Lia","Lia","Lia"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","24","Ava","Ava","Ava","Ava"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","25","Nina","Nina","Nina","Nina"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","26","Maria","Maria","Maria","Maria"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","27","Yara","Yara","Yara","Yara"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","28","Sara","Sara","Sara","Sara"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","29","Valentina","Valentina","Valentina","Valentina"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","30","Emily","Emily","Emily","Emily"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","31","Lena","Lena","Lena","Lena"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","32","Noemi","Noemi","Noemi","Noemi"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","33","Ronja","Ronja","Ronja","Ronja"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","34","Aurora","Aurora","Aurora","Aurora"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","35","Julia","Julia","Julia","Julia"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","36","Zoe","Zoe","Zoe","Zoe"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","37","Luana","Luana","Luana","Luana"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","38","Luna","Luna","Luna","Luna"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","39","Mara","Mara","Mara","Mara"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","40","Victoria","Victoria","Victoria","Victoria"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","41","Alea","Alea","Alea","Alea"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","42","Alice","Alice","Alice","Alice"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","43","Elisa","Elisa","Elisa","Elisa"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","44","Giulia","Giulia","Giulia","Giulia"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","45","Chiara","Chiara","Chiara","Chiara"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","46","Jana","Jana","Jana","Jana"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","47","Livia","Livia","Livia","Livia"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","48","Malea","Malea","Malea","Malea"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","49","Alma","Alma","Alma","Alma"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","50","Charlotte","Charlotte","Charlotte","Charlotte"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","51","Hana","Hana","Hana","Hana"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","52","Melina","Melina","Melina","Melina"
30,"first_name_girl","Vorname","Prénom","Nomi","First Name","53","Amélie","Amélie","Amélie","Amélie"
