"dim_id","unique_name","dim_name_de","dim_name_fr","dim_name_it","dim_name_en","value_id","value_name_de","value_name_fr","value_name_it","value_name_en"
14,"economic_division","Wirtschaftsabteilung","Division économique","Divisione economica",NA,"-1","Wirtschaftsabteilung - Total","Division économique - total","Divisione economica - totale",NA
14,"economic_division","Wirtschaftsabteilung","Division économique","Divisione economica",NA,"1","01 Landwirtschaft, Jagd und damit verbundene Tätigkeiten","01 Culture et production animale, chasse et services annexes","01 Produzioni vegetali e animali, caccia e servizi connessi",NA
14,"economic_division","Wirtschaftsabteilung","Division économique","Divisione economica",NA,"2","02 Forstwirtschaft und Holzeinschlag","02 Sylviculture et exploitation forestière","02 Silvicoltura e utilizzo di aree forestali",NA
14,"economic_division","Wirtschaftsabteilung","Division économique","Divisione economica",NA,"3","03 Fischerei und Aquakultur","03 Pêche et aquaculture","03 Pesca e acquicoltura",NA
14,"economic_division","Wirtschaftsabteilung","Division économique","Divisione economica",NA,"5","05 Kohlenbergbau","05 Extraction de houille et de lignite","05 Estrazione di carbone e lignite",NA
14,"economic_division","Wirtschaftsabteilung","Division économique","Divisione economica",NA,"6","06 Gewinnung von Erdöl und Erdgas","06 Extraction d'hydrocarbures","06 Estrazione di petrolio greggio e di gas naturale",NA
14,"economic_division","Wirtschaftsabteilung","Division économique","Divisione economica",NA,"7","07 Erzbergbau","07 Extraction de minerais métalliques","07 Estrazione di minerali metalliferi",NA
14,"economic_division","Wirtschaftsabteilung","Division économique","Divisione economica",NA,"8","08 Gewinnung von Steinen und Erden, sonstiger Bergbau","08 Autres industries extractives","08 Altre attività estrattive",NA
14,"economic_division","Wirtschaftsabteilung","Division économique","Divisione economica",NA,"9","09 Erbringung von Dienstleistungen für den Bergbau und für die Gewinnung von Steinen und Erden","09 Services de soutien aux industries extractives","09 Attività dei servizi di supporto all'estrazione",NA
14,"economic_division","Wirtschaftsabteilung","Division économique","Divisione economica",NA,"10","10 Herstellung von Nahrungs- und Futtermitteln","10 Industries alimentaires","10 Industrie alimentari",NA
14,"economic_division","Wirtschaftsabteilung","Division économique","Divisione economica",NA,"11","11 Getränkeherstellung","11 Fabrication de boissons","11 Produzione di bevande",NA
14,"economic_division","Wirtschaftsabteilung","Division économique","Divisione economica",NA,"12","12 Tabakverarbeitung","12 Fabrication de produits à base de tabac","12 Industria del tabacco",NA
14,"economic_division","Wirtschaftsabteilung","Division économique","Divisione economica",NA,"13","13 Herstellung von Textilien","13 Fabrication de textiles","13 Industrie tessili",NA
14,"economic_division","Wirtschaftsabteilung","Division économique","Divisione economica",NA,"14","14 Herstellung von Bekleidung","14 Industrie de l'habillement","14 Confezione di articoli di abbigliamento",NA
14,"economic_division","Wirtschaftsabteilung","Division économique","Divisione economica",NA,"15","15 Herstellung von Leder, Lederwaren und Schuhen","15 Industrie du cuir et de la chaussure","15 Confezione di articoli in pelle e simili",NA
14,"economic_division","Wirtschaftsabteilung","Division économique","Divisione economica",NA,"16","16 Herstellung von Holz-, Flecht-, Korb- und Korkwaren (ohne Möbel)","16 Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles, fabrication d'articles en vannerie et sparterie","16 Industria del legno e dei prodotti in legno e sughero, esclusi i mobili, fabbricazione di articoli in paglia e materiali da intreccio",NA
14,"economic_division","Wirtschaftsabteilung","Division économique","Divisione economica",NA,"17","17 Herstellung von Papier, Pappe und Waren daraus","17 Industrie du papier et du carton","17 Fabbricazione di carta e di prodotti di carta",NA
14,"economic_division","Wirtschaftsabteilung","Division économique","Divisione economica",NA,"18","18 Herstellung von Druckerzeugnissen, Vervielfältigung von bespielten Ton-, Bild- und Datenträgern","18 Imprimerie et reproduction d'enregistrements","18 Stampa e riproduzione su supporti registrati",NA
14,"economic_division","Wirtschaftsabteilung","Division économique","Divisione economica",NA,"19","19 Kokerei und Mineralölverarbeitung","19 Cokéfaction et raffinage","19 Fabbricazione di coke e prodotti derivanti dalla raffinazione del petrolio",NA
14,"economic_division","Wirtschaftsabteilung","Division économique","Divisione economica",NA,"20","20 Herstellung von chemischen Erzeugnissen","20 Industrie chimique","20 Fabbricazione di prodotti chimici",NA
14,"economic_division","Wirtschaftsabteilung","Division économique","Divisione economica",NA,"21","21 Herstellung von pharmazeutischen Erzeugnissen","21 Industrie pharmaceutique","21 Fabbricazione di prodotti farmaceutici di base e di preparati farmaceutici",NA
14,"economic_division","Wirtschaftsabteilung","Division économique","Divisione economica",NA,"22","22 Herstellung von Gummi- und Kunststoffwaren","22 Fabrication de produits en caoutchouc et en plastique","22 Fabbricazione di articoli in gomma e materie plastiche",NA
14,"economic_division","Wirtschaftsabteilung","Division économique","Divisione economica",NA,"23","23 Herstellung von Glas und Glaswaren, Keramik, Verarbeitung von Steinen und Erden","23 Fabrication d'autres produits minéraux non métalliques","23 Fabbricazione di altri prodotti della lavorazione di minerali non metalliferi",NA
14,"economic_division","Wirtschaftsabteilung","Division économique","Divisione economica",NA,"24","24 Metallerzeugung und -bearbeitung","24 Métallurgie","24 Attività metallurgiche",NA
14,"economic_division","Wirtschaftsabteilung","Division économique","Divisione economica",NA,"25","25 Herstellung von Metallerzeugnissen","25 Fabrication de produits métalliques, à l'exception des machines et des équipements","25 Fabbricazione di prodotti in metallo, esclusi macchinari e attrezzature",NA
14,"economic_division","Wirtschaftsabteilung","Division économique","Divisione economica",NA,"26","26 Herstellung von Datenverarbeitungsgeräten, elektronischen und optischen Erzeugnissen","26 Fabrication de produits informatiques, électroniques et optiques","26 Fabbricazione di computer e prodotti di elettronica e ottica",NA
14,"economic_division","Wirtschaftsabteilung","Division économique","Divisione economica",NA,"27","27 Herstellung von elektrischen Ausrüstungen","27 Fabrication d'équipements électriques","27 Fabbricazione di apparecchiature elettriche",NA
14,"economic_division","Wirtschaftsabteilung","Division économique","Divisione economica",NA,"28","28 Maschinenbau","28 Fabrication de machines et équipements n.c.a.","28 Fabbricazione di macchinari e apparecchiature n.c.a.",NA
