"indicator_id","spatialunit_id","time_value","timeinfo_id","value","dim1_value_id","dim2_value_id","dim3_value_id","dim4_value_id"
23001,0,"2011",1,643558,5,NA,NA,NA
23001,0,"2011",1,59549,5,NA,NA,NA
23001,0,"2011",1,95313,5,NA,NA,NA
23001,0,"2011",1,488696,5,NA,NA,NA
23001,1,"2011",1,131,5,NA,NA,NA
23001,1,"2011",1,17,5,NA,NA,NA
23001,1,"2011",1,11,5,NA,NA,NA
23001,1,"2011",1,103,5,NA,NA,NA
23001,2,"2011",1,898,5,NA,NA,NA
23001,2,"2011",1,25,5,NA,NA,NA
23001,2,"2011",1,134,5,NA,NA,NA
23001,2,"2011",1,739,5,NA,NA,NA
23001,3,"2011",1,263,5,NA,NA,NA
23001,3,"2011",1,16,5,NA,NA,NA
23001,3,"2011",1,27,5,NA,NA,NA
23001,3,"2011",1,220,5,NA,NA,NA
23001,4,"2011",1,235,5,NA,NA,NA
23001,4,"2011",1,41,5,NA,NA,NA
23001,4,"2011",1,29,5,NA,NA,NA
23001,4,"2011",1,165,5,NA,NA,NA
23001,5,"2011",1,201,5,NA,NA,NA
23001,5,"2011",1,12,5,NA,NA,NA
23001,5,"2011",1,30,5,NA,NA,NA
23001,5,"2011",1,159,5,NA,NA,NA
23001,6,"2011",1,91,5,NA,NA,NA
23001,6,"2011",1,24,5,NA,NA,NA
23001,6,"2011",1,23,5,NA,NA,NA
23001,6,"2011",1,44,5,NA,NA,NA
23001,7,"2011",1,114,5,NA,NA,NA
23001,7,"2011",1,27,5,NA,NA,NA
23001,7,"2011",1,17,5,NA,NA,NA
23001,7,"2011",1,70,5,NA,NA,NA
23001,8,"2011",1,53,5,NA,NA,NA
23001,8,"2011",1,18,5,NA,NA,NA
23001,8,"2011",1,7,5,NA,NA,NA
23001,8,"2011",1,28,5,NA,NA,NA
23001,9,"2011",1,281,5,NA,NA,NA
23001,9,"2011",1,44,5,NA,NA,NA
23001,9,"2011",1,53,5,NA,NA,NA
23001,9,"2011",1,184,5,NA,NA,NA
23001,10,"2011",1,299,5,NA,NA,NA
23001,10,"2011",1,21,5,NA,NA,NA
23001,10,"2011",1,68,5,NA,NA,NA
23001,10,"2011",1,210,5,NA,NA,NA
23001,11,"2011",1,166,5,NA,NA,NA
23001,11,"2011",1,15,5,NA,NA,NA
23001,11,"2011",1,28,5,NA,NA,NA
23001,11,"2011",1,123,5,NA,NA,NA
23001,12,"2011",1,82,5,NA,NA,NA
23001,12,"2011",1,17,5,NA,NA,NA
23001,12,"2011",1,18,5,NA,NA,NA
23001,12,"2011",1,47,5,NA,NA,NA
23001,13,"2011",1,180,5,NA,NA,NA
23001,13,"2011",1,19,5,NA,NA,NA
23001,13,"2011",1,24,5,NA,NA,NA
23001,13,"2011",1,137,5,NA,NA,NA
23001,14,"2011",1,271,5,NA,NA,NA
23001,14,"2011",1,8,5,NA,NA,NA
23001,14,"2011",1,40,5,NA,NA,NA
23001,14,"2011",1,223,5,NA,NA,NA
23001,21,"2011",1,57,5,NA,NA,NA
23001,21,"2011",1,25,5,NA,NA,NA
23001,21,"2011",1,7,5,NA,NA,NA
23001,21,"2011",1,25,5,NA,NA,NA
23001,22,"2011",1,71,5,NA,NA,NA
23001,22,"2011",1,22,5,NA,NA,NA
23001,22,"2011",1,11,5,NA,NA,NA
23001,22,"2011",1,38,5,NA,NA,NA
23001,23,"2011",1,65,5,NA,NA,NA
23001,23,"2011",1,26,5,NA,NA,NA
23001,23,"2011",1,13,5,NA,NA,NA
23001,23,"2011",1,26,5,NA,NA,NA
23001,24,"2011",1,65,5,NA,NA,NA
23001,24,"2011",1,28,5,NA,NA,NA
23001,24,"2011",1,5,5,NA,NA,NA
23001,24,"2011",1,32,5,NA,NA,NA
23001,25,"2011",1,92,5,NA,NA,NA
23001,25,"2011",1,8,5,NA,NA,NA
23001,25,"2011",1,26,5,NA,NA,NA
23001,25,"2011",1,58,5,NA,NA,NA
23001,26,"2011",1,44,5,NA,NA,NA
23001,26,"2011",1,12,5,NA,NA,NA
23001,26,"2011",1,8,5,NA,NA,NA
23001,26,"2011",1,24,5,NA,NA,NA
23001,27,"2011",1,168,5,NA,NA,NA
23001,27,"2011",1,NA,5,NA,NA,NA
23001,27,"2011",1,NA,5,NA,NA,NA
23001,27,"2011",1,132,5,NA,NA,NA
23001,28,"2011",1,137,5,NA,NA,NA
23001,28,"2011",1,32,5,NA,NA,NA
23001,28,"2011",1,27,5,NA,NA,NA
23001,28,"2011",1,78,5,NA,NA,NA
23001,29,"2011",1,107,5,NA,NA,NA
23001,29,"2011",1,4,5,NA,NA,NA
23001,29,"2011",1,23,5,NA,NA,NA
23001,29,"2011",1,80,5,NA,NA,NA
23001,30,"2011",1,170,5,NA,NA,NA
23001,30,"2011",1,14,5,NA,NA,NA
23001,30,"2011",1,28,5,NA,NA,NA
23001,30,"2011",1,128,5,NA,NA,NA
23001,31,"2011",1,115,5,NA,NA,NA
23001,31,"2011",1,10,5,NA,NA,NA
23001,31,"2011",1,23,5,NA,NA,NA
23001,31,"2011",1,82,5,NA,NA,NA
23001,32,"2011",1,34,5,NA,NA,NA
23001,32,"2011",1,8,5,NA,NA,NA
23001,32,"2011",1,4,5,NA,NA,NA
23001,32,"2011",1,22,5,NA,NA,NA
23001,33,"2011",1,187,5,NA,NA,NA
23001,33,"2011",1,28,5,NA,NA,NA
23001,33,"2011",1,42,5,NA,NA,NA
23001,33,"2011",1,117,5,NA,NA,NA
23001,34,"2011",1,91,5,NA,NA,NA
23001,34,"2011",1,21,5,NA,NA,NA
23001,34,"2011",1,19,5,NA,NA,NA
23001,34,"2011",1,51,5,NA,NA,NA
23001,35,"2011",1,199,5,NA,NA,NA
23001,35,"2011",1,37,5,NA,NA,NA
23001,35,"2011",1,49,5,NA,NA,NA
23001,35,"2011",1,113,5,NA,NA,NA
23001,36,"2011",1,111,5,NA,NA,NA
23001,36,"2011",1,34,5,NA,NA,NA
23001,36,"2011",1,21,5,NA,NA,NA
23001,36,"2011",1,56,5,NA,NA,NA
23001,37,"2011",1,107,5,NA,NA,NA
23001,37,"2011",1,31,5,NA,NA,NA
23001,37,"2011",1,17,5,NA,NA,NA
23001,37,"2011",1,59,5,NA,NA,NA
23001,38,"2011",1,72,5,NA,NA,NA
23001,38,"2011",1,NA,5,NA,NA,NA
23001,38,"2011",1,NA,5,NA,NA,NA
23001,38,"2011",1,56,5,NA,NA,NA
23001,39,"2011",1,67,5,NA,NA,NA
23001,39,"2011",1,18,5,NA,NA,NA
23001,39,"2011",1,7,5,NA,NA,NA
23001,39,"2011",1,42,5,NA,NA,NA
23001,40,"2011",1,99,5,NA,NA,NA
23001,40,"2011",1,40,5,NA,NA,NA
23001,40,"2011",1,17,5,NA,NA,NA
23001,40,"2011",1,42,5,NA,NA,NA
23001,41,"2011",1,40,5,NA,NA,NA
23001,41,"2011",1,19,5,NA,NA,NA
23001,41,"2011",1,6,5,NA,NA,NA
23001,41,"2011",1,15,5,NA,NA,NA
23001,42,"2011",1,93,5,NA,NA,NA
23001,42,"2011",1,26,5,NA,NA,NA
23001,42,"2011",1,19,5,NA,NA,NA
23001,42,"2011",1,48,5,NA,NA,NA
23001,43,"2011",1,28,5,NA,NA,NA
23001,43,"2011",1,15,5,NA,NA,NA
23001,43,"2011",1,5,5,NA,NA,NA
23001,43,"2011",1,8,5,NA,NA,NA
23001,44,"2011",1,77,5,NA,NA,NA
23001,44,"2011",1,29,5,NA,NA,NA
23001,44,"2011",1,17,5,NA,NA,NA
23001,44,"2011",1,31,5,NA,NA,NA
23001,51,"2011",1,248,5,NA,NA,NA
23001,51,"2011",1,NA,5,NA,NA,NA
23001,51,"2011",1,NA,5,NA,NA,NA
23001,51,"2011",1,203,5,NA,NA,NA
23001,52,"2011",1,575,5,NA,NA,NA
23001,52,"2011",1,15,5,NA,NA,NA
23001,52,"2011",1,90,5,NA,NA,NA
23001,52,"2011",1,470,5,NA,NA,NA
23001,53,"2011",1,1135,5,NA,NA,NA
23001,53,"2011",1,27,5,NA,NA,NA
23001,53,"2011",1,170,5,NA,NA,NA
23001,53,"2011",1,938,5,NA,NA,NA
23001,54,"2011",1,528,5,NA,NA,NA
23001,54,"2011",1,4,5,NA,NA,NA
23001,54,"2011",1,80,5,NA,NA,NA
23001,54,"2011",1,444,5,NA,NA,NA
23001,55,"2011",1,287,5,NA,NA,NA
23001,55,"2011",1,26,5,NA,NA,NA
23001,55,"2011",1,36,5,NA,NA,NA
23001,55,"2011",1,225,5,NA,NA,NA
23001,56,"2011",1,469,5,NA,NA,NA
23001,56,"2011",1,22,5,NA,NA,NA
23001,56,"2011",1,82,5,NA,NA,NA
23001,56,"2011",1,365,5,NA,NA,NA
23001,57,"2011",1,154,5,NA,NA,NA
23001,57,"2011",1,25,5,NA,NA,NA
23001,57,"2011",1,22,5,NA,NA,NA
23001,57,"2011",1,107,5,NA,NA,NA
23001,58,"2011",1,221,5,NA,NA,NA
23001,58,"2011",1,18,5,NA,NA,NA
23001,58,"2011",1,55,5,NA,NA,NA
23001,58,"2011",1,148,5,NA,NA,NA
23001,59,"2011",1,95,5,NA,NA,NA
23001,59,"2011",1,13,5,NA,NA,NA
23001,59,"2011",1,20,5,NA,NA,NA
23001,59,"2011",1,62,5,NA,NA,NA
