"indicator_id","spatialunit_id","time_value","timeinfo_id","value","dim1_value_id","dim2_value_id","dim3_value_id","dim4_value_id"
23002,0,"2011",1,643.558,5,NA,NA,NA
23002,0,"2011",1,59.549,5,NA,NA,NA
23002,0,"2011",1,95.313,5,NA,NA,NA
23002,0,"2011",1,488.696,5,NA,NA,NA
23002,1,"2011",1,0.131,5,NA,NA,NA
23002,1,"2011",1,0.017,5,NA,NA,NA
23002,1,"2011",1,0.011,5,NA,NA,NA
23002,1,"2011",1,0.103,5,NA,NA,NA
23002,2,"2011",1,0.898,5,NA,NA,NA
23002,2,"2011",1,0.025,5,NA,NA,NA
23002,2,"2011",1,0.134,5,NA,NA,NA
23002,2,"2011",1,0.739,5,NA,NA,NA
23002,3,"2011",1,0.263,5,NA,NA,NA
23002,3,"2011",1,0.016,5,NA,NA,NA
23002,3,"2011",1,0.027,5,NA,NA,NA
23002,3,"2011",1,0.22,5,NA,NA,NA
23002,4,"2011",1,0.235,5,NA,NA,NA
23002,4,"2011",1,0.041,5,NA,NA,NA
23002,4,"2011",1,0.029,5,NA,NA,NA
23002,4,"2011",1,0.165,5,NA,NA,NA
23002,5,"2011",1,0.201,5,NA,NA,NA
23002,5,"2011",1,0.012,5,NA,NA,NA
23002,5,"2011",1,0.03,5,NA,NA,NA
23002,5,"2011",1,0.159,5,NA,NA,NA
23002,6,"2011",1,0.091,5,NA,NA,NA
23002,6,"2011",1,0.024,5,NA,NA,NA
23002,6,"2011",1,0.023,5,NA,NA,NA
23002,6,"2011",1,0.044,5,NA,NA,NA
23002,7,"2011",1,0.114,5,NA,NA,NA
23002,7,"2011",1,0.027,5,NA,NA,NA
23002,7,"2011",1,0.017,5,NA,NA,NA
23002,7,"2011",1,0.07,5,NA,NA,NA
23002,8,"2011",1,0.053,5,NA,NA,NA
23002,8,"2011",1,0.018,5,NA,NA,NA
23002,8,"2011",1,0.007,5,NA,NA,NA
23002,8,"2011",1,0.028,5,NA,NA,NA
23002,9,"2011",1,0.281,5,NA,NA,NA
23002,9,"2011",1,0.044,5,NA,NA,NA
23002,9,"2011",1,0.053,5,NA,NA,NA
23002,9,"2011",1,0.184,5,NA,NA,NA
23002,10,"2011",1,0.299,5,NA,NA,NA
23002,10,"2011",1,0.021,5,NA,NA,NA
23002,10,"2011",1,0.068,5,NA,NA,NA
23002,10,"2011",1,0.21,5,NA,NA,NA
23002,11,"2011",1,0.166,5,NA,NA,NA
23002,11,"2011",1,0.015,5,NA,NA,NA
23002,11,"2011",1,0.028,5,NA,NA,NA
23002,11,"2011",1,0.123,5,NA,NA,NA
23002,12,"2011",1,0.082,5,NA,NA,NA
23002,12,"2011",1,0.017,5,NA,NA,NA
23002,12,"2011",1,0.018,5,NA,NA,NA
23002,12,"2011",1,0.047,5,NA,NA,NA
23002,13,"2011",1,0.18,5,NA,NA,NA
23002,13,"2011",1,0.019,5,NA,NA,NA
23002,13,"2011",1,0.024,5,NA,NA,NA
23002,13,"2011",1,0.137,5,NA,NA,NA
23002,14,"2011",1,0.271,5,NA,NA,NA
23002,14,"2011",1,0.008,5,NA,NA,NA
23002,14,"2011",1,0.04,5,NA,NA,NA
23002,14,"2011",1,0.223,5,NA,NA,NA
23002,21,"2011",1,0.057,5,NA,NA,NA
23002,21,"2011",1,0.025,5,NA,NA,NA
23002,21,"2011",1,0.007,5,NA,NA,NA
23002,21,"2011",1,0.025,5,NA,NA,NA
23002,22,"2011",1,0.071,5,NA,NA,NA
23002,22,"2011",1,0.022,5,NA,NA,NA
23002,22,"2011",1,0.011,5,NA,NA,NA
23002,22,"2011",1,0.038,5,NA,NA,NA
23002,23,"2011",1,0.065,5,NA,NA,NA
23002,23,"2011",1,0.026,5,NA,NA,NA
23002,23,"2011",1,0.013,5,NA,NA,NA
23002,23,"2011",1,0.026,5,NA,NA,NA
23002,24,"2011",1,0.065,5,NA,NA,NA
23002,24,"2011",1,0.028,5,NA,NA,NA
23002,24,"2011",1,0.005,5,NA,NA,NA
23002,24,"2011",1,0.032,5,NA,NA,NA
23002,25,"2011",1,0.092,5,NA,NA,NA
23002,25,"2011",1,0.008,5,NA,NA,NA
23002,25,"2011",1,0.026,5,NA,NA,NA
23002,25,"2011",1,0.058,5,NA,NA,NA
23002,26,"2011",1,0.044,5,NA,NA,NA
23002,26,"2011",1,0.012,5,NA,NA,NA
23002,26,"2011",1,0.008,5,NA,NA,NA
23002,26,"2011",1,0.024,5,NA,NA,NA
23002,27,"2011",1,0.168,5,NA,NA,NA
23002,27,"2011",1,NA,5,NA,NA,NA
23002,27,"2011",1,NA,5,NA,NA,NA
23002,27,"2011",1,0.132,5,NA,NA,NA
23002,28,"2011",1,0.137,5,NA,NA,NA
23002,28,"2011",1,0.032,5,NA,NA,NA
23002,28,"2011",1,0.027,5,NA,NA,NA
23002,28,"2011",1,0.078,5,NA,NA,NA
23002,29,"2011",1,0.107,5,NA,NA,NA
23002,29,"2011",1,0.004,5,NA,NA,NA
23002,29,"2011",1,0.023,5,NA,NA,NA
23002,29,"2011",1,0.08,5,NA,NA,NA
23002,30,"2011",1,0.17,5,NA,NA,NA
23002,30,"2011",1,0.014,5,NA,NA,NA
23002,30,"2011",1,0.028,5,NA,NA,NA
23002,30,"2011",1,0.128,5,NA,NA,NA
23002,31,"2011",1,0.115,5,NA,NA,NA
23002,31,"2011",1,0.01,5,NA,NA,NA
23002,31,"2011",1,0.023,5,NA,NA,NA
23002,31,"2011",1,0.082,5,NA,NA,NA
23002,32,"2011",1,0.034,5,NA,NA,NA
23002,32,"2011",1,0.008,5,NA,NA,NA
23002,32,"2011",1,0.004,5,NA,NA,NA
23002,32,"2011",1,0.022,5,NA,NA,NA
23002,33,"2011",1,0.187,5,NA,NA,NA
23002,33,"2011",1,0.028,5,NA,NA,NA
23002,33,"2011",1,0.042,5,NA,NA,NA
23002,33,"2011",1,0.117,5,NA,NA,NA
23002,34,"2011",1,0.091,5,NA,NA,NA
23002,34,"2011",1,0.021,5,NA,NA,NA
23002,34,"2011",1,0.019,5,NA,NA,NA
23002,34,"2011",1,0.051,5,NA,NA,NA
23002,35,"2011",1,0.199,5,NA,NA,NA
23002,35,"2011",1,0.037,5,NA,NA,NA
23002,35,"2011",1,0.049,5,NA,NA,NA
23002,35,"2011",1,0.113,5,NA,NA,NA
23002,36,"2011",1,0.111,5,NA,NA,NA
23002,36,"2011",1,0.034,5,NA,NA,NA
23002,36,"2011",1,0.021,5,NA,NA,NA
23002,36,"2011",1,0.056,5,NA,NA,NA
23002,37,"2011",1,0.107,5,NA,NA,NA
23002,37,"2011",1,0.031,5,NA,NA,NA
23002,37,"2011",1,0.017,5,NA,NA,NA
23002,37,"2011",1,0.059,5,NA,NA,NA
23002,38,"2011",1,0.072,5,NA,NA,NA
23002,38,"2011",1,NA,5,NA,NA,NA
23002,38,"2011",1,NA,5,NA,NA,NA
23002,38,"2011",1,0.056,5,NA,NA,NA
23002,39,"2011",1,0.067,5,NA,NA,NA
