"indicator_id","spatialunit_id","time_value","timeinfo_id","value","dim1_value_id","dim2_value_id","dim3_value_id","dim4_value_id"
32001,172,2018,1,"11304",NA,NA,NA,NA
32001,173,2018,1,"16663",NA,NA,NA,NA
32001,174,2018,1,"18488",NA,NA,NA,NA
32001,175,2018,1,"15284",NA,NA,NA,NA
32001,176,2018,1,"17941",NA,NA,NA,NA
32001,177,2018,1,"10422",NA,NA,NA,NA
32001,178,2018,1,"8464",NA,NA,NA,NA
32001,179,2018,1,"16313",NA,NA,NA,NA
32001,180,2018,1,"11222",NA,NA,NA,NA
32001,181,2018,1,"25190",NA,NA,NA,NA
32001,182,2018,1,"5999",NA,NA,NA,NA
32001,183,2018,1,"8792",NA,NA,NA,NA
32001,184,2018,1,"4050",NA,NA,NA,NA
32001,185,2018,1,"12874",NA,NA,NA,NA
32001,186,2018,1,"11304",NA,NA,NA,NA
32001,187,2018,1,"5999",NA,NA,NA,NA
32001,188,2018,1,"32102",NA,NA,NA,NA
32001,189,2018,1,"9915",NA,NA,NA,NA
32001,190,2018,1,"23010",NA,NA,NA,NA
32001,191,2018,1,"16663",NA,NA,NA,NA
32001,192,2018,1,"30951",NA,NA,NA,NA
32001,193,2018,1,"10422",NA,NA,NA,NA
32001,194,2018,1,"8792",NA,NA,NA,NA
