"INDICATOR_ID","SPATIALUNIT_ID","YEAR","VALUE","VALUE_ADDITION","CAT"
481,44,2013,84,NA,"28.04.2016 16:19"
481,45,2013,89,NA,"28.04.2016 16:19"
481,46,2013,94,NA,"28.04.2016 16:19"
481,47,2013,87,NA,"28.04.2016 16:19"
481,48,2013,89,NA,"28.04.2016 16:19"
481,49,2013,94,NA,"28.04.2016 16:19"
481,50,2013,68,NA,"28.04.2016 16:19"
481,51,2013,87,NA,"28.04.2016 16:19"
481,52,2013,92,NA,"28.04.2016 16:19"
481,53,2013,83,NA,"28.04.2016 16:19"
481,54,2013,75,NA,"28.04.2016 16:19"
481,55,2013,84,NA,"28.04.2016 16:19"
481,56,2013,92,NA,"28.04.2016 16:19"
481,57,2013,83,NA,"28.04.2016 16:19"
481,58,2013,84,NA,"28.04.2016 16:19"
481,59,2013,91,NA,"28.04.2016 16:19"
481,60,2013,83,NA,"28.04.2016 16:19"
481,61,2013,96,NA,"28.04.2016 16:19"
481,62,2013,93,NA,"28.04.2016 16:19"
481,63,2013,85,NA,"28.04.2016 16:19"
481,64,2013,92,NA,"28.04.2016 16:19"
481,65,2013,86,NA,"28.04.2016 16:19"
481,66,2013,91,NA,"28.04.2016 16:19"
481,67,2013,93,NA,"28.04.2016 16:19"
481,68,2013,95,NA,"28.04.2016 16:19"
481,69,2013,86,NA,"28.04.2016 16:19"
480,50,2013,32,NA,"28.04.2016 16:19"
480,51,2013,13,NA,"28.04.2016 16:19"
480,52,2013,8,NA,"28.04.2016 16:19"
480,53,2013,17,NA,"28.04.2016 16:19"
480,54,2013,25,NA,"28.04.2016 16:19"
480,55,2013,16,NA,"28.04.2016 16:19"
480,56,2013,8,NA,"28.04.2016 16:19"
480,57,2013,17,NA,"28.04.2016 16:19"
480,58,2013,16,NA,"28.04.2016 16:19"
480,59,2013,9,NA,"28.04.2016 16:19"
480,60,2013,17,NA,"28.04.2016 16:19"
480,61,2013,4,NA,"28.04.2016 16:19"
480,62,2013,7,NA,"28.04.2016 16:19"
480,63,2013,15,NA,"28.04.2016 16:19"
480,64,2013,8,NA,"28.04.2016 16:19"
480,65,2013,14,NA,"28.04.2016 16:19"
480,66,2013,9,NA,"28.04.2016 16:19"
480,67,2013,7,NA,"28.04.2016 16:19"
480,68,2013,5,NA,"28.04.2016 16:19"
480,69,2013,14,NA,"28.04.2016 16:19"
480,13,2013,24,NA,"28.04.2016 16:19"
480,14,2013,16,NA,"28.04.2016 16:19"
480,15,2013,2,NA,"28.04.2016 16:19"
480,16,2013,13,NA,"28.04.2016 16:19"
480,17,2013,8,NA,"28.04.2016 16:19"
480,18,2013,7,NA,"28.04.2016 16:19"
480,19,2013,22,NA,"28.04.2016 16:19"
480,20,2013,10,NA,"28.04.2016 16:19"
480,21,2013,13,NA,"28.04.2016 16:19"
480,22,2013,7,NA,"28.04.2016 16:19"
480,23,2013,13,NA,"28.04.2016 16:19"
480,24,2013,19,NA,"28.04.2016 16:19"
480,25,2013,23,NA,"28.04.2016 16:19"
480,26,2013,10,NA,"28.04.2016 16:19"
480,27,2013,6,NA,"28.04.2016 16:19"
480,28,2013,12,NA,"28.04.2016 16:19"
480,29,2013,16,NA,"28.04.2016 16:19"
480,30,2013,11,NA,"28.04.2016 16:19"
480,31,2013,9,NA,"28.04.2016 16:19"
480,32,2013,19,NA,"28.04.2016 16:19"
480,33,2013,7,NA,"28.04.2016 16:19"
480,34,2013,5,NA,"28.04.2016 16:19"
480,35,2013,10,NA,"28.04.2016 16:19"
480,36,2013,13,NA,"28.04.2016 16:19"
480,37,2013,9,NA,"28.04.2016 16:19"
480,38,2013,3,NA,"28.04.2016 16:19"
480,39,2013,9,NA,"28.04.2016 16:19"
480,40,2013,17,NA,"28.04.2016 16:19"
480,41,2013,18,NA,"28.04.2016 16:19"
480,42,2013,14,NA,"28.04.2016 16:19"
480,43,2013,12,NA,"28.04.2016 16:19"
480,44,2013,16,NA,"28.04.2016 16:19"
480,45,2013,11,NA,"28.04.2016 16:19"
480,46,2013,6,NA,"28.04.2016 16:19"
480,47,2013,13,NA,"28.04.2016 16:19"
480,48,2013,11,NA,"28.04.2016 16:19"
480,49,2013,6,NA,"28.04.2016 16:19"
480,1,2013,16,NA,"28.04.2016 16:19"
480,2,2013,18,NA,"28.04.2016 16:19"
480,3,2013,24,NA,"28.04.2016 16:19"
480,4,2013,12,NA,"28.04.2016 16:19"
480,5,2013,23,NA,"28.04.2016 16:19"
480,6,2013,6,NA,"28.04.2016 16:19"
480,7,2013,13,NA,"28.04.2016 16:19"
480,8,2013,5,NA,"28.04.2016 16:19"
480,9,2013,9,NA,"28.04.2016 16:19"
480,10,2013,8,NA,"28.04.2016 16:19"
480,11,2013,11,NA,"28.04.2016 16:19"
480,12,2013,8,NA,"28.04.2016 16:19"
385,56,2000,83,NA,"17.02.2017 11:24"
385,56,2001,83.6,NA,"17.02.2017 11:24"
385,56,2002,84.3,NA,"17.02.2017 11:24"
385,56,2003,84.2,NA,"17.02.2017 11:24"
385,56,2004,84.3,NA,"17.02.2017 11:24"
385,56,2005,82.4,NA,"17.02.2017 11:24"
385,56,2006,83.3,NA,"17.02.2017 11:24"
385,56,2007,82.1,NA,"17.02.2017 11:24"
385,56,2008,82.8,NA,"17.02.2017 11:24"
385,56,2009,83.3,NA,"17.02.2017 11:24"
385,56,2010,82.3,NA,"17.02.2017 11:24"
385,56,2011,81.4,NA,"17.02.2017 11:24"
385,56,2012,80.6,NA,"17.02.2017 11:24"
385,56,2013,81.5,NA,"17.02.2017 11:24"
385,56,2014,81.6,NA,"17.02.2017 11:24"
385,56,2015,81,NA,"17.02.2017 11:24"
385,57,2000,50.3,NA,"17.02.2017 11:24"
385,57,2001,46.9,NA,"17.02.2017 11:24"
385,57,2002,52.5,NA,"17.02.2017 11:24"
385,57,2003,53.4,NA,"17.02.2017 11:24"
385,57,2004,59.1,NA,"17.02.2017 11:24"
385,57,2005,58.8,NA,"17.02.2017 11:24"
385,57,2006,58.5,NA,"17.02.2017 11:24"
385,57,2007,58.9,NA,"17.02.2017 11:24"
385,57,2008,59.6,NA,"17.02.2017 11:24"
385,57,2009,60.2,NA,"17.02.2017 11:24"
385,57,2010,57.8,NA,"17.02.2017 11:24"
385,57,2011,55.7,NA,"17.02.2017 11:24"
385,57,2012,56.1,NA,"17.02.2017 11:24"
385,57,2013,54.3,NA,"17.02.2017 11:24"
385,57,2014,52.4,NA,"17.02.2017 11:24"
385,57,2015,50.9,NA,"17.02.2017 11:24"
385,58,2000,90.3,NA,"17.02.2017 11:24"
385,58,2001,95.3,NA,"17.02.2017 11:24"
385,58,2002,96.9,NA,"17.02.2017 11:24"
385,58,2003,96.9,NA,"17.02.2017 11:24"
385,58,2004,96.9,NA,"17.02.2017 11:24"
385,58,2005,96.8,NA,"17.02.2017 11:24"
385,58,2006,96.4,NA,"17.02.2017 11:24"
385,58,2007,97.5,NA,"17.02.2017 11:24"
385,58,2008,97.5,NA,"17.02.2017 11:24"
385,58,2009,97.6,NA,"17.02.2017 11:24"
385,58,2010,97.5,NA,"17.02.2017 11:24"
385,58,2011,95.8,NA,"17.02.2017 11:24"
385,58,2012,94,NA,"17.02.2017 11:24"
385,58,2013,92.5,NA,"17.02.2017 11:24"
385,58,2014,94.5,NA,"17.02.2017 11:24"
385,58,2015,94.9,NA,"17.02.2017 11:24"
385,59,2000,73.3,NA,"17.02.2017 11:24"
385,59,2001,73.8,NA,"17.02.2017 11:24"
385,59,2002,76.7,NA,"17.02.2017 11:24"
385,59,2003,76.4,NA,"17.02.2017 11:24"
385,59,2004,78,NA,"17.02.2017 11:24"
385,59,2005,77.8,NA,"17.02.2017 11:24"
385,59,2006,77.3,NA,"17.02.2017 11:24"
385,59,2007,76.3,NA,"17.02.2017 11:24"
385,59,2008,76.9,NA,"17.02.2017 11:24"
385,59,2009,77.2,NA,"17.02.2017 11:24"
385,59,2010,77.2,NA,"17.02.2017 11:24"
385,59,2011,79.5,NA,"17.02.2017 11:24"
385,59,2012,79,NA,"17.02.2017 11:24"
385,59,2013,78.9,NA,"17.02.2017 11:24"
385,59,2014,79.7,NA,"17.02.2017 11:24"
385,59,2015,78.9,NA,"17.02.2017 11:24"
385,60,2000,90.4,NA,"17.02.2017 11:24"
385,60,2001,90.5,NA,"17.02.2017 11:24"
385,60,2002,89.9,NA,"17.02.2017 11:24"
385,60,2003,90.3,NA,"17.02.2017 11:24"
385,60,2004,90.4,NA,"17.02.2017 11:24"
385,60,2005,90.4,NA,"17.02.2017 11:24"
385,60,2006,90.7,NA,"17.02.2017 11:24"
385,60,2007,90,NA,"17.02.2017 11:24"
385,60,2008,90.7,NA,"17.02.2017 11:24"
385,60,2009,91,NA,"17.02.2017 11:24"
385,60,2010,90.9,NA,"17.02.2017 11:24"
385,60,2011,91.8,NA,"17.02.2017 11:24"
385,60,2012,90.9,NA,"17.02.2017 11:24"
385,60,2013,90.6,NA,"17.02.2017 11:24"
385,60,2014,90.3,NA,"17.02.2017 11:24"
385,60,2015,89.8,NA,"17.02.2017 11:24"
385,61,2000,76.7,NA,"17.02.2017 11:24"
385,61,2001,80.9,NA,"17.02.2017 11:24"
385,61,2002,75,NA,"17.02.2017 11:24"
385,61,2003,75.1,NA,"17.02.2017 11:24"
385,61,2004,73.9,NA,"17.02.2017 11:24"
385,61,2005,73.8,NA,"17.02.2017 11:24"
385,61,2006,74.1,NA,"17.02.2017 11:24"
385,61,2007,74.6,NA,"17.02.2017 11:24"
385,61,2008,74.7,NA,"17.02.2017 11:24"
385,61,2009,74.8,NA,"17.02.2017 11:24"
385,61,2010,74.9,NA,"17.02.2017 11:24"
385,61,2011,76.9,NA,"17.02.2017 11:24"
385,61,2012,76,NA,"17.02.2017 11:24"
385,61,2013,77.3,NA,"17.02.2017 11:24"
385,61,2014,75.6,NA,"17.02.2017 11:24"
385,61,2015,76.1,NA,"17.02.2017 11:24"
385,62,2000,88.5,NA,"17.02.2017 11:24"
385,62,2001,87.3,NA,"17.02.2017 11:24"
385,62,2002,88.1,NA,"17.02.2017 11:24"
385,62,2003,88,NA,"17.02.2017 11:24"
385,62,2004,87.8,NA,"17.02.2017 11:24"
385,62,2005,87.8,NA,"17.02.2017 11:24"
385,62,2006,88.1,NA,"17.02.2017 11:24"
385,62,2007,88.7,NA,"17.02.2017 11:24"
385,62,2008,88.3,NA,"17.02.2017 11:24"
385,62,2009,88.9,NA,"17.02.2017 11:24"
385,62,2010,89,NA,"17.02.2017 11:24"
385,62,2011,88.2,NA,"17.02.2017 11:24"
385,62,2012,88.3,NA,"17.02.2017 11:24"
385,62,2013,88.6,NA,"17.02.2017 11:24"
385,62,2014,89.5,NA,"17.02.2017 11:24"
385,62,2015,88.5,NA,"17.02.2017 11:24"
385,63,2000,17.7,NA,"17.02.2017 11:24"
385,63,2001,17.8,NA,"17.02.2017 11:24"
385,63,2002,18.3,NA,"17.02.2017 11:24"
385,63,2003,18.4,NA,"17.02.2017 11:24"
385,63,2004,16.8,NA,"17.02.2017 11:24"
385,63,2005,18.4,NA,"17.02.2017 11:24"
385,63,2006,18.3,NA,"17.02.2017 11:24"
385,63,2007,18.5,NA,"17.02.2017 11:24"
385,63,2008,18,NA,"17.02.2017 11:24"
385,63,2009,17.8,NA,"17.02.2017 11:24"
385,63,2010,18.1,NA,"17.02.2017 11:24"
385,63,2011,19,NA,"17.02.2017 11:24"
385,63,2012,17.9,NA,"17.02.2017 11:24"
385,63,2013,17.7,NA,"17.02.2017 11:24"
385,63,2014,15.3,NA,"17.02.2017 11:24"
385,63,2015,16.1,NA,"17.02.2017 11:24"
385,64,2000,94,NA,"17.02.2017 11:24"
385,64,2001,94,NA,"17.02.2017 11:24"
385,64,2002,93.6,NA,"17.02.2017 11:24"
385,64,2003,93.7,NA,"17.02.2017 11:24"
385,64,2004,93.9,NA,"17.02.2017 11:24"
385,64,2005,93.7,NA,"17.02.2017 11:24"
385,64,2006,93.8,NA,"17.02.2017 11:24"
385,64,2007,93.9,NA,"17.02.2017 11:24"
385,64,2008,94,NA,"17.02.2017 11:24"
385,64,2009,94,NA,"17.02.2017 11:24"
385,64,2010,94,NA,"17.02.2017 11:24"
385,64,2011,93.3,NA,"17.02.2017 11:24"
385,64,2012,93.5,NA,"17.02.2017 11:24"
385,64,2013,93.6,NA,"17.02.2017 11:24"
385,64,2014,93.3,NA,"17.02.2017 11:24"
385,64,2015,93.2,NA,"17.02.2017 11:24"
385,65,2000,92.7,NA,"17.02.2017 11:24"
385,65,2001,91.8,NA,"17.02.2017 11:24"
385,65,2002,92.6,NA,"17.02.2017 11:24"
385,65,2003,92.6,NA,"17.02.2017 11:24"
385,65,2004,92.1,NA,"17.02.2017 11:24"
385,65,2005,92,NA,"17.02.2017 11:24"
385,65,2006,92,NA,"17.02.2017 11:24"
385,65,2007,91.8,NA,"17.02.2017 11:24"
385,65,2008,90.4,NA,"17.02.2017 11:24"
385,65,2009,89.8,NA,"17.02.2017 11:24"
385,65,2010,89.4,NA,"17.02.2017 11:24"
385,65,2011,91,NA,"17.02.2017 11:24"
385,65,2012,91.6,NA,"17.02.2017 11:24"
385,65,2013,91.6,NA,"17.02.2017 11:24"
385,65,2014,91.3,NA,"17.02.2017 11:24"
385,65,2015,90.9,NA,"17.02.2017 11:24"
385,66,2000,29.5,NA,"17.02.2017 11:24"
385,66,2001,29.9,NA,"17.02.2017 11:24"
385,66,2002,29.9,NA,"17.02.2017 11:24"
385,66,2003,30.1,NA,"17.02.2017 11:24"
385,66,2004,26.7,NA,"17.02.2017 11:24"
385,66,2005,26.7,NA,"17.02.2017 11:24"
385,66,2006,26.6,NA,"17.02.2017 11:24"
385,66,2007,26.5,NA,"17.02.2017 11:24"
385,66,2008,25.3,NA,"17.02.2017 11:24"
385,66,2009,25.2,NA,"17.02.2017 11:24"
385,66,2010,25.4,NA,"17.02.2017 11:24"
385,66,2011,26.2,NA,"17.02.2017 11:24"
385,66,2012,25.8,NA,"17.02.2017 11:24"
385,66,2013,25.7,NA,"17.02.2017 11:24"
385,66,2014,25,NA,"17.02.2017 11:24"
385,66,2015,25,NA,"17.02.2017 11:24"
385,67,2000,80.5,NA,"17.02.2017 11:24"
385,67,2001,81.9,NA,"17.02.2017 11:24"
385,67,2002,81.1,NA,"17.02.2017 11:24"
385,67,2003,81,NA,"17.02.2017 11:24"
385,67,2004,82.8,NA,"17.02.2017 11:24"
385,67,2005,84.2,NA,"17.02.2017 11:24"
385,67,2006,84.1,NA,"17.02.2017 11:24"
385,67,2007,85.5,NA,"17.02.2017 11:24"
385,67,2008,85.6,NA,"17.02.2017 11:24"
385,67,2009,85.3,NA,"17.02.2017 11:24"
385,67,2010,84.7,NA,"17.02.2017 11:24"
385,67,2011,88.1,NA,"17.02.2017 11:24"
385,67,2012,82.9,NA,"17.02.2017 11:24"
385,67,2013,82.9,NA,"17.02.2017 11:24"
385,67,2014,85.9,NA,"17.02.2017 11:24"
385,67,2015,88.7,NA,"17.02.2017 11:24"
385,68,2000,79.4,NA,"17.02.2017 11:24"
385,68,2001,79.5,NA,"17.02.2017 11:24"
385,68,2002,76.9,NA,"17.02.2017 11:24"
385,68,2003,77.6,NA,"17.02.2017 11:24"
385,68,2004,79.1,NA,"17.02.2017 11:24"
385,68,2005,79.3,NA,"17.02.2017 11:24"
385,68,2006,79.2,NA,"17.02.2017 11:24"
385,68,2007,80,NA,"17.02.2017 11:24"
385,68,2008,80.5,NA,"17.02.2017 11:24"
385,68,2009,80.4,NA,"17.02.2017 11:24"
385,68,2010,79.5,NA,"17.02.2017 11:24"
385,68,2011,82.8,NA,"17.02.2017 11:24"
385,68,2012,82.8,NA,"17.02.2017 11:24"
385,68,2013,82.7,NA,"17.02.2017 11:24"
385,68,2014,82.5,NA,"17.02.2017 11:24"
385,68,2015,84.3,NA,"17.02.2017 11:24"
385,69,2000,36.8,NA,"17.02.2017 11:24"
385,69,2001,36.5,NA,"17.02.2017 11:24"
385,69,2002,37.3,NA,"17.02.2017 11:24"
385,69,2003,38.4,NA,"17.02.2017 11:24"
385,69,2004,44.6,NA,"17.02.2017 11:24"
385,42,2011,35,NA,"17.02.2017 11:24"
385,42,2012,34.7,NA,"17.02.2017 11:24"
385,42,2013,34.6,NA,"17.02.2017 11:24"
385,42,2014,34.6,NA,"17.02.2017 11:24"
385,42,2015,35.2,NA,"17.02.2017 11:24"
385,43,2000,9.5,NA,"17.02.2017 11:24"
385,43,2001,5.1,NA,"17.02.2017 11:24"
385,43,2002,44.3,NA,"17.02.2017 11:24"
385,43,2003,43.8,NA,"17.02.2017 11:24"
385,43,2004,41.1,NA,"17.02.2017 11:24"
385,43,2005,41.5,NA,"17.02.2017 11:24"
385,43,2006,40.8,NA,"17.02.2017 11:24"
385,43,2007,40.4,NA,"17.02.2017 11:24"
385,43,2008,39.4,NA,"17.02.2017 11:24"
385,43,2009,38.6,NA,"17.02.2017 11:24"
385,43,2010,36.2,NA,"17.02.2017 11:24"
385,43,2011,33.7,NA,"17.02.2017 11:24"
385,43,2012,32.6,NA,"17.02.2017 11:24"
385,43,2013,30.8,NA,"17.02.2017 11:24"
385,43,2014,30.1,NA,"17.02.2017 11:24"
385,43,2015,30.3,NA,"17.02.2017 11:24"
385,44,2000,67.2,NA,"17.02.2017 11:24"
385,44,2001,68.9,NA,"17.02.2017 11:24"
385,44,2002,68.1,NA,"17.02.2017 11:24"
385,44,2003,68,NA,"17.02.2017 11:24"
385,44,2004,66.6,NA,"17.02.2017 11:24"
385,44,2005,66.7,NA,"17.02.2017 11:24"
385,44,2006,66.1,NA,"17.02.2017 11:24"
385,44,2007,67.4,NA,"17.02.2017 11:24"
385,44,2008,67.8,NA,"17.02.2017 11:24"
385,44,2009,68.1,NA,"17.02.2017 11:24"
385,44,2010,67.7,NA,"17.02.2017 11:24"
385,44,2011,69.2,NA,"17.02.2017 11:24"
385,44,2012,68.6,NA,"17.02.2017 11:24"
385,44,2013,68.4,NA,"17.02.2017 11:24"
385,44,2014,69,NA,"17.02.2017 11:24"
385,44,2015,68.5,NA,"17.02.2017 11:24"
385,45,2000,64.5,NA,"17.02.2017 11:24"
385,45,2001,66,NA,"17.02.2017 11:24"
385,45,2002,67.4,NA,"17.02.2017 11:24"
385,45,2003,67.1,NA,"17.02.2017 11:24"
385,45,2004,67.3,NA,"17.02.2017 11:24"
385,45,2005,67.4,NA,"17.02.2017 11:24"
385,45,2006,68.3,NA,"17.02.2017 11:24"
385,45,2007,68.9,NA,"17.02.2017 11:24"
385,45,2008,68.7,NA,"17.02.2017 11:24"
385,45,2009,68.5,NA,"17.02.2017 11:24"
385,45,2010,68.5,NA,"17.02.2017 11:24"
385,45,2011,69.4,NA,"17.02.2017 11:24"
385,45,2012,69.4,NA,"17.02.2017 11:24"
385,45,2013,70.8,NA,"17.02.2017 11:24"
385,45,2014,71.7,NA,"17.02.2017 11:24"
385,45,2015,70.6,NA,"17.02.2017 11:24"
385,46,2000,76.8,NA,"17.02.2017 11:24"
385,46,2001,77.4,NA,"17.02.2017 11:24"
385,46,2002,77.4,NA,"17.02.2017 11:24"
385,46,2003,77.9,NA,"17.02.2017 11:24"
385,46,2004,77.6,NA,"17.02.2017 11:24"
385,46,2005,77.5,NA,"17.02.2017 11:24"
385,46,2006,78.7,NA,"17.02.2017 11:24"
385,46,2007,77.6,NA,"17.02.2017 11:24"
385,46,2008,77.5,NA,"17.02.2017 11:24"
385,46,2009,78.2,NA,"17.02.2017 11:24"
385,46,2010,78.1,NA,"17.02.2017 11:24"
385,46,2011,80.3,NA,"17.02.2017 11:24"
385,46,2012,80.7,NA,"17.02.2017 11:24"
385,46,2013,80.8,NA,"17.02.2017 11:24"
385,46,2014,80.9,NA,"17.02.2017 11:24"
385,46,2015,80.2,NA,"17.02.2017 11:24"
385,47,2000,81.8,NA,"17.02.2017 11:24"
385,47,2001,77.9,NA,"17.02.2017 11:24"
385,47,2002,75.8,NA,"17.02.2017 11:24"
385,47,2003,75.3,NA,"17.02.2017 11:24"
385,47,2004,76.8,NA,"17.02.2017 11:24"
385,47,2005,76.6,NA,"17.02.2017 11:24"
385,47,2006,76.1,NA,"17.02.2017 11:24"
385,47,2007,74.6,NA,"17.02.2017 11:24"
385,47,2008,73.7,NA,"17.02.2017 11:24"
385,47,2009,74.9,NA,"17.02.2017 11:24"
385,47,2010,75.2,NA,"17.02.2017 11:24"
385,47,2011,72.9,NA,"17.02.2017 11:24"
385,47,2012,73.1,NA,"17.02.2017 11:24"
385,47,2013,73.4,NA,"17.02.2017 11:24"
385,47,2014,73.3,NA,"17.02.2017 11:24"
385,47,2015,73.2,NA,"17.02.2017 11:24"
385,48,2000,98.1,NA,"17.02.2017 11:24"
385,48,2001,97.2,NA,"17.02.2017 11:24"
385,48,2002,96.7,NA,"17.02.2017 11:24"
385,48,2003,96.5,NA,"17.02.2017 11:24"
385,48,2004,96.5,NA,"17.02.2017 11:24"
385,48,2005,96.6,NA,"17.02.2017 11:24"
385,48,2006,95,NA,"17.02.2017 11:24"
385,48,2007,95.1,NA,"17.02.2017 11:24"
385,48,2008,95.1,NA,"17.02.2017 11:24"
385,48,2009,95.4,NA,"17.02.2017 11:24"
385,48,2010,95.4,NA,"17.02.2017 11:24"
385,48,2011,95.6,NA,"17.02.2017 11:24"
385,48,2012,95.7,NA,"17.02.2017 11:24"
385,48,2013,95.1,NA,"17.02.2017 11:24"
385,48,2014,94.5,NA,"17.02.2017 11:24"
385,48,2015,95.6,NA,"17.02.2017 11:24"
385,49,2000,88,NA,"17.02.2017 11:24"
385,49,2001,88.2,NA,"17.02.2017 11:24"
385,49,2002,91.1,NA,"17.02.2017 11:24"
385,49,2003,90.2,NA,"17.02.2017 11:24"
385,49,2004,91.9,NA,"17.02.2017 11:24"
385,49,2005,92.5,NA,"17.02.2017 11:24"
385,49,2006,87.4,NA,"17.02.2017 11:24"
385,49,2007,86,NA,"17.02.2017 11:24"
385,49,2008,84.8,NA,"17.02.2017 11:24"
385,49,2009,83.9,NA,"17.02.2017 11:24"
385,49,2010,83.4,NA,"17.02.2017 11:24"
385,49,2011,79.7,NA,"17.02.2017 11:24"
385,49,2012,78.8,NA,"17.02.2017 11:24"
385,49,2013,79.1,NA,"17.02.2017 11:24"
385,49,2014,79.3,NA,"17.02.2017 11:24"
385,49,2015,78.4,NA,"17.02.2017 11:24"
385,50,2000,37.6,NA,"17.02.2017 11:24"
385,50,2001,37.6,NA,"17.02.2017 11:24"
385,50,2002,38.5,NA,"17.02.2017 11:24"
385,50,2003,38.7,NA,"17.02.2017 11:24"
385,50,2004,41.2,NA,"17.02.2017 11:24"
385,50,2005,41.3,NA,"17.02.2017 11:24"
385,50,2006,41.6,NA,"17.02.2017 11:24"
385,50,2007,41.3,NA,"17.02.2017 11:24"
385,50,2008,41.3,NA,"17.02.2017 11:24"
385,50,2009,41,NA,"17.02.2017 11:24"
385,50,2010,40.5,NA,"17.02.2017 11:24"
385,50,2011,39.3,NA,"17.02.2017 11:24"
385,50,2012,39.3,NA,"17.02.2017 11:24"
385,50,2013,38.9,NA,"17.02.2017 11:24"
385,50,2014,38.9,NA,"17.02.2017 11:24"
385,50,2015,38.8,NA,"17.02.2017 11:24"
385,51,2000,63.6,NA,"17.02.2017 11:24"
385,51,2001,70.1,NA,"17.02.2017 11:24"
385,51,2002,73.3,NA,"17.02.2017 11:24"
385,51,2003,73.2,NA,"17.02.2017 11:24"
385,51,2004,72.2,NA,"17.02.2017 11:24"
385,51,2005,74.5,NA,"17.02.2017 11:24"
385,51,2006,75.9,NA,"17.02.2017 11:24"
385,51,2007,73.8,NA,"17.02.2017 11:24"
385,51,2008,74.3,NA,"17.02.2017 11:24"
385,51,2009,74.3,NA,"17.02.2017 11:24"
385,51,2010,76.7,NA,"17.02.2017 11:24"
385,51,2011,79.4,NA,"17.02.2017 11:24"
385,51,2012,79.8,NA,"17.02.2017 11:24"
385,51,2013,80.2,NA,"17.02.2017 11:24"
385,51,2014,80.9,NA,"17.02.2017 11:24"
385,51,2015,82.5,NA,"17.02.2017 11:24"
385,52,2000,84.6,NA,"17.02.2017 11:24"
385,52,2001,84.7,NA,"17.02.2017 11:24"
385,52,2002,88.6,NA,"17.02.2017 11:24"
385,52,2003,88.7,NA,"17.02.2017 11:24"
385,52,2004,89.1,NA,"17.02.2017 11:24"
385,52,2005,89.1,NA,"17.02.2017 11:24"
385,52,2006,89.2,NA,"17.02.2017 11:24"
385,52,2007,89,NA,"17.02.2017 11:24"
385,52,2008,89.4,NA,"17.02.2017 11:24"
385,52,2009,90.5,NA,"17.02.2017 11:24"
385,52,2010,90.1,NA,"17.02.2017 11:24"
385,52,2011,89.7,NA,"17.02.2017 11:24"
385,52,2012,90,NA,"17.02.2017 11:24"
385,52,2013,90.2,NA,"17.02.2017 11:24"
385,52,2014,90.2,NA,"17.02.2017 11:24"
385,52,2015,89.1,NA,"17.02.2017 11:24"
385,53,2000,66.9,NA,"17.02.2017 11:24"
385,53,2001,65.4,NA,"17.02.2017 11:24"
385,53,2002,64.5,NA,"17.02.2017 11:24"
385,53,2003,64.1,NA,"17.02.2017 11:24"
385,53,2004,64.5,NA,"17.02.2017 11:24"
385,53,2005,64,NA,"17.02.2017 11:24"
385,53,2006,63.8,NA,"17.02.2017 11:24"
385,53,2007,63.9,NA,"17.02.2017 11:24"
385,53,2008,63.4,NA,"17.02.2017 11:24"
385,53,2009,63.7,NA,"17.02.2017 11:24"
385,53,2010,63.5,NA,"17.02.2017 11:24"
