"Nachname","Vorname","Stimmen","BFS-Nr.","Gemeindenamen","Bisher","Gewählt","Wahlkreis-Nr.","Wahlkreis","Kandidaten-Nr."
"Chesnov","Serge","68","70230","Winterthur Mattenbach","0","0","14","KR 2019 - Wahlkreis XIV, Stadt Winterthur","14_611"
"Cheung","Jonas Joel See Wah","27","81","Bachs","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_507"
"Cheung","Jonas Joel See Wah","28","82","Boppelsen","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_507"
"Cheung","Jonas Joel See Wah","48","83","Buchs","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_507"
"Cheung","Jonas Joel See Wah","23","84","Dällikon","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_507"
"Cheung","Jonas Joel See Wah","19","85","Dänikon","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_507"
"Cheung","Jonas Joel See Wah","81","86","Dielsdorf","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_507"
"Cheung","Jonas Joel See Wah","5","87","Hüttikon","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_507"
"Cheung","Jonas Joel See Wah","38","88","Neerach","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_507"
"Cheung","Jonas Joel See Wah","41","89","Niederglatt","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_507"
"Cheung","Jonas Joel See Wah","82","90","Niederhasli","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_507"
"Cheung","Jonas Joel See Wah","93","91","Niederweningen","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_507"
"Cheung","Jonas Joel See Wah","41","92","Oberglatt","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_507"
"Cheung","Jonas Joel See Wah","31","93","Oberweningen","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_507"
"Cheung","Jonas Joel See Wah","28","94","Otelfingen","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_507"
"Cheung","Jonas Joel See Wah","17","95","Regensberg","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_507"
"Cheung","Jonas Joel See Wah","138","96","Regensdorf","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_507"
"Cheung","Jonas Joel See Wah","108","97","Rümlang","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_507"
"Cheung","Jonas Joel See Wah","23","98","Schleinikon","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_507"
"Cheung","Jonas Joel See Wah","31","99","Schöfflisdorf","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_507"
"Cheung","Jonas Joel See Wah","44","100","Stadel","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_507"
"Cheung","Jonas Joel See Wah","98","101","Steinmaur","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_507"
"Cheung","Jonas Joel See Wah","2","102","Weiach","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_507"
"Chinello","Claudia","55","1","Aeugst am Albis","0","0","8","KR 2019 - Wahlkreis VIII, Affoltern","8_304"
"Chinello","Claudia","206","2","Affoltern am Albis","0","0","8","KR 2019 - Wahlkreis VIII, Affoltern","8_304"
"Chinello","Claudia","211","3","Bonstetten","0","0","8","KR 2019 - Wahlkreis VIII, Affoltern","8_304"
"Chinello","Claudia","64","4","Hausen am Albis","0","0","8","KR 2019 - Wahlkreis VIII, Affoltern","8_304"
"Chinello","Claudia","124","5","Hedingen","0","0","8","KR 2019 - Wahlkreis VIII, Affoltern","8_304"
"Chinello","Claudia","17","6","Kappel am Albis","0","0","8","KR 2019 - Wahlkreis VIII, Affoltern","8_304"
"Chinello","Claudia","34","7","Knonau","0","0","8","KR 2019 - Wahlkreis VIII, Affoltern","8_304"
"Chinello","Claudia","5","8","Maschwanden","0","0","8","KR 2019 - Wahlkreis VIII, Affoltern","8_304"
"Chinello","Claudia","112","9","Mettmenstetten","0","0","8","KR 2019 - Wahlkreis VIII, Affoltern","8_304"
"Chinello","Claudia","96","10","Obfelden","0","0","8","KR 2019 - Wahlkreis VIII, Affoltern","8_304"
"Chinello","Claudia","55","11","Ottenbach","0","0","8","KR 2019 - Wahlkreis VIII, Affoltern","8_304"
"Chinello","Claudia","12","12","Rifferswil","0","0","8","KR 2019 - Wahlkreis VIII, Affoltern","8_304"
"Chinello","Claudia","117","13","Stallikon","0","0","8","KR 2019 - Wahlkreis VIII, Affoltern","8_304"
"Chinello","Claudia","301","14","Wettswil am Albis","0","0","8","KR 2019 - Wahlkreis VIII, Affoltern","8_304"
"Christen","Jeannine","13","151","Erlenbach","0","0","10","KR 2019 - Wahlkreis X, Meilen","10_905"
"Christen","Jeannine","16","152","Herrliberg","0","0","10","KR 2019 - Wahlkreis X, Meilen","10_905"
"Christen","Jeannine","79","153","Hombrechtikon","0","0","10","KR 2019 - Wahlkreis X, Meilen","10_905"
"Christen","Jeannine","58","154","Küsnacht","0","0","10","KR 2019 - Wahlkreis X, Meilen","10_905"
"Christen","Jeannine","56","155","Männedorf","0","0","10","KR 2019 - Wahlkreis X, Meilen","10_905"
"Christen","Jeannine","62","156","Meilen","0","0","10","KR 2019 - Wahlkreis X, Meilen","10_905"
"Christen","Jeannine","22","157","Oetwil am See","0","0","10","KR 2019 - Wahlkreis X, Meilen","10_905"
"Christen","Jeannine","58","158","Stäfa","0","0","10","KR 2019 - Wahlkreis X, Meilen","10_905"
"Christen","Jeannine","53","159","Uetikon am See","0","0","10","KR 2019 - Wahlkreis X, Meilen","10_905"
"Christen","Jeannine","18","160","Zumikon","0","0","10","KR 2019 - Wahlkreis X, Meilen","10_905"
"Christen","Jeannine","27","161","Zollikon","0","0","10","KR 2019 - Wahlkreis X, Meilen","10_905"
"Christen","Markus","5","172","Fehraltorf","0","0","13","KR 2019 - Wahlkreis XIII, Pfäffikon","13_804"
"Christen","Markus","13","173","Hittnau","0","0","13","KR 2019 - Wahlkreis XIII, Pfäffikon","13_804"
"Christen","Markus","8","176","Lindau","0","0","13","KR 2019 - Wahlkreis XIII, Pfäffikon","13_804"
"Christen","Markus","39","177","Pfäffikon","0","0","13","KR 2019 - Wahlkreis XIII, Pfäffikon","13_804"
"Christen","Markus","7","178","Russikon","0","0","13","KR 2019 - Wahlkreis XIII, Pfäffikon","13_804"
"Christen","Markus","6","180","Weisslingen","0","0","13","KR 2019 - Wahlkreis XIII, Pfäffikon","13_804"
"Christen","Markus","15","181","Wila","0","0","13","KR 2019 - Wahlkreis XIII, Pfäffikon","13_804"
"Christen","Markus","5","182","Wildberg","0","0","13","KR 2019 - Wahlkreis XIII, Pfäffikon","13_804"
"Christen","Markus","36","296","Illnau-Effretikon","0","0","13","KR 2019 - Wahlkreis XIII, Pfäffikon","13_804"
"Christen","Markus","12","297","Bauma","0","0","13","KR 2019 - Wahlkreis XIII, Pfäffikon","13_804"
"Ciullo","Cosima (Mina)","9","151","Erlenbach","0","0","10","KR 2019 - Wahlkreis X, Meilen","10_811"
"Ciullo","Cosima (Mina)","20","152","Herrliberg","0","0","10","KR 2019 - Wahlkreis X, Meilen","10_811"
"Ciullo","Cosima (Mina)","8","153","Hombrechtikon","0","0","10","KR 2019 - Wahlkreis X, Meilen","10_811"
"Ciullo","Cosima (Mina)","19","154","Küsnacht","0","0","10","KR 2019 - Wahlkreis X, Meilen","10_811"
"Ciullo","Cosima (Mina)","41","155","Männedorf","0","0","10","KR 2019 - Wahlkreis X, Meilen","10_811"
"Ciullo","Cosima (Mina)","16","156","Meilen","0","0","10","KR 2019 - Wahlkreis X, Meilen","10_811"
"Ciullo","Cosima (Mina)","3","157","Oetwil am See","0","0","10","KR 2019 - Wahlkreis X, Meilen","10_811"
"Ciullo","Cosima (Mina)","26","158","Stäfa","0","0","10","KR 2019 - Wahlkreis X, Meilen","10_811"
"Ciullo","Cosima (Mina)","14","159","Uetikon am See","0","0","10","KR 2019 - Wahlkreis X, Meilen","10_811"
"Ciullo","Cosima (Mina)","9","160","Zumikon","0","0","10","KR 2019 - Wahlkreis X, Meilen","10_811"
"Ciullo","Cosima (Mina)","16","161","Zollikon","0","0","10","KR 2019 - Wahlkreis X, Meilen","10_811"
"Claude","Pascal","867","20261","Zürich, Kreis 3","0","0","2","KR 2019 - Wahlkreis II, Stadt Zürich 3+9","2_811"
"Claude","Pascal","389","60261","Zürich, Kreis 9","0","0","2","KR 2019 - Wahlkreis II, Stadt Zürich 3+9","2_811"
"Clerc","Mathilde","111","20261","Zürich, Kreis 3","0","0","2","KR 2019 - Wahlkreis II, Stadt Zürich 3+9","2_712"
"Clerc","Mathilde","238","60261","Zürich, Kreis 9","0","0","2","KR 2019 - Wahlkreis II, Stadt Zürich 3+9","2_712"
"Clerc","Frédéric","170","51","Bachenbülach","0","0","17","KR 2019 - Wahlkreis XVII, Bülach","17_312"
"Clerc","Frédéric","272","52","Bassersdorf","0","0","17","KR 2019 - Wahlkreis XVII, Bülach","17_312"
"Clerc","Frédéric","489","53","Bülach","0","0","17","KR 2019 - Wahlkreis XVII, Bülach","17_312"
"Clerc","Frédéric","201","54","Dietlikon","0","0","17","KR 2019 - Wahlkreis XVII, Bülach","17_312"
"Clerc","Frédéric","128","55","Eglisau","0","0","17","KR 2019 - Wahlkreis XVII, Bülach","17_312"
"Clerc","Frédéric","151","56","Embrach","0","0","17","KR 2019 - Wahlkreis XVII, Bülach","17_312"
"Clerc","Frédéric","45","57","Freienstein-Teufen","0","0","17","KR 2019 - Wahlkreis XVII, Bülach","17_312"
"Clerc","Frédéric","72","58","Glattfelden","0","0","17","KR 2019 - Wahlkreis XVII, Bülach","17_312"
"Clerc","Frédéric","42","59","Hochfelden","0","0","17","KR 2019 - Wahlkreis XVII, Bülach","17_312"
"Clerc","Frédéric","24","60","Höri","0","0","17","KR 2019 - Wahlkreis XVII, Bülach","17_312"
"Clerc","Frédéric","24","61","Hüntwangen","0","0","17","KR 2019 - Wahlkreis XVII, Bülach","17_312"
"Clerc","Frédéric","270","62","Kloten","0","0","17","KR 2019 - Wahlkreis XVII, Bülach","17_312"
"Clerc","Frédéric","59","63","Lufingen","0","0","17","KR 2019 - Wahlkreis XVII, Bülach","17_312"
"Clerc","Frédéric","187","64","Nürensdorf","0","0","17","KR 2019 - Wahlkreis XVII, Bülach","17_312"
"Clerc","Frédéric","29","65","Oberembrach","0","0","17","KR 2019 - Wahlkreis XVII, Bülach","17_312"
"Clerc","Frédéric","236","66","Opfikon","0","0","17","KR 2019 - Wahlkreis XVII, Bülach","17_312"
"Clerc","Frédéric","96","67","Rafz","0","0","17","KR 2019 - Wahlkreis XVII, Bülach","17_312"
"Clerc","Frédéric","38","68","Rorbas","0","0","17","KR 2019 - Wahlkreis XVII, Bülach","17_312"
"Clerc","Frédéric","457","69","Wallisellen","0","0","17","KR 2019 - Wahlkreis XVII, Bülach","17_312"
"Clerc","Frédéric","8","70","Wasterkingen","0","0","17","KR 2019 - Wahlkreis XVII, Bülach","17_312"
"Clerc","Frédéric","45","71","Wil","0","0","17","KR 2019 - Wahlkreis XVII, Bülach","17_312"
"Clerc","Frédéric","230","72","Winkel","0","0","17","KR 2019 - Wahlkreis XVII, Bülach","17_312"
"Clesle","Hanspeter","237","131","Adliswil","0","0","9","KR 2019 - Wahlkreis IX, Horgen","9_704"
"Clesle","Hanspeter","36","135","Kilchberg","0","0","9","KR 2019 - Wahlkreis IX, Horgen","9_704"
"Clesle","Hanspeter","39","136","Langnau am Albis","0","0","9","KR 2019 - Wahlkreis IX, Horgen","9_704"
"Clesle","Hanspeter","61","137","Oberrieden","0","0","9","KR 2019 - Wahlkreis IX, Horgen","9_704"
"Clesle","Hanspeter","91","138","Richterswil","0","0","9","KR 2019 - Wahlkreis IX, Horgen","9_704"
"Clesle","Hanspeter","33","139","Rüschlikon","0","0","9","KR 2019 - Wahlkreis IX, Horgen","9_704"
"Clesle","Hanspeter","137","141","Thalwil","0","0","9","KR 2019 - Wahlkreis IX, Horgen","9_704"
"Clesle","Hanspeter","324","293","Wädenswil","0","0","9","KR 2019 - Wahlkreis IX, Horgen","9_704"
"Clesle","Hanspeter","128","295","Horgen","0","0","9","KR 2019 - Wahlkreis IX, Horgen","9_704"
"Columberg","Leandra","783","191","Dübendorf","0","1","12","KR 2019 - Wahlkreis XII, Uster","12_204"
"Columberg","Leandra","265","192","Egg","0","1","12","KR 2019 - Wahlkreis XII, Uster","12_204"
"Columberg","Leandra","268","193","Fällanden","0","1","12","KR 2019 - Wahlkreis XII, Uster","12_204"
"Columberg","Leandra","246","194","Greifensee","0","1","12","KR 2019 - Wahlkreis XII, Uster","12_204"
"Columberg","Leandra","333","195","Maur","0","1","12","KR 2019 - Wahlkreis XII, Uster","12_204"
"Columberg","Leandra","194","196","Mönchaltorf","0","1","12","KR 2019 - Wahlkreis XII, Uster","12_204"
"Columberg","Leandra","158","197","Schwerzenbach","0","1","12","KR 2019 - Wahlkreis XII, Uster","12_204"
"Columberg","Leandra","1682","198","Uster","0","1","12","KR 2019 - Wahlkreis XII, Uster","12_204"
"Columberg","Leandra","371","199","Volketswil","0","1","12","KR 2019 - Wahlkreis XII, Uster","12_204"
"Columberg","Leandra","166","200","Wangen-Brüttisellen","0","1","12","KR 2019 - Wahlkreis XII, Uster","12_204"
"Cometta-Müller","Katrin","1145","10230","Winterthur Altstadt","0","1","14","KR 2019 - Wahlkreis XIV, Stadt Winterthur","14_402"
"Cometta-Müller","Katrin","696","20230","Winterthur O'Winterthur","0","1","14","KR 2019 - Wahlkreis XIV, Stadt Winterthur","14_402"
"Cometta-Müller","Katrin","687","30230","Winterthur Seen","0","1","14","KR 2019 - Wahlkreis XIV, Stadt Winterthur","14_402"
"Cometta-Müller","Katrin","214","40230","Winterthur Töss","0","1","14","KR 2019 - Wahlkreis XIV, Stadt Winterthur","14_402"
"Cometta-Müller","Katrin","623","50230","Winterthur Veltheim","0","1","14","KR 2019 - Wahlkreis XIV, Stadt Winterthur","14_402"
"Cometta-Müller","Katrin","454","60230","Winterthur Wülflingen","0","1","14","KR 2019 - Wahlkreis XIV, Stadt Winterthur","14_402"
"Cometta-Müller","Katrin","369","70230","Winterthur Mattenbach","0","1","14","KR 2019 - Wahlkreis XIV, Stadt Winterthur","14_402"
"Compagnoni","Karin","8","81","Bachs","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_406"
"Compagnoni","Karin","75","82","Boppelsen","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_406"
"Compagnoni","Karin","122","83","Buchs","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_406"
"Compagnoni","Karin","96","84","Dällikon","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_406"
"Compagnoni","Karin","71","85","Dänikon","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_406"
"Compagnoni","Karin","66","86","Dielsdorf","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_406"
"Compagnoni","Karin","23","87","Hüttikon","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_406"
"Compagnoni","Karin","85","88","Neerach","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_406"
"Compagnoni","Karin","62","89","Niederglatt","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_406"
"Compagnoni","Karin","168","90","Niederhasli","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_406"
"Compagnoni","Karin","76","91","Niederweningen","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_406"
"Compagnoni","Karin","62","92","Oberglatt","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_406"
"Compagnoni","Karin","45","93","Oberweningen","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_406"
"Compagnoni","Karin","119","94","Otelfingen","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_406"
"Compagnoni","Karin","27","95","Regensberg","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_406"
"Compagnoni","Karin","317","96","Regensdorf","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_406"
"Compagnoni","Karin","93","97","Rümlang","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_406"
"Compagnoni","Karin","20","98","Schleinikon","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_406"
"Compagnoni","Karin","54","99","Schöfflisdorf","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_406"
"Compagnoni","Karin","33","100","Stadel","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_406"
"Compagnoni","Karin","81","101","Steinmaur","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_406"
"Compagnoni","Karin","15","102","Weiach","0","0","18","KR 2019 - Wahlkreis XVIII, Dielsdorf","18_406"
"Conrad","Brigitte","8","1","Aeugst am Albis","0","0","8","KR 2019 - Wahlkreis VIII, Affoltern","8_903"
"Conrad","Brigitte","29","2","Affoltern am Albis","0","0","8","KR 2019 - Wahlkreis VIII, Affoltern","8_903"
"Conrad","Brigitte","6","3","Bonstetten","0","0","8","KR 2019 - Wahlkreis VIII, Affoltern","8_903"
"Conrad","Brigitte","6","4","Hausen am Albis","0","0","8","KR 2019 - Wahlkreis VIII, Affoltern","8_903"
"Conrad","Brigitte","8","5","Hedingen","0","0","8","KR 2019 - Wahlkreis VIII, Affoltern","8_903"
"Conrad","Brigitte","2","6","Kappel am Albis","0","0","8","KR 2019 - Wahlkreis VIII, Affoltern","8_903"
"Conrad","Brigitte","8","7","Knonau","0","0","8","KR 2019 - Wahlkreis VIII, Affoltern","8_903"
"Conrad","Brigitte","4","8","Maschwanden","0","0","8","KR 2019 - Wahlkreis VIII, Affoltern","8_903"
"Conrad","Brigitte","22","9","Mettmenstetten","0","0","8","KR 2019 - Wahlkreis VIII, Affoltern","8_903"
"Conrad","Brigitte","7","10","Obfelden","0","0","8","KR 2019 - Wahlkreis VIII, Affoltern","8_903"
"Conrad","Brigitte","15","11","Ottenbach","0","0","8","KR 2019 - Wahlkreis VIII, Affoltern","8_903"
"Conrad","Brigitte","3","12","Rifferswil","0","0","8","KR 2019 - Wahlkreis VIII, Affoltern","8_903"
"Conrad","Brigitte","14","13","Stallikon","0","0","8","KR 2019 - Wahlkreis VIII, Affoltern","8_903"
"Conrad","Brigitte","21","14","Wettswil am Albis","0","0","8","KR 2019 - Wahlkreis VIII, Affoltern","8_903"
"Conrad","Armando","19","111","Bäretswil","0","0","11","KR 2019 - Wahlkreis XI, Hinwil","11_904"
"Conrad","Armando","36","112","Bubikon","0","0","11","KR 2019 - Wahlkreis XI, Hinwil","11_904"
"Conrad","Armando","24","113","Dürnten","0","0","11","KR 2019 - Wahlkreis XI, Hinwil","11_904"
"Conrad","Armando","6","114","Fischenthal","0","0","11","KR 2019 - Wahlkreis XI, Hinwil","11_904"
"Conrad","Armando","47","115","Gossau","0","0","11","KR 2019 - Wahlkreis XI, Hinwil","11_904"
"Conrad","Armando","28","116","Grüningen","0","0","11","KR 2019 - Wahlkreis XI, Hinwil","11_904"
"Conrad","Armando","26","117","Hinwil","0","0","11","KR 2019 - Wahlkreis XI, Hinwil","11_904"
"Conrad","Armando","24","118","Rüti","0","0","11","KR 2019 - Wahlkreis XI, Hinwil","11_904"
"Conrad","Armando","7","119","Seegräben","0","0","11","KR 2019 - Wahlkreis XI, Hinwil","11_904"
"Conrad","Armando","30","120","Wald","0","0","11","KR 2019 - Wahlkreis XI, Hinwil","11_904"
"Conrad","Armando","68","121","Wetzikon","0","0","11","KR 2019 - Wahlkreis XI, Hinwil","11_904"
"Conrad","Manuel","5","21","Adlikon","0","0","16","KR 2019 - Wahlkreis XVI, Andelfingen","16_903"
"Conrad","Manuel","5","22","Benken","0","0","16","KR 2019 - Wahlkreis XVI, Andelfingen","16_903"
"Conrad","Manuel","6","23","Berg am Irchel","0","0","16","KR 2019 - Wahlkreis XVI, Andelfingen","16_903"
"Conrad","Manuel","7","24","Buch am Irchel","0","0","16","KR 2019 - Wahlkreis XVI, Andelfingen","16_903"
"Conrad","Manuel","5","25","Dachsen","0","0","16","KR 2019 - Wahlkreis XVI, Andelfingen","16_903"
"Conrad","Manuel","3","26","Dorf","0","0","16","KR 2019 - Wahlkreis XVI, Andelfingen","16_903"
"Conrad","Manuel","12","27","Feuerthalen","0","0","16","KR 2019 - Wahlkreis XVI, Andelfingen","16_903"
"Conrad","Manuel","4","28","Flaach","0","0","16","KR 2019 - Wahlkreis XVI, Andelfingen","16_903"
"Conrad","Manuel","4","29","Flurlingen","0","0","16","KR 2019 - Wahlkreis XVI, Andelfingen","16_903"
"Conrad","Manuel","35","30","Andelfingen","0","0","16","KR 2019 - Wahlkreis XVI, Andelfingen","16_903"
"Conrad","Manuel","12","31","Henggart","0","0","16","KR 2019 - Wahlkreis XVI, Andelfingen","16_903"
"Conrad","Manuel","9","32","Humlikon","0","0","16","KR 2019 - Wahlkreis XVI, Andelfingen","16_903"
"Conrad","Manuel","43","33","Kleinandelfingen","0","0","16","KR 2019 - Wahlkreis XVI, Andelfingen","16_903"
"Conrad","Manuel","6","34","Laufen-Uhwiesen","0","0","16","KR 2019 - Wahlkreis XVI, Andelfingen","16_903"
"Conrad","Manuel","17","35","Marthalen","0","0","16","KR 2019 - Wahlkreis XVI, Andelfingen","16_903"
"Conrad","Manuel","11","37","Ossingen","0","0","16","KR 2019 - Wahlkreis XVI, Andelfingen","16_903"
"Conrad","Manuel","6","38","Rheinau","0","0","16","KR 2019 - Wahlkreis XVI, Andelfingen","16_903"
"Conrad","Manuel","6","39","Thalheim an der Thur","0","0","16","KR 2019 - Wahlkreis XVI, Andelfingen","16_903"
"Conrad","Manuel","24","40","Trüllikon","0","0","16","KR 2019 - Wahlkreis XVI, Andelfingen","16_903"
"Conrad","Manuel","4","41","Truttikon","0","0","16","KR 2019 - Wahlkreis XVI, Andelfingen","16_903"
"Conrad","Manuel","0","43","Volken","0","0","16","KR 2019 - Wahlkreis XVI, Andelfingen","16_903"
"Conrad","Manuel","17","292","Stammheim","0","0","16","KR 2019 - Wahlkreis XVI, Andelfingen","16_903"
"Croci","Julian Andrea","432","191","Dübendorf","0","0","12","KR 2019 - Wahlkreis XII, Uster","12_502"
"Croci","Julian Andrea","214","192","Egg","0","0","12","KR 2019 - Wahlkreis XII, Uster","12_502"
"Croci","Julian Andrea","178","193","Fällanden","0","0","12","KR 2019 - Wahlkreis XII, Uster","12_502"
"Croci","Julian Andrea","155","194","Greifensee","0","0","12","KR 2019 - Wahlkreis XII, Uster","12_502"
"Croci","Julian Andrea","191","195","Maur","0","0","12","KR 2019 - Wahlkreis XII, Uster","12_502"
"Croci","Julian Andrea","110","196","Mönchaltorf","0","0","12","KR 2019 - Wahlkreis XII, Uster","12_502"
"Croci","Julian Andrea","100","197","Schwerzenbach","0","0","12","KR 2019 - Wahlkreis XII, Uster","12_502"
"Croci","Julian Andrea","1147","198","Uster","0","0","12","KR 2019 - Wahlkreis XII, Uster","12_502"
"Croci","Julian Andrea","194","199","Volketswil","0","0","12","KR 2019 - Wahlkreis XII, Uster","12_502"
"Croci","Julian Andrea","100","200","Wangen-Brüttisellen","0","0","12","KR 2019 - Wahlkreis XII, Uster","12_502"
"Croci-Geiger","Enrico (Rico)","126","111","Bäretswil","0","0","11","KR 2019 - Wahlkreis XI, Hinwil","11_502"
"Croci-Geiger","Enrico (Rico)","244","112","Bubikon","0","0","11","KR 2019 - Wahlkreis XI, Hinwil","11_502"
"Croci-Geiger","Enrico (Rico)","142","113","Dürnten","0","0","11","KR 2019 - Wahlkreis XI, Hinwil","11_502"
"Croci-Geiger","Enrico (Rico)","53","114","Fischenthal","0","0","11","KR 2019 - Wahlkreis XI, Hinwil","11_502"
"Croci-Geiger","Enrico (Rico)","201","115","Gossau","0","0","11","KR 2019 - Wahlkreis XI, Hinwil","11_502"
"Croci-Geiger","Enrico (Rico)","113","116","Grüningen","0","0","11","KR 2019 - Wahlkreis XI, Hinwil","11_502"
"Croci-Geiger","Enrico (Rico)","281","117","Hinwil","0","0","11","KR 2019 - Wahlkreis XI, Hinwil","11_502"
"Croci-Geiger","Enrico (Rico)","236","118","Rüti","0","0","11","KR 2019 - Wahlkreis XI, Hinwil","11_502"
"Croci-Geiger","Enrico (Rico)","61","119","Seegräben","0","0","11","KR 2019 - Wahlkreis XI, Hinwil","11_502"
"Croci-Geiger","Enrico (Rico)","475","120","Wald","0","0","11","KR 2019 - Wahlkreis XI, Hinwil","11_502"
"Croci-Geiger","Enrico (Rico)","671","121","Wetzikon","0","0","11","KR 2019 - Wahlkreis XI, Hinwil","11_502"
"Cryer","Katharina","7","211","Altikon","0","0","15","KR 2019 - Wahlkreis XV, Winterthur-Land","15_702"
"Cryer","Katharina","13","213","Brütten","0","0","15","KR 2019 - Wahlkreis XV, Winterthur-Land","15_702"
"Cryer","Katharina","77","214","Dägerlen","0","0","15","KR 2019 - Wahlkreis XV, Winterthur-Land","15_702"
"Cryer","Katharina","9","215","Dättlikon","0","0","15","KR 2019 - Wahlkreis XV, Winterthur-Land","15_702"
"Cryer","Katharina","29","216","Dinhard","0","0","15","KR 2019 - Wahlkreis XV, Winterthur-Land","15_702"
"Cryer","Katharina","8","218","Ellikon a.d.Thur","0","0","15","KR 2019 - Wahlkreis XV, Winterthur-Land","15_702"
"Cryer","Katharina","36","219","Elsau","0","0","15","KR 2019 - Wahlkreis XV, Winterthur-Land","15_702"
"Cryer","Katharina","7","220","Hagenbuch","0","0","15","KR 2019 - Wahlkreis XV, Winterthur-Land","15_702"
"Cryer","Katharina","105","221","Hettlingen","0","0","15","KR 2019 - Wahlkreis XV, Winterthur-Land","15_702"
"Cryer","Katharina","76","223","Neftenbach","0","0","15","KR 2019 - Wahlkreis XV, Winterthur-Land","15_702"
"Cryer","Katharina","24","224","Pfungen","0","0","15","KR 2019 - Wahlkreis XV, Winterthur-Land","15_702"
"Cryer","Katharina","51","225","Rickenbach","0","0","15","KR 2019 - Wahlkreis XV, Winterthur-Land","15_702"
"Cryer","Katharina","15","226","Schlatt","0","0","15","KR 2019 - Wahlkreis XV, Winterthur-Land","15_702"
"Cryer","Katharina","167","227","Seuzach","0","0","15","KR 2019 - Wahlkreis XV, Winterthur-Land","15_702"
"Cryer","Katharina","85","228","Turbenthal","0","0","15","KR 2019 - Wahlkreis XV, Winterthur-Land","15_702"
"Cryer","Katharina","159","231","Zell","0","0","15","KR 2019 - Wahlkreis XV, Winterthur-Land","15_702"
"Cryer","Katharina","58","294","Elgg","0","0","15","KR 2019 - Wahlkreis XV, Winterthur-Land","15_702"
"Cryer","Katharina","126","298","Wiesendangen","0","0","15","KR 2019 - Wahlkreis XV, Winterthur-Land","15_702"
"Cuhsmann","Andreas Günther","73","172","Fehraltorf","0","0","13","KR 2019 - Wahlkreis XIII, Pfäffikon","13_901"
"Cuhsmann","Andreas Günther","41","173","Hittnau","0","0","13","KR 2019 - Wahlkreis XIII, Pfäffikon","13_901"
"Cuhsmann","Andreas Günther","56","176","Lindau","0","0","13","KR 2019 - Wahlkreis XIII, Pfäffikon","13_901"
"Cuhsmann","Andreas Günther","61","177","Pfäffikon","0","0","13","KR 2019 - Wahlkreis XIII, Pfäffikon","13_901"
"Cuhsmann","Andreas Günther","42","178","Russikon","0","0","13","KR 2019 - Wahlkreis XIII, Pfäffikon","13_901"
