"far_id","attr_value_id"
785,94
786,3
786,4
786,94
787,1
787,5
787,94
788,2
788,5
788,94
789,3
789,5
789,94
790,1
790,6
790,94
791,2
791,6
791,94
792,3
792,6
792,94
793,1
793,4
793,95
794,2
794,4
794,95
795,3
795,4
795,95
796,1
796,5
796,95
797,2
797,5
797,95
798,3
798,5
798,95
799,1
799,6
799,95
800,2
800,6
800,95
801,3
801,6
801,95
802,1
802,4
802,96
803,2
803,4
803,96
804,3
804,4
804,96
805,1
805,5
805,96
806,2
806,5
806,96
807,3
807,5
807,96
808,1
808,6
808,96
809,2
809,6
809,96
810,3
810,6
810,96
811,1
811,4
811,97
812,2
812,4
812,97
813,3
813,4
813,97
814,1
814,5
814,97
815,2
815,5
815,97
816,3
816,5
816,97
817,1
817,6
817,97
818,2
818,6
818,97
819,3
819,6
819,97
820,1
820,4
820,98
821,2
821,4
821,98
822,3
822,4
822,98
823,1
823,5
823,98
824,2
824,5
824,98
825,3
825,5
825,98
826,1
826,6
826,98
827,2
827,6
827,98
828,3
828,6
828,98
829,1
829,4
829,99
830,2
830,4
830,99
831,3
831,4
831,99
832,1
832,5
832,99
833,2
833,5
833,99
834,3
834,5
834,99
835,1
835,6
835,99
836,2
836,6
836,99
837,3
837,6
837,99
838,1
838,4
838,100
839,2
839,4
839,100
840,3
840,4
840,100
841,1
841,5
841,100
842,2
842,5
842,100
843,3
843,5
843,100
844,1
844,6
844,100
845,2
845,6
845,100
846,3
846,6
846,100
847,1
847,4
847,101
848,2
848,4
848,101
849,3
849,4
849,101
850,1
850,5
850,101
851,2
851,5
851,101
852,3
852,5
852,101
853,1
853,6
853,101
854,2
854,6
854,101
855,3
855,6
855,101
856,1
856,4
856,102
857,2
857,4
857,102
858,3
858,4
858,102
859,1
859,5
859,102
860,2
860,5
860,102
861,3
861,5
861,102
862,1
862,6
862,102
863,2
863,6
863,102
864,3
864,6
864,102
865,1
865,4
865,103
866,2
866,4
866,103
867,3
867,4
867,103
868,1
868,5
868,103
869,2
869,5
869,103
870,3
870,5
870,103
871,1
871,6
871,103
872,2
872,6
872,103
873,3
873,6
873,103
874,1
874,4
874,104
875,2
875,4
875,104
876,3
876,4
876,104
877,1
877,5
877,104
878,2
878,5
878,104
879,3
879,5
879,104
880,1
880,6
880,104
881,2
881,6
881,104
882,3
882,6
882,104
883,1
883,4
883,105
884,2
884,4
884,105
885,3
885,4
885,105
886,1
886,5
886,105
887,2
887,5
887,105
888,3
888,5
888,105
889,1
889,6
889,105
890,2
890,6
890,105
891,3
891,6
891,105
892,1
892,4
892,106
893,2
893,4
893,106
894,3
894,4
894,106
895,1
895,5
895,106
896,2
896,5
896,106
897,3
897,5
897,106
898,1
898,6
898,106
899,2
899,6
899,106
900,3
900,6
900,106
901,1
901,4
901,107
902,2
902,4
902,107
903,3
903,4
903,107
904,1
904,5
904,107
905,2
905,5
905,107
906,3
906,5
906,107
907,1
907,6
907,107
908,2
908,6
908,107
909,3
909,6
909,107
910,1
910,4
910,108
911,2
911,4
911,108
912,3
912,4
912,108
913,1
913,5
913,108
914,2
914,5
914,108
915,3
915,5
915,108
916,1
916,6
916,108
917,2
917,6
917,108
918,3
918,6
918,108
919,1
919,4
919,109
920,2
920,4
920,109
921,3
921,4
921,109
922,1
922,5
922,109
923,2
923,5
923,109
924,3
924,5
924,109
925,1
925,6
925,109
926,2
926,6
926,109
927,3
927,6
927,109
928,1
928,4
928,110
929,2
929,4
929,110
930,3
930,4
930,110
931,1
931,5
931,110
932,2
932,5
932,110
933,3
933,5
933,110
934,1
934,6
934,110
935,2
935,6
935,110
936,3
936,6
936,110
937,1
937,4
937,111
938,2
938,4
938,111
939,3
939,4
939,111
940,1
940,5
940,111
941,2
941,5
941,111
942,3
942,5
942,111
943,1
943,6
943,111
944,2
944,6
944,111
945,3
945,6
945,111
946,1
946,4
946,112
947,2
947,4
947,112
948,3
948,4
948,112
949,1
949,5
949,112
950,2
950,5
950,112
951,3
951,5
951,112
952,1
952,6
952,112
953,2
953,6
953,112
954,3
954,6
954,112
955,1
955,4
955,113
956,2
956,4
956,113
957,3
957,4
957,113
958,1
958,5
958,113
959,2
959,5
959,113
960,3
960,5
960,113
961,1
961,6
961,113
962,2
962,6
962,113
963,3
963,6
963,113
964,114
965,115
966,116
967,117
968,1
968,114
969,2
969,114
970,3
970,114
971,1
971,115
972,2
972,115
973,3
973,115
974,1
974,116
975,2
975,116
976,3
976,116
977,1
977,117
978,2
978,117
979,3
979,117
