"spatialunit_ontology","spatialunit_hist_id","spatialunit_current_id","spatialunit_name_de","spatialunit_name_fr","spatialunit_name_it","spatialunit_name_en","valid_from","valid_until","canton_hist_id","district_hist_id"
"A.ADM3",13412,584,"Lauterbrunnen","Lauterbrunnen","Lauterbrunnen","Lauterbrunnen","01.01.1979","31.12.2009",2,10214
"A.ADM3",13413,585,"Leissigen","Leissigen","Leissigen","Leissigen","01.01.1979","31.12.2009",2,10214
"A.ADM3",13414,586,"Lütschental","Lütschental","Lütschental","Lütschental","01.01.1979","31.12.2009",2,10214
"A.ADM3",13415,587,"Matten bei Interlaken","Matten bei Interlaken","Matten bei Interlaken","Matten bei Interlaken","01.01.1979","31.12.2009",2,10214
"A.ADM3",13416,588,"Niederried bei Interlaken","Niederried bei Interlaken","Niederried bei Interlaken","Niederried bei Interlaken","01.01.1979","31.12.2009",2,10214
"A.ADM3",13417,589,"Oberried am Brienzersee","Oberried am Brienzersee","Oberried am Brienzersee","Oberried am Brienzersee","01.01.1979","31.12.2009",2,10214
"A.ADM3",13418,590,"Ringgenberg (BE)","Ringgenberg (BE)","Ringgenberg (BE)","Ringgenberg (BE)","01.01.1979","31.12.2009",2,10214
"A.ADM3",13419,591,"Saxeten","Saxeten","Saxeten","Saxeten","01.01.1979","31.12.2009",2,10214
"A.ADM3",13420,592,"Schwanden bei Brienz","Schwanden bei Brienz","Schwanden bei Brienz","Schwanden bei Brienz","01.01.1979","31.12.2009",2,10214
"A.ADM3",13421,593,"Unterseen","Unterseen","Unterseen","Unterseen","01.01.1979","31.12.2009",2,10214
"A.ADM3",13422,594,"Wilderswil","Wilderswil","Wilderswil","Wilderswil","01.01.1979","31.12.2009",2,10214
"A.ADM3",13423,601,"Aeschlen","Aeschlen","Aeschlen","Aeschlen","01.01.1979","31.12.2009",2,10213
"A.ADM3",13424,602,"Arni","Arni","Arni","Arni","01.01.1979","31.12.1982",2,10213
"A.ADM3",13425,603,"Biglen","Biglen","Biglen","Biglen","01.01.1979","31.12.2009",2,10213
"A.ADM3",13426,604,"Bleiken bei Oberdiessbach","Bleiken bei Oberdiessbach","Bleiken bei Oberdiessbach","Bleiken bei Oberdiessbach","01.01.1979","31.12.2009",2,10213
"A.ADM3",13427,605,"Bowil","Bowil","Bowil","Bowil","01.01.1979","31.12.2009",2,10213
"A.ADM3",13428,606,"Brenzikofen","Brenzikofen","Brenzikofen","Brenzikofen","01.01.1979","31.12.2009",2,10213
"A.ADM3",13429,607,"Freimettigen","Freimettigen","Freimettigen","Freimettigen","01.01.1979","31.12.2009",2,10213
"A.ADM3",13430,608,"Grosshöchstetten","Grosshöchstetten","Grosshöchstetten","Grosshöchstetten","01.01.1979","31.12.2009",2,10213
"A.ADM3",13431,609,"Häutligen","Häutligen","Häutligen","Häutligen","01.01.1979","31.12.2009",2,10213
"A.ADM3",13432,610,"Herbligen","Herbligen","Herbligen","Herbligen","01.01.1979","31.12.2009",2,10213
"A.ADM3",13433,611,"Kiesen","Kiesen","Kiesen","Kiesen","01.01.1979","31.12.2009",2,10213
"A.ADM3",13434,612,"Konolfingen","Konolfingen","Konolfingen","Konolfingen","01.01.1979","31.12.2009",2,10213
"A.ADM3",13435,613,"Landiswil","Landiswil","Landiswil","Landiswil","01.01.1979","31.12.2009",2,10213
"A.ADM3",13436,614,"Linden","Linden","Linden","Linden","01.01.1979","31.12.2009",2,10213
"A.ADM3",13437,615,"Mirchel","Mirchel","Mirchel","Mirchel","01.01.1979","31.12.2009",2,10213
"A.ADM3",13438,616,"Münsingen","Münsingen","Münsingen","Münsingen","01.01.1979","31.12.2009",2,10213
"A.ADM3",13439,617,"Niederhünigen","Niederhünigen","Niederhünigen","Niederhünigen","01.01.1979","31.12.2009",2,10213
"A.ADM3",13440,618,"Niederwichtrach","Niederwichtrach","Niederwichtrach","Niederwichtrach","01.01.1979","31.12.2003",2,10213
"A.ADM3",13441,619,"Oberdiessbach","Oberdiessbach","Oberdiessbach","Oberdiessbach","01.01.1979","31.12.2009",2,10213
"A.ADM3",13442,620,"Oberthal","Oberthal","Oberthal","Oberthal","01.01.1979","31.12.2009",2,10213
"A.ADM3",13443,621,"Oberwichtrach","Oberwichtrach","Oberwichtrach","Oberwichtrach","01.01.1979","31.12.2003",2,10213
"A.ADM3",13444,622,"Oppligen","Oppligen","Oppligen","Oppligen","01.01.1979","31.12.2009",2,10213
"A.ADM3",13445,623,"Rubigen","Rubigen","Rubigen","Rubigen","01.01.1979","31.12.1992",2,10213
"A.ADM3",13446,624,"Schlosswil","Schlosswil","Schlosswil","Schlosswil","01.01.1979","31.12.1979",2,10213
"A.ADM3",13447,625,"Tägertschi","Tägertschi","Tägertschi","Tägertschi","01.01.1979","31.12.2009",2,10213
"A.ADM3",13448,626,"Walkringen","Walkringen","Walkringen","Walkringen","01.01.1979","31.12.2009",2,10213
"A.ADM3",13449,627,"Worb","Worb","Worb","Worb","01.01.1979","31.12.2009",2,10213
"A.ADM3",13450,628,"Zäziwil","Zäziwil","Zäziwil","Zäziwil","01.01.1979","31.12.2009",2,10213
"A.ADM3",13451,641,"Blauen","Blauen","Blauen","Blauen","01.01.1979","31.12.1993",2,10222
"A.ADM3",13452,642,"Brislach","Brislach","Brislach","Brislach","01.01.1979","31.12.1993",2,10222
"A.ADM3",13453,643,"Burg im Leimental","Burg im Leimental","Burg im Leimental","Burg im Leimental","01.01.1979","31.12.1993",2,10222
"A.ADM3",13454,644,"Dittingen","Dittingen","Dittingen","Dittingen","01.01.1979","31.12.1993",2,10222
"A.ADM3",13455,645,"Duggingen","Duggingen","Duggingen","Duggingen","01.01.1979","31.12.1993",2,10222
"A.ADM3",13456,646,"Grellingen","Grellingen","Grellingen","Grellingen","01.01.1979","31.12.1993",2,10222
"A.ADM3",13457,647,"Laufen","Laufen","Laufen","Laufen","01.01.1979","31.12.1993",2,10222
"A.ADM3",13458,648,"Liesberg","Liesberg","Liesberg","Liesberg","01.01.1979","31.12.1993",2,10222
"A.ADM3",13459,649,"Nenzlingen","Nenzlingen","Nenzlingen","Nenzlingen","01.01.1979","31.12.1993",2,10222
"A.ADM3",13460,650,"Röschenz","Röschenz","Röschenz","Röschenz","01.01.1979","31.12.1993",2,10222
"A.ADM3",13461,651,"Wahlen","Wahlen","Wahlen","Wahlen","01.01.1979","31.12.1993",2,10222
"A.ADM3",13462,652,"Zwingen","Zwingen","Zwingen","Zwingen","01.01.1979","31.12.1993",2,10222
"A.ADM3",13463,653,"Roggenburg","Roggenburg","Roggenburg","Roggenburg","01.01.1979","31.12.1993",2,10222
"A.ADM3",13464,661,"Clavaleyres","Clavaleyres","Clavaleyres","Clavaleyres","01.01.1979","31.12.1993",2,10217
"A.ADM3",13465,662,"Ferenbalm","Ferenbalm","Ferenbalm","Ferenbalm","01.01.1979","31.12.1993",2,10217
"A.ADM3",13466,663,"Frauenkappelen","Frauenkappelen","Frauenkappelen","Frauenkappelen","01.01.1979","31.12.1993",2,10217
"A.ADM3",13467,664,"Golaten","Golaten","Golaten","Golaten","01.01.1979","31.12.1993",2,10217
"A.ADM3",13468,665,"Gurbrü","Gurbrü","Gurbrü","Gurbrü","01.01.1979","31.12.1993",2,10217
"A.ADM3",13469,666,"Kriechenwil","Kriechenwil","Kriechenwil","Kriechenwil","01.01.1979","31.12.1993",2,10217
"A.ADM3",13470,667,"Laupen","Laupen","Laupen","Laupen","01.01.1979","31.12.1993",2,10217
"A.ADM3",13471,668,"Mühleberg","Mühleberg","Mühleberg","Mühleberg","01.01.1979","31.12.1993",2,10217
"A.ADM3",13472,669,"Münchenwiler","Münchenwiler","Münchenwiler","Münchenwiler","01.01.1979","31.12.1993",2,10217
"A.ADM3",13473,670,"Neuenegg","Neuenegg","Neuenegg","Neuenegg","01.01.1979","31.12.1993",2,10217
"A.ADM3",13474,671,"Wileroltigen","Wileroltigen","Wileroltigen","Wileroltigen","01.01.1979","31.12.1993",2,10217
"A.ADM3",13475,681,"Belprahon","Belprahon","Belprahon","Belprahon","01.01.1979","31.12.1993",2,10207
"A.ADM3",13476,682,"Bévilard","Bévilard","Bévilard","Bévilard","01.01.1979","31.12.1993",2,10207
"A.ADM3",13477,683,"Champoz","Champoz","Champoz","Champoz","01.01.1979","31.12.1993",2,10207
"A.ADM3",13478,684,"Châtelat","Châtelat","Châtelat","Châtelat","01.01.1979","31.12.1993",2,10207
"A.ADM3",13479,687,"Corcelles (BE)","Corcelles (BE)","Corcelles (BE)","Corcelles (BE)","01.01.1979","31.12.1993",2,10207
"A.ADM3",13480,690,"Court","Court","Court","Court","01.01.1979","31.12.1993",2,10207
"A.ADM3",13481,691,"Crémines","Crémines","Crémines","Crémines","01.01.1979","31.12.1993",2,10207
"A.ADM3",13482,692,"Eschert","Eschert","Eschert","Eschert","01.01.1979","31.12.1993",2,10207
"A.ADM3",13483,694,"Grandval","Grandval","Grandval","Grandval","01.01.1979","31.12.1993",2,10207
"A.ADM3",13484,696,"Loveresse","Loveresse","Loveresse","Loveresse","01.01.1979","31.12.1993",2,10207
"A.ADM3",13485,697,"Malleray","Malleray","Malleray","Malleray","01.01.1979","31.12.1993",2,10207
"A.ADM3",13486,699,"Monible","Monible","Monible","Monible","01.01.1979","31.12.1993",2,10207
"A.ADM3",13487,700,"Moutier","Moutier","Moutier","Moutier","01.01.1979","31.12.1993",2,10207
"A.ADM3",13488,701,"Perrefitte","Perrefitte","Perrefitte","Perrefitte","01.01.1979","31.12.1993",2,10207
"A.ADM3",13489,702,"Pontenet","Pontenet","Pontenet","Pontenet","01.01.1979","31.12.1993",2,10207
"A.ADM3",13490,703,"Reconvilier","Reconvilier","Reconvilier","Reconvilier","01.01.1979","31.12.1993",2,10207
"A.ADM3",13491,704,"Roches (BE)","Roches (BE)","Roches (BE)","Roches (BE)","01.01.1979","31.12.1993",2,10207
"A.ADM3",13492,706,"Saicourt","Saicourt","Saicourt","Saicourt","01.01.1979","31.12.1993",2,10207
"A.ADM3",13493,707,"Saules (BE)","Saules (BE)","Saules (BE)","Saules (BE)","01.01.1979","31.12.1993",2,10207
"A.ADM3",13494,708,"Schelten","Schelten","Schelten","Schelten","01.01.1979","31.12.1993",2,10207
"A.ADM3",13495,709,"Seehof","Seehof","Seehof","Seehof","01.01.1979","31.12.1993",2,10207
"A.ADM3",13496,710,"Sornetan","Sornetan","Sornetan","Sornetan","01.01.1979","31.12.1993",2,10207
"A.ADM3",13497,711,"Sorvilier","Sorvilier","Sorvilier","Sorvilier","01.01.1979","31.12.1993",2,10207
"A.ADM3",13498,712,"Souboz","Souboz","Souboz","Souboz","01.01.1979","31.12.1993",2,10207
"A.ADM3",13499,713,"Tavannes","Tavannes","Tavannes","Tavannes","01.01.1979","31.12.1993",2,10207
"A.ADM3",13500,714,"Vellerat","Vellerat","Vellerat","Vellerat","01.01.1979","31.12.1993",2,10207
"A.ADM3",13501,715,"Rebévelier","Rebévelier","Rebévelier","Rebévelier","01.01.1979","31.12.1993",2,10207
"A.ADM3",13502,721,"Diesse","Diesse","Diesse","Diesse","01.01.1979","31.12.1993",2,10208
"A.ADM3",13503,722,"Lamboing","Lamboing","Lamboing","Lamboing","01.01.1979","31.12.1993",2,10208
"A.ADM3",13504,723,"La Neuveville","La Neuveville","La Neuveville","La Neuveville","01.01.1979","31.12.1993",2,10208
"A.ADM3",13505,724,"Nods","Nods","Nods","Nods","01.01.1979","31.12.1993",2,10208
"A.ADM3",13506,725,"Prêles","Prêles","Prêles","Prêles","01.01.1979","31.12.1993",2,10208
"A.ADM3",13507,731,"Aegerten","Aegerten","Aegerten","Aegerten","01.01.1979","31.12.1993",2,10209
"A.ADM3",13508,732,"Bellmund","Bellmund","Bellmund","Bellmund","01.01.1979","31.12.1993",2,10209
"A.ADM3",13509,733,"Brügg","Brügg","Brügg","Brügg","01.01.1979","31.12.1993",2,10209
"A.ADM3",13510,734,"Bühl","Bühl","Bühl","Bühl","01.01.1979","31.12.1993",2,10209
"A.ADM3",13511,735,"Epsach","Epsach","Epsach","Epsach","01.01.1979","31.12.1993",2,10209
"A.ADM3",13512,736,"Hagneck","Hagneck","Hagneck","Hagneck","01.01.1979","31.12.1993",2,10209
"A.ADM3",13513,737,"Hermrigen","Hermrigen","Hermrigen","Hermrigen","01.01.1979","31.12.1993",2,10209
"A.ADM3",13514,738,"Jens","Jens","Jens","Jens","01.01.1979","31.12.1993",2,10209
"A.ADM3",13515,739,"Ipsach","Ipsach","Ipsach","Ipsach","01.01.1979","31.12.1993",2,10209
"A.ADM3",13516,740,"Ligerz","Ligerz","Ligerz","Ligerz","01.01.1979","31.12.1993",2,10209
"A.ADM3",13517,741,"Merzligen","Merzligen","Merzligen","Merzligen","01.01.1979","31.12.1993",2,10209
"A.ADM3",13518,742,"Mörigen","Mörigen","Mörigen","Mörigen","01.01.1979","31.12.1993",2,10209
"A.ADM3",13519,743,"Nidau","Nidau","Nidau","Nidau","01.01.1979","31.12.1993",2,10209
"A.ADM3",13520,744,"Orpund","Orpund","Orpund","Orpund","01.01.1979","31.12.1993",2,10209
"A.ADM3",13521,745,"Port","Port","Port","Port","01.01.1979","31.12.1993",2,10209
"A.ADM3",13522,746,"Safnern","Safnern","Safnern","Safnern","01.01.1979","31.12.1993",2,10209
"A.ADM3",13523,747,"Scheuren","Scheuren","Scheuren","Scheuren","01.01.1979","31.12.1993",2,10209
"A.ADM3",13524,748,"Schwadernau","Schwadernau","Schwadernau","Schwadernau","01.01.1979","31.12.1993",2,10209
"A.ADM3",13525,749,"Studen","Studen","Studen","Studen","01.01.1979","31.12.1993",2,10209
"A.ADM3",13526,750,"Sutz-Lattrigen","Sutz-Lattrigen","Sutz-Lattrigen","Sutz-Lattrigen","01.01.1979","31.12.1993",2,10209
"A.ADM3",13527,751,"Täuffelen","Täuffelen","Täuffelen","Täuffelen","01.01.1979","31.12.1993",2,10209
"A.ADM3",13528,752,"Tüscherz-Alfermée","Tüscherz-Alfermée","Tüscherz-Alfermée","Tüscherz-Alfermée","01.01.1979","31.12.1993",2,10209
"A.ADM3",13529,753,"Twann","Twann","Twann","Twann","01.01.1979","31.12.1993",2,10209
"A.ADM3",13530,754,"Walperswil","Walperswil","Walperswil","Walperswil","01.01.1979","31.12.1993",2,10209
"A.ADM3",13531,755,"Worben","Worben","Worben","Worben","01.01.1979","31.12.1993",2,10209
"A.ADM3",13532,761,"Därstetten","Därstetten","Därstetten","Därstetten","01.01.1979","31.12.1993",2,10210
"A.ADM3",13533,762,"Diemtigen","Diemtigen","Diemtigen","Diemtigen","01.01.1979","31.12.1993",2,10210
"A.ADM3",13534,763,"Erlenbach im Simmental","Erlenbach im Simmental","Erlenbach im Simmental","Erlenbach im Simmental","01.01.1979","31.12.1993",2,10210
"A.ADM3",13535,764,"Niederstocken","Niederstocken","Niederstocken","Niederstocken","01.01.1979","31.12.1993",2,10210
"A.ADM3",13536,765,"Oberstocken","Oberstocken","Oberstocken","Oberstocken","01.01.1979","31.12.1993",2,10210
"A.ADM3",13537,766,"Oberwil im Simmental","Oberwil im Simmental","Oberwil im Simmental","Oberwil im Simmental","01.01.1979","31.12.1993",2,10210
"A.ADM3",13538,767,"Reutigen","Reutigen","Reutigen","Reutigen","01.01.1979","31.12.1993",2,10210
"A.ADM3",13539,768,"Spiez","Spiez","Spiez","Spiez","01.01.1979","31.12.1993",2,10210
"A.ADM3",13540,769,"Wimmis","Wimmis","Wimmis","Wimmis","01.01.1979","31.12.1993",2,10210
"A.ADM3",13541,781,"Gadmen","Gadmen","Gadmen","Gadmen","01.01.1979","31.12.1993",2,10211
"A.ADM3",13542,782,"Guttannen","Guttannen","Guttannen","Guttannen","01.01.1979","31.12.1993",2,10211
"A.ADM3",13543,783,"Hasliberg","Hasliberg","Hasliberg","Hasliberg","01.01.1979","31.12.1993",2,10211
"A.ADM3",13544,784,"Innertkirchen","Innertkirchen","Innertkirchen","Innertkirchen","01.01.1979","31.12.1993",2,10211
"A.ADM3",13545,785,"Meiringen","Meiringen","Meiringen","Meiringen","01.01.1979","31.12.1993",2,10211
"A.ADM3",13546,786,"Schattenhalb","Schattenhalb","Schattenhalb","Schattenhalb","01.01.1979","31.12.1993",2,10211
"A.ADM3",13547,791,"Boltigen","Boltigen","Boltigen","Boltigen","01.01.1979","31.12.1993",2,10219
"A.ADM3",13548,792,"Lenk","Lenk","Lenk","Lenk","01.01.1979","31.12.1993",2,10219
"A.ADM3",13549,793,"St. Stephan","St. Stephan","St. Stephan","St. Stephan","01.01.1979","31.12.1993",2,10219
"A.ADM3",13550,794,"Zweisimmen","Zweisimmen","Zweisimmen","Zweisimmen","01.01.1979","31.12.1993",2,10219
"A.ADM3",13551,841,"Gsteig","Gsteig","Gsteig","Gsteig","01.01.1979","31.12.1993",2,10212
"A.ADM3",13552,842,"Lauenen","Lauenen","Lauenen","Lauenen","01.01.1979","31.12.1993",2,10212
"A.ADM3",13553,843,"Saanen","Saanen","Saanen","Saanen","01.01.1979","31.12.1993",2,10212
"A.ADM3",13554,851,"Albligen","Albligen","Albligen","Albligen","01.01.1979","31.12.1993",2,10227
"A.ADM3",13555,852,"Guggisberg","Guggisberg","Guggisberg","Guggisberg","01.01.1979","31.12.1993",2,10227
"A.ADM3",13556,853,"Rüschegg","Rüschegg","Rüschegg","Rüschegg","01.01.1979","31.12.1993",2,10227
"A.ADM3",13557,854,"Wahlern","Wahlern","Wahlern","Wahlern","01.01.1979","31.12.1993",2,10227
"A.ADM3",13558,861,"Belp","Belp","Belp","Belp","01.01.1979","31.12.1993",2,10206
"A.ADM3",13559,862,"Belpberg","Belpberg","Belpberg","Belpberg","01.01.1979","31.12.1993",2,10206
"A.ADM3",13560,863,"Burgistein","Burgistein","Burgistein","Burgistein","01.01.1979","31.12.1993",2,10206
"A.ADM3",13561,864,"Englisberg","Englisberg","Englisberg","Englisberg","01.01.1979","31.12.1993",2,10206
"A.ADM3",13562,865,"Gelterfingen","Gelterfingen","Gelterfingen","Gelterfingen","01.01.1979","31.12.1993",2,10206
"A.ADM3",13563,866,"Gerzensee","Gerzensee","Gerzensee","Gerzensee","01.01.1979","31.12.1993",2,10206
"A.ADM3",13564,867,"Gurzelen","Gurzelen","Gurzelen","Gurzelen","01.01.1979","31.12.1993",2,10206
"A.ADM3",13565,868,"Jaberg","Jaberg","Jaberg","Jaberg","01.01.1979","31.12.1993",2,10206
"A.ADM3",13566,869,"Kaufdorf","Kaufdorf","Kaufdorf","Kaufdorf","01.01.1979","31.12.1993",2,10206
"A.ADM3",13567,870,"Kehrsatz","Kehrsatz","Kehrsatz","Kehrsatz","01.01.1979","31.12.1993",2,10206
"A.ADM3",13568,871,"Kienersrüti","Kienersrüti","Kienersrüti","Kienersrüti","01.01.1979","31.12.1993",2,10206
"A.ADM3",13569,872,"Kirchdorf (BE)","Kirchdorf (BE)","Kirchdorf (BE)","Kirchdorf (BE)","01.01.1979","31.12.1993",2,10206
"A.ADM3",13570,873,"Kirchenthurnen","Kirchenthurnen","Kirchenthurnen","Kirchenthurnen","01.01.1979","31.12.1993",2,10206
"A.ADM3",13571,874,"Lohnstorf","Lohnstorf","Lohnstorf","Lohnstorf","01.01.1979","31.12.1993",2,10206
"A.ADM3",13572,875,"Mühledorf (BE)","Mühledorf (BE)","Mühledorf (BE)","Mühledorf (BE)","01.01.1979","31.12.1993",2,10206
"A.ADM3",13573,876,"Mühlethurnen","Mühlethurnen","Mühlethurnen","Mühlethurnen","01.01.1979","31.12.1993",2,10206
"A.ADM3",13574,877,"Niedermuhlern","Niedermuhlern","Niedermuhlern","Niedermuhlern","01.01.1979","31.12.1993",2,10206
"A.ADM3",13575,878,"Noflen","Noflen","Noflen","Noflen","01.01.1979","31.12.1993",2,10206
"A.ADM3",13576,879,"Riggisberg","Riggisberg","Riggisberg","Riggisberg","01.01.1979","31.12.1993",2,10206
"A.ADM3",13577,880,"Rüeggisberg","Rüeggisberg","Rüeggisberg","Rüeggisberg","01.01.1979","31.12.1993",2,10206
"A.ADM3",13578,881,"Rümligen","Rümligen","Rümligen","Rümligen","01.01.1979","31.12.1993",2,10206
"A.ADM3",13579,882,"Rüti bei Riggisberg","Rüti bei Riggisberg","Rüti bei Riggisberg","Rüti bei Riggisberg","01.01.1979","31.12.1993",2,10206
"A.ADM3",13580,883,"Seftigen","Seftigen","Seftigen","Seftigen","01.01.1979","31.12.1993",2,10206
"A.ADM3",13581,884,"Toffen","Toffen","Toffen","Toffen","01.01.1979","31.12.1993",2,10206
"A.ADM3",13582,885,"Uttigen","Uttigen","Uttigen","Uttigen","01.01.1979","31.12.1993",2,10206
"A.ADM3",13583,886,"Wattenwil","Wattenwil","Wattenwil","Wattenwil","01.01.1979","31.12.1993",2,10206
"A.ADM3",13584,887,"Zimmerwald","Zimmerwald","Zimmerwald","Zimmerwald","01.01.1979","31.12.1993",2,10206
"A.ADM3",13585,901,"Eggiwil","Eggiwil","Eggiwil","Eggiwil","01.01.1979","31.12.1993",2,10218
"A.ADM3",13586,902,"Langnau im Emmental","Langnau im Emmental","Langnau im Emmental","Langnau im Emmental","01.01.1979","31.12.1993",2,10218
"A.ADM3",13587,903,"Lauperswil","Lauperswil","Lauperswil","Lauperswil","01.01.1979","31.12.1993",2,10218
"A.ADM3",13588,904,"Röthenbach im Emmental","Röthenbach im Emmental","Röthenbach im Emmental","Röthenbach im Emmental","01.01.1979","31.12.1993",2,10218
"A.ADM3",13589,905,"Rüderswil","Rüderswil","Rüderswil","Rüderswil","01.01.1979","31.12.1993",2,10218
"A.ADM3",13590,906,"Schangnau","Schangnau","Schangnau","Schangnau","01.01.1979","31.12.1993",2,10218
"A.ADM3",13591,907,"Signau","Signau","Signau","Signau","01.01.1979","31.12.1993",2,10218
"A.ADM3",13592,908,"Trub","Trub","Trub","Trub","01.01.1979","31.12.1993",2,10218
"A.ADM3",13593,909,"Trubschachen","Trubschachen","Trubschachen","Trubschachen","01.01.1979","31.12.1993",2,10218
"A.ADM3",13594,921,"Amsoldingen","Amsoldingen","Amsoldingen","Amsoldingen","01.01.1979","31.12.1993",2,10205
"A.ADM3",13595,922,"Blumenstein","Blumenstein","Blumenstein","Blumenstein","01.01.1979","31.12.1993",2,10205
"A.ADM3",13596,923,"Buchholterberg","Buchholterberg","Buchholterberg","Buchholterberg","01.01.1979","31.12.1993",2,10205
"A.ADM3",13597,924,"Eriz","Eriz","Eriz","Eriz","01.01.1979","31.12.1993",2,10205
"A.ADM3",13598,925,"Fahrni","Fahrni","Fahrni","Fahrni","01.01.1979","31.12.1993",2,10205
"A.ADM3",13599,926,"Forst","Forst","Forst","Forst","01.01.1979","31.12.1993",2,10205
"A.ADM3",13600,927,"Heiligenschwendi","Heiligenschwendi","Heiligenschwendi","Heiligenschwendi","01.01.1979","31.12.1993",2,10205
"A.ADM3",13601,928,"Heimberg","Heimberg","Heimberg","Heimberg","01.01.1979","31.12.1993",2,10205
"A.ADM3",13602,929,"Hilterfingen","Hilterfingen","Hilterfingen","Hilterfingen","01.01.1979","31.12.1993",2,10205
"A.ADM3",13603,930,"Höfen","Höfen","Höfen","Höfen","01.01.1979","31.12.1993",2,10205
"A.ADM3",13604,931,"Homberg","Homberg","Homberg","Homberg","01.01.1979","31.12.1993",2,10205
"A.ADM3",13605,932,"Horrenbach-Buchen","Horrenbach-Buchen","Horrenbach-Buchen","Horrenbach-Buchen","01.01.1979","31.12.1993",2,10205
"A.ADM3",13606,933,"Längenbühl","Längenbühl","Längenbühl","Längenbühl","01.01.1979","31.12.1993",2,10205
"A.ADM3",13607,934,"Oberhofen am Thunersee","Oberhofen am Thunersee","Oberhofen am Thunersee","Oberhofen am Thunersee","01.01.1979","31.12.1993",2,10205
"A.ADM3",13608,935,"Oberlangenegg","Oberlangenegg","Oberlangenegg","Oberlangenegg","01.01.1979","31.12.1993",2,10205
"A.ADM3",13609,936,"Pohlern","Pohlern","Pohlern","Pohlern","01.01.1979","31.12.1993",2,10205
"A.ADM3",13610,937,"Schwendibach","Schwendibach","Schwendibach","Schwendibach","01.01.1979","31.12.1993",2,10205
"A.ADM3",13611,938,"Sigriswil","Sigriswil","Sigriswil","Sigriswil","01.01.1979","31.12.1993",2,10205
"A.ADM3",13612,939,"Steffisburg","Steffisburg","Steffisburg","Steffisburg","01.01.1979","31.12.1993",2,10205
"A.ADM3",13613,940,"Teuffenthal (BE)","Teuffenthal (BE)","Teuffenthal (BE)","Teuffenthal (BE)","01.01.1979","31.12.1993",2,10205
"A.ADM3",13614,941,"Thierachern","Thierachern","Thierachern","Thierachern","01.01.1979","31.12.1993",2,10205
"A.ADM3",13615,942,"Thun","Thun","Thun","Thun","01.01.1979","31.12.1993",2,10205
"A.ADM3",13616,943,"Uebeschi","Uebeschi","Uebeschi","Uebeschi","01.01.1979","31.12.1993",2,10205
"A.ADM3",13617,944,"Uetendorf","Uetendorf","Uetendorf","Uetendorf","01.01.1979","31.12.1993",2,10205
"A.ADM3",13618,945,"Unterlangenegg","Unterlangenegg","Unterlangenegg","Unterlangenegg","01.01.1979","31.12.1993",2,10205
"A.ADM3",13619,946,"Wachseldorn","Wachseldorn","Wachseldorn","Wachseldorn","01.01.1979","31.12.1993",2,10205
"A.ADM3",13620,947,"Zwieselberg","Zwieselberg","Zwieselberg","Zwieselberg","01.01.1979","31.12.1993",2,10205
"A.ADM3",13621,951,"Affoltern im Emmental","Affoltern im Emmental","Affoltern im Emmental","Affoltern im Emmental","01.01.1979","31.12.1993",2,10220
"A.ADM3",13622,952,"Dürrenroth","Dürrenroth","Dürrenroth","Dürrenroth","01.01.1979","31.12.1993",2,10220
"A.ADM3",13623,953,"Eriswil","Eriswil","Eriswil","Eriswil","01.01.1979","31.12.1993",2,10220
"A.ADM3",13624,954,"Huttwil","Huttwil","Huttwil","Huttwil","01.01.1979","31.12.1993",2,10220
"A.ADM3",13625,955,"Lützelflüh","Lützelflüh","Lützelflüh","Lützelflüh","01.01.1979","31.12.1993",2,10220
"A.ADM3",13626,956,"Rüegsau","Rüegsau","Rüegsau","Rüegsau","01.01.1979","31.12.1993",2,10220
"A.ADM3",13627,957,"Sumiswald","Sumiswald","Sumiswald","Sumiswald","01.01.1979","31.12.1993",2,10220
"A.ADM3",13628,958,"Trachselwald","Trachselwald","Trachselwald","Trachselwald","01.01.1979","31.12.1993",2,10220
"A.ADM3",13629,959,"Walterswil (BE)","Walterswil (BE)","Walterswil (BE)","Walterswil (BE)","01.01.1979","31.12.1993",2,10220
"A.ADM3",13630,960,"Wyssachen","Wyssachen","Wyssachen","Wyssachen","01.01.1979","31.12.1993",2,10220
"A.ADM3",13631,971,"Attiswil","Attiswil","Attiswil","Attiswil","01.01.1979","31.12.1993",2,10221
"A.ADM3",13632,972,"Berken","Berken","Berken","Berken","01.01.1979","31.12.1993",2,10221
"A.ADM3",13633,973,"Bettenhausen","Bettenhausen","Bettenhausen","Bettenhausen","01.01.1979","31.12.1993",2,10221
"A.ADM3",13634,974,"Bollodingen","Bollodingen","Bollodingen","Bollodingen","01.01.1979","31.12.1993",2,10221
"A.ADM3",13635,975,"Farnern","Farnern","Farnern","Farnern","01.01.1979","31.12.1993",2,10221
"A.ADM3",13636,976,"Graben","Graben","Graben","Graben","01.01.1979","31.12.1993",2,10221
"A.ADM3",13637,977,"Heimenhausen","Heimenhausen","Heimenhausen","Heimenhausen","01.01.1979","31.12.1993",2,10221
"A.ADM3",13638,978,"Hermiswil","Hermiswil","Hermiswil","Hermiswil","01.01.1979","31.12.1993",2,10221
"A.ADM3",13639,979,"Herzogenbuchsee","Herzogenbuchsee","Herzogenbuchsee","Herzogenbuchsee","01.01.1979","31.12.1993",2,10221
"A.ADM3",13640,980,"Inkwil","Inkwil","Inkwil","Inkwil","01.01.1979","31.12.1993",2,10221
