"spatialunit_ontology","spatialunit_hist_id","spatialunit_current_id","spatialunit_name_de","spatialunit_name_fr","spatialunit_name_it","spatialunit_name_en","valid_from","valid_until","canton_hist_id","district_hist_id"
"A.ADM3",10584,3356,"Stein (Toggenburg)","Stein (Toggenburg)","Stein (Toggenburg)","Stein (Toggenburg)","01.01.1960","31.12.1993",17,10202
"A.ADM3",11229,3404,"Henau","Henau","Henau","Henau","01.01.1960","09.03.1964",17,10192
"A.ADM3",11275,3352,"Ebnat","Ebnat","Ebnat","Ebnat","01.01.1960","31.12.1964",17,10202
"A.ADM3",11276,3353,"Kappel (Toggenburg)","Kappel (Toggenburg)","Kappel (Toggenburg)","Kappel (Toggenburg)","01.01.1960","31.12.1964",17,10202
"A.ADM3",12885,3256,"Rüthi (Rheintal)","Rüthi (Rheintal)","Rüthi (Rheintal)","Rüthi (Rheintal)","01.01.1960","31.12.1993",17,10173
"A.ADM3",13197,3408,"Uzwil","Uzwil","Uzwil","Uzwil","10.03.1964","31.12.2002",17,10192
"A.ADM3",13201,3352,"Ebnat-Kappel","Ebnat-Kappel","Ebnat-Kappel","Ebnat-Kappel","01.01.1965","31.12.2002",17,10202
"A.ADM3",13761,3256,"Rüthi (SG)","Rüthi (SG)","Rüthi (SG)","Rüthi (SG)","01.01.1994","31.12.2002",17,10173
"A.ADM3",13762,3356,"Stein (SG)","Stein (SG)","Stein (SG)","Stein (SG)","01.01.1994","31.12.2002",17,10202
"A.ADM3",14086,3297,"Vilters-Wangs","Vilters-Wangs","Vilters-Wangs","Vilters-Wangs","01.06.1996","31.12.2002",17,10161
"A.ADM3",14378,3201,"Häggenschwil","Häggenschwil","Häggenschwil","Häggenschwil","01.01.2003","",17,10266
"A.ADM3",14379,3202,"Muolen","Muolen","Muolen","Muolen","01.01.2003","",17,10266
"A.ADM3",14380,3203,"St. Gallen","St. Gallen","St. Gallen","St. Gallen","01.01.2003","",17,10266
"A.ADM3",14381,3204,"Wittenbach","Wittenbach","Wittenbach","Wittenbach","01.01.2003","",17,10266
"A.ADM3",14382,3211,"Berg (SG)","Berg (SG)","Berg (SG)","Berg (SG)","01.01.2003","",17,10265
"A.ADM3",14383,3212,"Eggersriet","Eggersriet","Eggersriet","Eggersriet","01.01.2003","",17,10266
"A.ADM3",14384,3213,"Goldach","Goldach","Goldach","Goldach","01.01.2003","",17,10265
"A.ADM3",14385,3214,"Mörschwil","Mörschwil","Mörschwil","Mörschwil","01.01.2003","",17,10265
"A.ADM3",14386,3215,"Rorschach","Rorschach","Rorschach","Rorschach","01.01.2003","",17,10265
"A.ADM3",14387,3216,"Rorschacherberg","Rorschacherberg","Rorschacherberg","Rorschacherberg","01.01.2003","",17,10265
"A.ADM3",14388,3217,"Steinach","Steinach","Steinach","Steinach","01.01.2003","",17,10265
"A.ADM3",14389,3218,"Tübach","Tübach","Tübach","Tübach","01.01.2003","",17,10265
"A.ADM3",14390,3219,"Untereggen","Untereggen","Untereggen","Untereggen","01.01.2003","",17,10265
"A.ADM3",14391,3231,"Au (SG)","Au (SG)","Au (SG)","Au (SG)","01.01.2003","",17,10271
"A.ADM3",14392,3232,"Balgach","Balgach","Balgach","Balgach","01.01.2003","",17,10271
"A.ADM3",14393,3233,"Berneck","Berneck","Berneck","Berneck","01.01.2003","",17,10271
"A.ADM3",14394,3234,"Diepoldsau","Diepoldsau","Diepoldsau","Diepoldsau","01.01.2003","",17,10271
"A.ADM3",14395,3235,"Rheineck","Rheineck","Rheineck","Rheineck","01.01.2003","",17,10271
"A.ADM3",14396,3236,"St. Margrethen","St. Margrethen","St. Margrethen","St. Margrethen","01.01.2003","",17,10271
"A.ADM3",14397,3237,"Thal","Thal","Thal","Thal","01.01.2003","",17,10265
"A.ADM3",14398,3238,"Widnau","Widnau","Widnau","Widnau","01.01.2003","",17,10271
"A.ADM3",14399,3251,"Altstätten","Altstätten","Altstätten","Altstätten","01.01.2003","",17,10271
"A.ADM3",14400,3252,"Eichberg","Eichberg","Eichberg","Eichberg","01.01.2003","",17,10271
"A.ADM3",14401,3253,"Marbach (SG)","Marbach (SG)","Marbach (SG)","Marbach (SG)","01.01.2003","",17,10271
"A.ADM3",14402,3254,"Oberriet (SG)","Oberriet (SG)","Oberriet (SG)","Oberriet (SG)","01.01.2003","",17,10271
"A.ADM3",14403,3255,"Rebstein","Rebstein","Rebstein","Rebstein","01.01.2003","",17,10271
"A.ADM3",14404,3256,"Rüthi (SG)","Rüthi (SG)","Rüthi (SG)","Rüthi (SG)","01.01.2003","",17,10271
"A.ADM3",14405,3271,"Buchs (SG)","Buchs (SG)","Buchs (SG)","Buchs (SG)","01.01.2003","",17,10267
"A.ADM3",14406,3272,"Gams","Gams","Gams","Gams","01.01.2003","",17,10267
"A.ADM3",14407,3273,"Grabs","Grabs","Grabs","Grabs","01.01.2003","",17,10267
"A.ADM3",14408,3274,"Sennwald","Sennwald","Sennwald","Sennwald","01.01.2003","",17,10267
"A.ADM3",14409,3275,"Sevelen","Sevelen","Sevelen","Sevelen","01.01.2003","",17,10267
"A.ADM3",14410,3276,"Wartau","Wartau","Wartau","Wartau","01.01.2003","",17,10267
"A.ADM3",14411,3291,"Bad Ragaz","Bad Ragaz","Bad Ragaz","Bad Ragaz","01.01.2003","",17,10269
"A.ADM3",14412,3292,"Flums","Flums","Flums","Flums","01.01.2003","",17,10269
"A.ADM3",14413,3293,"Mels","Mels","Mels","Mels","01.01.2003","",17,10269
"A.ADM3",14414,3294,"Pfäfers","Pfäfers","Pfäfers","Pfäfers","01.01.2003","",17,10269
"A.ADM3",14415,3295,"Quarten","Quarten","Quarten","Quarten","01.01.2003","",17,10269
"A.ADM3",14416,3296,"Sargans","Sargans","Sargans","Sargans","01.01.2003","",17,10269
"A.ADM3",14417,3297,"Vilters-Wangs","Vilters-Wangs","Vilters-Wangs","Vilters-Wangs","01.01.2003","",17,10269
"A.ADM3",14418,3298,"Walenstadt","Walenstadt","Walenstadt","Walenstadt","01.01.2003","",17,10269
"A.ADM3",14419,3311,"Amden","Amden","Amden","Amden","01.01.2003","",17,10270
"A.ADM3",14420,3312,"Benken (SG)","Benken (SG)","Benken (SG)","Benken (SG)","01.01.2003","",17,10270
"A.ADM3",14421,3313,"Kaltbrunn","Kaltbrunn","Kaltbrunn","Kaltbrunn","01.01.2003","",17,10270
"A.ADM3",14422,3314,"Rieden","Rieden","Rieden","Rieden","01.01.2003","31.12.2012",17,10270
"A.ADM3",14423,3315,"Schänis","Schänis","Schänis","Schänis","01.01.2003","",17,10270
"A.ADM3",14424,3316,"Weesen","Weesen","Weesen","Weesen","01.01.2003","",17,10270
"A.ADM3",14425,3331,"Ernetschwil","Ernetschwil","Ernetschwil","Ernetschwil","01.01.2003","31.12.2012",17,10270
"A.ADM3",14426,3332,"Eschenbach (SG)","Eschenbach (SG)","Eschenbach (SG)","Eschenbach (SG)","01.01.2003","31.12.2012",17,10270
"A.ADM3",14427,3333,"Goldingen","Goldingen","Goldingen","Goldingen","01.01.2003","31.12.2012",17,10270
"A.ADM3",14428,3334,"Gommiswald","Gommiswald","Gommiswald","Gommiswald","01.01.2003","31.12.2012",17,10270
"A.ADM3",14429,3335,"Jona","Jona","Jona","Jona","01.01.2003","31.12.2006",17,10270
"A.ADM3",14430,3336,"Rapperswil (SG)","Rapperswil (SG)","Rapperswil (SG)","Rapperswil (SG)","01.01.2003","31.12.2006",17,10270
"A.ADM3",14431,3337,"St. Gallenkappel","St. Gallenkappel","St. Gallenkappel","St. Gallenkappel","01.01.2003","31.12.2012",17,10270
"A.ADM3",14432,3338,"Schmerikon","Schmerikon","Schmerikon","Schmerikon","01.01.2003","",17,10270
"A.ADM3",14433,3339,"Uznach","Uznach","Uznach","Uznach","01.01.2003","",17,10270
"A.ADM3",14434,3351,"Alt St. Johann","Alt St. Johann","Alt St. Johann","Alt St. Johann","01.01.2003","31.12.2009",17,10264
"A.ADM3",14435,3352,"Ebnat-Kappel","Ebnat-Kappel","Ebnat-Kappel","Ebnat-Kappel","01.01.2003","",17,10264
"A.ADM3",14436,3354,"Krummenau","Krummenau","Krummenau","Krummenau","01.01.2003","31.12.2004",17,10264
"A.ADM3",14437,3355,"Nesslau","Nesslau","Nesslau","Nesslau","01.01.2003","31.12.2004",17,10264
"A.ADM3",14438,3356,"Stein (SG)","Stein (SG)","Stein (SG)","Stein (SG)","01.01.2003","31.12.2012",17,10264
"A.ADM3",14439,3357,"Wildhaus","Wildhaus","Wildhaus","Wildhaus","01.01.2003","31.12.2009",17,10264
"A.ADM3",14440,3371,"Brunnadern","Brunnadern","Brunnadern","Brunnadern","01.01.2003","31.12.2008",17,10264
"A.ADM3",14441,3372,"Hemberg","Hemberg","Hemberg","Hemberg","01.01.2003","",17,10264
"A.ADM3",14442,3373,"Krinau","Krinau","Krinau","Krinau","01.01.2003","31.12.2012",17,10264
"A.ADM3",14443,3374,"Lichtensteig","Lichtensteig","Lichtensteig","Lichtensteig","01.01.2003","",17,10264
"A.ADM3",14444,3375,"Oberhelfenschwil","Oberhelfenschwil","Oberhelfenschwil","Oberhelfenschwil","01.01.2003","",17,10264
"A.ADM3",14445,3376,"St. Peterzell","St. Peterzell","St. Peterzell","St. Peterzell","01.01.2003","31.12.2008",17,10264
"A.ADM3",14446,3377,"Wattwil","Wattwil","Wattwil","Wattwil","01.01.2003","31.12.2012",17,10264
"A.ADM3",14447,3391,"Bütschwil","Bütschwil","Bütschwil","Bütschwil","01.01.2003","31.12.2012",17,10264
"A.ADM3",14448,3392,"Kirchberg (SG)","Kirchberg (SG)","Kirchberg (SG)","Kirchberg (SG)","01.01.2003","",17,10264
"A.ADM3",14449,3393,"Lütisburg","Lütisburg","Lütisburg","Lütisburg","01.01.2003","",17,10264
"A.ADM3",14450,3394,"Mosnang","Mosnang","Mosnang","Mosnang","01.01.2003","",17,10264
"A.ADM3",14451,3401,"Degersheim","Degersheim","Degersheim","Degersheim","01.01.2003","",17,10268
"A.ADM3",14452,3402,"Flawil","Flawil","Flawil","Flawil","01.01.2003","",17,10268
"A.ADM3",14453,3403,"Ganterschwil","Ganterschwil","Ganterschwil","Ganterschwil","01.01.2003","31.12.2012",17,10264
"A.ADM3",14454,3405,"Jonschwil","Jonschwil","Jonschwil","Jonschwil","01.01.2003","",17,10268
"A.ADM3",14455,3406,"Mogelsberg","Mogelsberg","Mogelsberg","Mogelsberg","01.01.2003","31.12.2008",17,10264
"A.ADM3",14456,3407,"Oberuzwil","Oberuzwil","Oberuzwil","Oberuzwil","01.01.2003","",17,10268
"A.ADM3",14457,3408,"Uzwil","Uzwil","Uzwil","Uzwil","01.01.2003","",17,10268
"A.ADM3",14458,3421,"Bronschhofen","Bronschhofen","Bronschhofen","Bronschhofen","01.01.2003","31.12.2012",17,10268
"A.ADM3",14459,3422,"Niederbüren","Niederbüren","Niederbüren","Niederbüren","01.01.2003","",17,10268
"A.ADM3",14460,3423,"Niederhelfenschwil","Niederhelfenschwil","Niederhelfenschwil","Niederhelfenschwil","01.01.2003","",17,10268
"A.ADM3",14461,3424,"Oberbüren","Oberbüren","Oberbüren","Oberbüren","01.01.2003","",17,10268
"A.ADM3",14462,3425,"Wil (SG)","Wil (SG)","Wil (SG)","Wil (SG)","01.01.2003","31.12.2012",17,10268
"A.ADM3",14463,3426,"Zuzwil (SG)","Zuzwil (SG)","Zuzwil (SG)","Zuzwil (SG)","01.01.2003","",17,10268
"A.ADM3",14464,3441,"Andwil (SG)","Andwil (SG)","Andwil (SG)","Andwil (SG)","01.01.2003","",17,10266
"A.ADM3",14465,3442,"Gaiserwald","Gaiserwald","Gaiserwald","Gaiserwald","01.01.2003","",17,10266
"A.ADM3",14466,3443,"Gossau (SG)","Gossau (SG)","Gossau (SG)","Gossau (SG)","01.01.2003","",17,10266
"A.ADM3",14467,3444,"Waldkirch","Waldkirch","Waldkirch","Waldkirch","01.01.2003","",17,10266
"A.ADM3",14516,3358,"Nesslau-Krummenau","Nesslau-Krummenau","Nesslau-Krummenau","Nesslau-Krummenau","01.01.2005","31.12.2012",17,10264
"A.ADM3",14925,3340,"Rapperswil-Jona","Rapperswil-Jona","Rapperswil-Jona","Rapperswil-Jona","01.01.2007","",17,10270
"A.ADM3",14950,3378,"Neckertal","Neckertal","Neckertal","Neckertal","01.01.2009","",17,10264
"A.ADM3",15381,3359,"Wildhaus-Alt St. Johann","Wildhaus-Alt St. Johann","Wildhaus-Alt St. Johann","Wildhaus-Alt St. Johann","01.01.2010","",17,10264
"A.ADM3",15605,3341,"Gommiswald","Gommiswald","Gommiswald","Gommiswald","01.01.2013","",17,10270
"A.ADM3",15606,3342,"Eschenbach (SG)","Eschenbach (SG)","Eschenbach (SG)","Eschenbach (SG)","01.01.2013","",17,10270
"A.ADM3",15607,3360,"Nesslau","Nesslau","Nesslau","Nesslau","01.01.2013","",17,10264
"A.ADM3",15608,3379,"Wattwil","Wattwil","Wattwil","Wattwil","01.01.2013","",17,10264
"A.ADM3",15609,3395,"Bütschwil-Ganterschwil","Bütschwil-Ganterschwil","Bütschwil-Ganterschwil","Bütschwil-Ganterschwil","01.01.2013","",17,10264
"A.ADM3",15610,3427,"Wil (SG)","Wil (SG)","Wil (SG)","Wil (SG)","01.01.2013","",17,10268
"A.ADM3",10286,2974,"Wilchingen","Wilchingen","Wilchingen","Wilchingen","01.01.1960","31.12.2004",14,10086
"A.ADM3",10295,9327,"Bodensee (SH)","Bodensee (SH)","Bodensee (SH)","Bodensee (SH)","01.01.1960","",14,10128
"A.ADM3",10565,2920,"Thayngen","Thayngen","Thayngen","Thayngen","01.01.1960","31.12.2003",14,10090
"A.ADM3",10586,2919,"Stetten (SH)","Stetten (SH)","Stetten (SH)","Stetten (SH)","01.01.1960","",14,10090
"A.ADM3",10592,2964,"Stein am Rhein","Stein am Rhein","Stein am Rhein","Stein am Rhein","01.01.1960","",14,10087
"A.ADM3",10882,2973,"Trasadingen","Trasadingen","Trasadingen","Trasadingen","01.01.1960","",14,10086
"A.ADM3",11232,2939,"Schaffhausen","Schaffhausen","Schaffhausen","Schaffhausen","01.01.1960","31.12.1963",14,10089
"A.ADM3",11233,2935,"Herblingen","Herblingen","Herblingen","Herblingen","01.01.1960","31.12.1963",14,10089
"A.ADM3",11474,2933,"Buchberg","Buchberg","Buchberg","Buchberg","01.01.1960","",14,10089
"A.ADM3",11479,2961,"Buch (SH)","Buch (SH)","Buch (SH)","Buch (SH)","01.01.1960","",14,10087
"A.ADM3",11486,2914,"Büttenhardt","Büttenhardt","Büttenhardt","Büttenhardt","01.01.1960","",14,10090
"A.ADM3",11688,2931,"Bargen (SH)","Bargen (SH)","Bargen (SH)","Bargen (SH)","01.01.1960","",14,10089
"A.ADM3",11691,2912,"Barzheim","Barzheim","Barzheim","Barzheim","01.01.1960","31.12.2003",14,10090
"A.ADM3",11772,2911,"Altdorf (SH)","Altdorf (SH)","Altdorf (SH)","Altdorf (SH)","01.01.1960","31.12.2008",14,10090
"A.ADM3",11858,2932,"Beringen","Beringen","Beringen","Beringen","01.01.1960","31.12.2012",14,10089
"A.ADM3",11873,2951,"Beggingen","Beggingen","Beggingen","Beggingen","01.01.1960","",14,10088
"A.ADM3",11914,2913,"Bibern (SH)","Bibern (SH)","Bibern (SH)","Bibern (SH)","01.01.1960","31.12.2008",14,10090
"A.ADM3",11933,2902,"Guntmadingen","Guntmadingen","Guntmadingen","Guntmadingen","01.01.1960","31.12.2012",14,10091
"A.ADM3",12020,2971,"Hallau","Hallau","Hallau","Hallau","01.01.1960","",14,10086
"A.ADM3",12071,2901,"Gächlingen","Gächlingen","Gächlingen","Gächlingen","01.01.1960","",14,10091
"A.ADM3",12124,2916,"Hofen","Hofen","Hofen","Hofen","01.01.1960","31.12.2008",14,10090
"A.ADM3",12184,2915,"Dörflingen","Dörflingen","Dörflingen","Dörflingen","01.01.1960","",14,10090
"A.ADM3",12221,2934,"Hemmental","Hemmental","Hemmental","Hemmental","01.01.1960","31.12.2008",14,10089
"A.ADM3",12233,2962,"Hemishofen","Hemishofen","Hemishofen","Hemishofen","01.01.1960","",14,10087
"A.ADM3",12395,2936,"Merishausen","Merishausen","Merishausen","Merishausen","01.01.1960","",14,10089
"A.ADM3",12471,2972,"Oberhallau","Oberhallau","Oberhallau","Oberhallau","01.01.1960","",14,10086
"A.ADM3",12482,2918,"Opfertshofen (SH)","Opfertshofen (SH)","Opfertshofen (SH)","Opfertshofen (SH)","01.01.1960","31.12.2008",14,10090
"A.ADM3",12519,2904,"Neunkirch","Neunkirch","Neunkirch","Neunkirch","01.01.1960","",14,10091
"A.ADM3",12525,2937,"Neuhausen am Rheinfall","Neuhausen am Rheinfall","Neuhausen am Rheinfall","Neuhausen am Rheinfall","01.01.1960","",14,10089
"A.ADM3",12800,2917,"Lohn (SH)","Lohn (SH)","Lohn (SH)","Lohn (SH)","01.01.1960","",14,10090
"A.ADM3",12801,2903,"Löhningen","Löhningen","Löhningen","Löhningen","01.01.1960","",14,10091
"A.ADM3",12846,2938,"Rüdlingen","Rüdlingen","Rüdlingen","Rüdlingen","01.01.1960","",14,10089
"A.ADM3",12989,2953,"Siblingen","Siblingen","Siblingen","Siblingen","01.01.1960","",14,10088
"A.ADM3",13045,2952,"Schleitheim","Schleitheim","Schleitheim","Schleitheim","01.01.1960","",14,10088
"A.ADM3",13127,2905,"Osterfingen","Osterfingen","Osterfingen","Osterfingen","01.01.1960","31.12.2004",14,10091
"A.ADM3",13170,2963,"Ramsen","Ramsen","Ramsen","Ramsen","01.01.1960","",14,10087
"A.ADM3",13196,2939,"Schaffhausen","Schaffhausen","Schaffhausen","Schaffhausen","01.01.1964","31.12.2008",14,10089
"A.ADM3",14485,2920,"Thayngen","Thayngen","Thayngen","Thayngen","01.01.2004","31.12.2008",14,10090
"A.ADM3",14515,2974,"Wilchingen","Wilchingen","Wilchingen","Wilchingen","01.01.2005","",14,10086
"A.ADM3",14948,2920,"Thayngen","Thayngen","Thayngen","Thayngen","01.01.2009","",14,10090
"A.ADM3",14949,2939,"Schaffhausen","Schaffhausen","Schaffhausen","Schaffhausen","01.01.2009","",14,10089
"A.ADM3",15604,2932,"Beringen","Beringen","Beringen","Beringen","01.01.2013","",14,10089
"A.ADM3",10324,2622,"Zullwil","Zullwil","Zullwil","Zullwil","01.01.1960","",11,10094
"A.ADM3",10348,2501,"Winznau","Winznau","Winznau","Winznau","01.01.1960","",11,10084
"A.ADM3",10349,2502,"Wisen (SO)","Wisen (SO)","Wisen (SO)","Wisen (SO)","01.01.1960","",11,10084
"A.ADM3",10352,2481,"Witterswil","Witterswil","Witterswil","Witterswil","01.01.1960","",11,10099
"A.ADM3",10384,2601,"Solothurn","Solothurn","Solothurn","Solothurn","01.01.1960","",11,10095
"A.ADM3",10469,2585,"Walterswil (SO)","Walterswil (SO)","Walterswil (SO)","Walterswil (SO)","01.01.1960","",11,10111
"A.ADM3",10472,2586,"Wangen bei Olten","Wangen bei Olten","Wangen bei Olten","Wangen bei Olten","01.01.1960","",11,10111
"A.ADM3",10578,2584,"Starrkirch-Wil","Starrkirch-Wil","Starrkirch-Wil","Starrkirch-Wil","01.01.1960","",11,10111
"A.ADM3",10588,2499,"Stüsslingen","Stüsslingen","Stüsslingen","Stüsslingen","01.01.1960","31.12.2020",11,10084
"A.ADM3",10868,2463,"Unterramsern","Unterramsern","Unterramsern","Unterramsern","01.01.1960","",11,10100
"A.ADM3",10894,2500,"Trimbach","Trimbach","Trimbach","Trimbach","01.01.1960","",11,10084
"A.ADM3",10900,2462,"Tscheppach","Tscheppach","Tscheppach","Tscheppach","01.01.1960","31.12.2013",11,10100
"A.ADM3",11006,2425,"Holderbank (SO)","Holderbank (SO)","Holderbank (SO)","Holderbank (SO)","01.01.1960","31.12.1990",11,10137
"A.ADM3",11008,2401,"Egerkingen","Egerkingen","Egerkingen","Egerkingen","01.01.1960","31.12.1990",11,10138
"A.ADM3",11009,2402,"Härkingen","Härkingen","Härkingen","Härkingen","01.01.1960","31.12.1990",11,10138
"A.ADM3",11010,2403,"Kestenholz","Kestenholz","Kestenholz","Kestenholz","01.01.1960","31.12.1990",11,10138
"A.ADM3",11011,2404,"Neuendorf","Neuendorf","Neuendorf","Neuendorf","01.01.1960","31.12.1990",11,10138
"A.ADM3",11012,2405,"Niederbuchsiten","Niederbuchsiten","Niederbuchsiten","Niederbuchsiten","01.01.1960","31.12.1990",11,10138
"A.ADM3",11013,2406,"Oberbuchsiten","Oberbuchsiten","Oberbuchsiten","Oberbuchsiten","01.01.1960","31.12.1990",11,10138
"A.ADM3",11014,2407,"Oensingen","Oensingen","Oensingen","Oensingen","01.01.1960","31.12.1990",11,10138
"A.ADM3",11015,2408,"Wolfwil","Wolfwil","Wolfwil","Wolfwil","01.01.1960","31.12.1990",11,10138
"A.ADM3",11016,2421,"Aedermannsdorf","Aedermannsdorf","Aedermannsdorf","Aedermannsdorf","01.01.1960","31.12.1990",11,10137
"A.ADM3",11017,2422,"Balsthal","Balsthal","Balsthal","Balsthal","01.01.1960","31.12.1990",11,10137
"A.ADM3",11019,2424,"Herbetswil","Herbetswil","Herbetswil","Herbetswil","01.01.1960","31.12.1990",11,10137
"A.ADM3",11021,2426,"Laupersdorf","Laupersdorf","Laupersdorf","Laupersdorf","01.01.1960","31.12.1990",11,10137
"A.ADM3",11022,2427,"Matzendorf","Matzendorf","Matzendorf","Matzendorf","01.01.1960","31.12.1990",11,10137
"A.ADM3",11023,2428,"Mümliswil-Ramiswil","Mümliswil-Ramiswil","Mümliswil-Ramiswil","Mümliswil-Ramiswil","01.01.1960","31.12.1990",11,10137
"A.ADM3",11024,2429,"Welschenrohr","Welschenrohr","Welschenrohr","Welschenrohr","01.01.1960","31.12.1990",11,10137
"A.ADM3",11025,2511,"Aeschi (SO)","Aeschi (SO)","Aeschi (SO)","Aeschi (SO)","01.01.1960","31.12.1990",11,10051
"A.ADM3",11026,2512,"Ammannsegg","Ammannsegg","Ammannsegg","Ammannsegg","01.01.1960","31.12.1990",11,10051
"A.ADM3",11027,2513,"Biberist","Biberist","Biberist","Biberist","01.01.1960","31.12.1990",11,10051
"A.ADM3",11028,2514,"Bolken","Bolken","Bolken","Bolken","01.01.1960","31.12.1990",11,10051
"A.ADM3",11029,2515,"Burgäschi","Burgäschi","Burgäschi","Burgäschi","01.01.1960","31.12.1990",11,10051
"A.ADM3",11030,2516,"Deitingen","Deitingen","Deitingen","Deitingen","01.01.1960","31.12.1990",11,10051
"A.ADM3",11031,2517,"Derendingen","Derendingen","Derendingen","Derendingen","01.01.1960","31.12.1990",11,10051
"A.ADM3",11032,2518,"Etziken","Etziken","Etziken","Etziken","01.01.1960","31.12.1990",11,10051
"A.ADM3",11033,2423,"Gänsbrunnen","Gänsbrunnen","Gänsbrunnen","Gänsbrunnen","01.01.1960","31.12.1990",11,10137
"A.ADM3",11160,2521,"Heinrichswil","Heinrichswil","Heinrichswil","Heinrichswil","01.01.1960","31.12.1990",11,10051
"A.ADM3",11200,2577,"Grod","Grod","Grod","Grod","01.01.1960","31.12.1972",11,10111
"A.ADM3",11204,2520,"Halten","Halten","Halten","Halten","01.01.1960","31.12.1990",11,10051
"A.ADM3",11206,2519,"Gerlafingen","Gerlafingen","Gerlafingen","Gerlafingen","01.01.1960","31.12.1990",11,10051
"A.ADM3",11213,2576,"Gretzenbach","Gretzenbach","Gretzenbach","Gretzenbach","01.01.1960","31.12.1972",11,10111
"A.ADM3",11244,2455,"Lüterkofen","Lüterkofen","Lüterkofen","Lüterkofen","01.01.1960","31.12.1960",11,10100
"A.ADM3",11245,2451,"Ichertswil","Ichertswil","Ichertswil","Ichertswil","01.01.1960","31.12.1960",11,10100
"A.ADM3",11286,2476,"Hofstetten (SO)","Hofstetten (SO)","Hofstetten (SO)","Hofstetten (SO)","01.01.1960","31.12.1985",11,10099
"A.ADM3",11307,2534,"Zuchwil","Zuchwil","Zuchwil","Zuchwil","01.01.1960","31.12.1990",11,10051
"A.ADM3",11308,2522,"Hersiwil","Hersiwil","Hersiwil","Hersiwil","01.01.1960","31.12.1990",11,10051
"A.ADM3",11309,2523,"Horriwil","Horriwil","Horriwil","Horriwil","01.01.1960","31.12.1990",11,10051
"A.ADM3",11310,2524,"Hüniken","Hüniken","Hüniken","Hüniken","01.01.1960","31.12.1990",11,10051
"A.ADM3",11311,2525,"Kriegstetten","Kriegstetten","Kriegstetten","Kriegstetten","01.01.1960","31.12.1990",11,10051
"A.ADM3",11312,2526,"Lohn (SO)","Lohn (SO)","Lohn (SO)","Lohn (SO)","01.01.1960","31.12.1990",11,10051
"A.ADM3",11313,2527,"Luterbach","Luterbach","Luterbach","Luterbach","01.01.1960","31.12.1990",11,10051
"A.ADM3",11314,2528,"Obergerlafingen","Obergerlafingen","Obergerlafingen","Obergerlafingen","01.01.1960","31.12.1990",11,10051
"A.ADM3",11315,2529,"Oekingen","Oekingen","Oekingen","Oekingen","01.01.1960","31.12.1990",11,10051
"A.ADM3",11316,2530,"Recherswil","Recherswil","Recherswil","Recherswil","01.01.1960","31.12.1990",11,10051
"A.ADM3",11317,2531,"Steinhof","Steinhof","Steinhof","Steinhof","01.01.1960","31.12.1990",11,10051
"A.ADM3",11319,2533,"Winistorf","Winistorf","Winistorf","Winistorf","01.01.1960","31.12.1990",11,10051
"A.ADM3",11332,2532,"Subingen","Subingen","Subingen","Subingen","01.01.1960","31.12.1990",11,10051
"A.ADM3",11471,2446,"Brügglen","Brügglen","Brügglen","Brügglen","01.01.1960","31.12.2013",11,10100
"A.ADM3",11483,2447,"Brunnenthal","Brunnenthal","Brunnenthal","Brunnenthal","01.01.1960","31.12.2009",11,10100
"A.ADM3",11510,2472,"Büren (SO)","Büren (SO)","Büren (SO)","Büren (SO)","01.01.1960","",11,10099
"A.ADM3",11511,2614,"Büsserach","Büsserach","Büsserach","Büsserach","01.01.1960","",11,10094
"A.ADM3",11580,2572,"Däniken","Däniken","Däniken","Däniken","01.01.1960","",11,10111
"A.ADM3",11690,2611,"Bärschwil","Bärschwil","Bärschwil","Bärschwil","01.01.1960","",11,10094
"A.ADM3",11696,2471,"Bättwil","Bättwil","Bättwil","Bättwil","01.01.1960","",11,10099
"A.ADM3",11702,2541,"Balm bei Günsberg","Balm bei Günsberg","Balm bei Günsberg","Balm bei Günsberg","01.01.1960","",11,10097
"A.ADM3",11712,2443,"Balm bei Messen","Balm bei Messen","Balm bei Messen","Balm bei Messen","01.01.1960","31.12.2009",11,10100
"A.ADM3",11727,2442,"Aetingen","Aetingen","Aetingen","Aetingen","01.01.1960","31.12.2013",11,10100
"A.ADM3",11749,2441,"Aetigkofen","Aetigkofen","Aetigkofen","Aetigkofen","01.01.1960","31.12.2013",11,10100
"A.ADM3",11789,2571,"Boningen","Boningen","Boningen","Boningen","01.01.1960","",11,10111
"A.ADM3",11822,2613,"Breitenbach","Breitenbach","Breitenbach","Breitenbach","01.01.1960","",11,10094
"A.ADM3",11876,2612,"Beinwil (SO)","Beinwil (SO)","Beinwil (SO)","Beinwil (SO)","01.01.1960","",11,10094
"A.ADM3",11878,2542,"Bellach","Bellach","Bellach","Bellach","01.01.1960","",11,10097
"A.ADM3",11908,2543,"Bettlach","Bettlach","Bettlach","Bettlach","01.01.1960","",11,10097
"A.ADM3",11911,2445,"Biezwil","Biezwil","Biezwil","Biezwil","01.01.1960","",11,10100
"A.ADM3",11915,2444,"Bibern (SO)","Bibern (SO)","Bibern (SO)","Bibern (SO)","01.01.1960","31.12.2013",11,10100
"A.ADM3",11923,2547,"Günsberg","Günsberg","Günsberg","Günsberg","01.01.1960","",11,10097
"A.ADM3",11936,2578,"Gunzgen","Gunzgen","Gunzgen","Gunzgen","01.01.1960","",11,10111
