Stand,Kanton,Jahr,Stufe,Schultyp,Geschlecht,Nationalitaet,Finanzierung,Anzahl
23.11.2020,zh,2012,Sekundarstufe II,Heim- und Sonderschule,M,CH,oef,76
23.11.2020,zh,2012,Sekundarstufe II,Berufsfachschule,M,CH,oef,19539
23.11.2020,zh,2012,Sekundarstufe II,Berufsfachschule,M,Ausländer,oef,4093
23.11.2020,zh,2012,Sekundarstufe II,Mittelschule,F,CH,oef,4621
23.11.2020,zh,2012,Sekundarstufe II,Heim- und Sonderschule,M,Ausländer,oef,35
23.11.2020,zh,2012,Sekundarstufe II,Brückenangebot,F,CH,oef,665
23.11.2020,zh,2012,Sekundarstufe II,Mittelschule,M,Ausländer,priv,400
23.11.2020,zh,2012,Sekundarstufe II,Mittelschule,F,Ausländer,oef,491
23.11.2020,zh,2012,Sekundarstufe II,Brückenangebot,M,CH,oef,571
23.11.2020,zh,2012,Sekundarstufe II,Mittelschule,M,Ausländer,oef,400
23.11.2020,zh,2012,Sekundarstufe II,Brückenangebot,F,Ausländer,priv,26
23.11.2020,zh,2012,Sekundarstufe II,Brückenangebot,F,CH,priv,188
23.11.2020,zh,2012,Sekundarstufe II,Berufsfachschule,M,CH,priv,1766
23.11.2020,zh,2012,Sekundarstufe II,Berufsfachschule,M,Ausländer,priv,182
23.11.2020,zh,2012,Sekundarstufe II,Heim- und Sonderschule,F,Ausländer,oef,24
23.11.2020,zh,2012,Sekundarstufe II,Brückenangebot,M,CH,priv,75
23.11.2020,zh,2012,Sekundarstufe II,Brückenangebot,M,Ausländer,priv,9
23.11.2020,zh,2012,Tertiärstufe,Fachhochschule und pädagogische Hochschule,F,Ausländer,oef,1224
23.11.2020,zh,2012,Tertiärstufe,Höhere Berufsbildung,F,CH,priv,3194
23.11.2020,zh,2012,Tertiärstufe,Höhere Berufsbildung,F,Ausländer,oef,391
23.11.2020,zh,2012,Tertiärstufe,Universitäre Hochschule,M,Ausländer,oef,2088
23.11.2020,zh,2012,Tertiärstufe,Höhere Berufsbildung,F,CH,oef,3950
23.11.2020,zh,2012,Tertiärstufe,Höhere Berufsbildung,M,Ausländer,priv,963
23.11.2020,zh,2012,Tertiärstufe,Universitäre Hochschule,M,CH,oef,9318
23.11.2020,zh,2012,Tertiärstufe,Höhere Berufsbildung,M,CH,priv,3458
23.11.2020,zh,2012,Tertiärstufe,Fachhochschule und pädagogische Hochschule,M,CH,oef,7280
23.11.2020,zh,2012,Tertiärstufe,Universitäre Hochschule,F,Ausländer,oef,2661
23.11.2020,zh,2012,Tertiärstufe,Höhere Berufsbildung,M,Ausländer,oef,578
23.11.2020,zh,2012,Tertiärstufe,Fachhochschule und pädagogische Hochschule,F,CH,priv,666
23.11.2020,zh,2012,Tertiärstufe,Fachhochschule und pädagogische Hochschule,F,Ausländer,priv,110
23.11.2020,zh,2012,Tertiärstufe,Universitäre Hochschule,F,CH,oef,12313
23.11.2020,zh,2012,Tertiärstufe,Fachhochschule und pädagogische Hochschule,F,CH,oef,8647
23.11.2020,zh,2012,Tertiärstufe,Höhere Berufsbildung,M,CH,oef,4227
23.11.2020,zh,2012,Tertiärstufe,Fachhochschule und pädagogische Hochschule,M,CH,priv,889
23.11.2020,zh,2012,Tertiärstufe,Höhere Berufsbildung,F,Ausländer,priv,954
23.11.2020,zh,2012,Tertiärstufe,Fachhochschule und pädagogische Hochschule,M,Ausländer,priv,150
23.11.2020,zh,2012,Tertiärstufe,Fachhochschule und pädagogische Hochschule,M,Ausländer,oef,938
23.11.2020,zh,2013,Primarstufe 1-2,Heim- und Sonderschule,F,CH,oef,39
23.11.2020,zh,2013,Primarstufe 1-2,Volksschule,F,CH,priv,474
23.11.2020,zh,2013,Primarstufe 1-2,Heim- und Sonderschule,F,Ausländer,oef,21
23.11.2020,zh,2013,Primarstufe 1-2,Volksschule,F,Ausländer,oef,3278
23.11.2020,zh,2013,Primarstufe 1-2,Heim- und Sonderschule,M,Ausländer,oef,57
23.11.2020,zh,2013,Primarstufe 1-2,Volksschule,M,Ausländer,priv,423
23.11.2020,zh,2013,Primarstufe 1-2,Heim- und Sonderschule,M,CH,oef,93
23.11.2020,zh,2013,Primarstufe 1-2,Volksschule,M,Ausländer,oef,3548
23.11.2020,zh,2013,Primarstufe 1-2,Volksschule,M,CH,oef,10602
23.11.2020,zh,2013,Primarstufe 1-2,Volksschule,M,CH,priv,491
23.11.2020,zh,2013,Primarstufe 1-2,Volksschule,F,CH,oef,9623
23.11.2020,zh,2013,Primarstufe 1-2,Volksschule,F,Ausländer,priv,337
23.11.2020,zh,2013,Primarstufe 3-8,Heim- und Sonderschule,F,CH,oef,280
23.11.2020,zh,2013,Primarstufe 3-8,Volksschule,M,CH,oef,28807
23.11.2020,zh,2013,Primarstufe 3-8,Heim- und Sonderschule,F,CH,priv,2
23.11.2020,zh,2013,Primarstufe 3-8,Volksschule,F,Ausländer,priv,994
23.11.2020,zh,2013,Primarstufe 3-8,Heim- und Sonderschule,M,CH,priv,3
23.11.2020,zh,2013,Primarstufe 3-8,Heim- und Sonderschule,F,Ausländer,oef,153
23.11.2020,zh,2013,Primarstufe 3-8,Heim- und Sonderschule,M,Ausländer,priv,6
23.11.2020,zh,2013,Primarstufe 3-8,Volksschule,F,Ausländer,oef,9308
23.11.2020,zh,2013,Primarstufe 3-8,Volksschule,F,CH,priv,1046
23.11.2020,zh,2013,Primarstufe 3-8,Volksschule,F,CH,oef,28241
23.11.2020,zh,2013,Primarstufe 3-8,Volksschule,M,CH,priv,1338
23.11.2020,zh,2013,Primarstufe 3-8,Heim- und Sonderschule,M,Ausländer,oef,375
23.11.2020,zh,2013,Primarstufe 3-8,Volksschule,M,Ausländer,oef,9600
23.11.2020,zh,2013,Primarstufe 3-8,Heim- und Sonderschule,M,CH,oef,652
23.11.2020,zh,2013,Primarstufe 3-8,Volksschule,M,Ausländer,priv,1013
23.11.2020,zh,2013,Sekundarstufe I,Volksschule,F,CH,priv,995
23.11.2020,zh,2013,Sekundarstufe I,Volksschule,M,CH,oef,11893
23.11.2020,zh,2013,Sekundarstufe I,Heim- und Sonderschule,M,CH,oef,439
23.11.2020,zh,2013,Sekundarstufe I,Volksschule,M,Ausländer,oef,3658
23.11.2020,zh,2013,Sekundarstufe I,Volksschule,M,Ausländer,priv,577
23.11.2020,zh,2013,Sekundarstufe I,Mittelschule,M,Ausländer,oef,381
23.11.2020,zh,2013,Sekundarstufe I,Volksschule,F,CH,oef,11004
23.11.2020,zh,2013,Sekundarstufe I,Heim- und Sonderschule,M,Ausländer,oef,189
23.11.2020,zh,2013,Sekundarstufe I,Mittelschule,F,CH,priv,130
23.11.2020,zh,2013,Sekundarstufe I,Mittelschule,M,CH,oef,2717
23.11.2020,zh,2013,Sekundarstufe I,Volksschule,F,Ausländer,priv,466
23.11.2020,zh,2013,Sekundarstufe I,Heim- und Sonderschule,F,Ausländer,oef,114
23.11.2020,zh,2013,Sekundarstufe I,Mittelschule,F,CH,oef,3312
23.11.2020,zh,2013,Sekundarstufe I,Volksschule,F,Ausländer,oef,3279
23.11.2020,zh,2013,Sekundarstufe I,Mittelschule,M,Ausländer,priv,44
23.11.2020,zh,2013,Sekundarstufe I,Mittelschule,M,CH,priv,148
23.11.2020,zh,2013,Sekundarstufe I,Heim- und Sonderschule,F,CH,priv,5
23.11.2020,zh,2013,Sekundarstufe I,Mittelschule,F,Ausländer,oef,482
23.11.2020,zh,2013,Sekundarstufe I,Volksschule,M,CH,priv,1359
23.11.2020,zh,2013,Sekundarstufe I,Mittelschule,F,Ausländer,priv,21
23.11.2020,zh,2013,Sekundarstufe I,Heim- und Sonderschule,M,CH,priv,15
23.11.2020,zh,2013,Sekundarstufe I,Heim- und Sonderschule,M,Ausländer,priv,4
23.11.2020,zh,2013,Sekundarstufe I,Heim- und Sonderschule,F,CH,oef,216
23.11.2020,zh,2013,Sekundarstufe II,Berufsfachschule,M,CH,priv,1589
23.11.2020,zh,2013,Sekundarstufe II,Mittelschule,F,CH,priv,813
23.11.2020,zh,2013,Sekundarstufe II,Mittelschule,F,Ausländer,oef,566
23.11.2020,zh,2013,Sekundarstufe II,Berufsfachschule,F,Ausländer,oef,3009
23.11.2020,zh,2013,Sekundarstufe II,Berufsfachschule,F,Ausländer,priv,286
23.11.2020,zh,2013,Sekundarstufe II,Brückenangebot,M,CH,oef,603
23.11.2020,zh,2013,Sekundarstufe II,Brückenangebot,M,Ausländer,oef,429
23.11.2020,zh,2013,Sekundarstufe II,Brückenangebot,F,CH,oef,647
23.11.2020,zh,2013,Sekundarstufe II,Berufsfachschule,M,Ausländer,oef,4097
23.11.2020,zh,2013,Sekundarstufe II,Mittelschule,M,Ausländer,priv,438
23.11.2020,zh,2013,Sekundarstufe II,Heim- und Sonderschule,F,CH,oef,64
23.11.2020,zh,2013,Sekundarstufe II,Brückenangebot,M,Ausländer,priv,10
23.11.2020,zh,2013,Sekundarstufe II,Brückenangebot,M,CH,priv,68
23.11.2020,zh,2013,Sekundarstufe II,Mittelschule,M,Ausländer,oef,453
23.11.2020,zh,2013,Sekundarstufe II,Heim- und Sonderschule,M,CH,oef,86
23.11.2020,zh,2013,Sekundarstufe II,Berufsfachschule,M,CH,oef,19499
23.11.2020,zh,2013,Sekundarstufe II,Brückenangebot,F,CH,priv,175
23.11.2020,zh,2013,Sekundarstufe II,Brückenangebot,F,Ausländer,priv,50
23.11.2020,zh,2013,Sekundarstufe II,Heim- und Sonderschule,M,Ausländer,oef,39
23.11.2020,zh,2013,Sekundarstufe II,Berufsfachschule,F,CH,priv,2589
23.11.2020,zh,2013,Sekundarstufe II,Mittelschule,M,CH,oef,3476
23.11.2020,zh,2013,Sekundarstufe II,Brückenangebot,F,Ausländer,oef,406
23.11.2020,zh,2013,Sekundarstufe II,Heim- und Sonderschule,F,Ausländer,oef,29
23.11.2020,zh,2013,Sekundarstufe II,Mittelschule,F,CH,oef,4633
23.11.2020,zh,2013,Sekundarstufe II,Mittelschule,M,CH,priv,673
23.11.2020,zh,2013,Sekundarstufe II,Berufsfachschule,F,CH,oef,15575
23.11.2020,zh,2013,Sekundarstufe II,Mittelschule,F,Ausländer,priv,430
23.11.2020,zh,2013,Sekundarstufe II,Berufsfachschule,M,Ausländer,priv,195
23.11.2020,zh,2013,Tertiärstufe,Universitäre Hochschule,M,Ausländer,oef,2094
23.11.2020,zh,2013,Tertiärstufe,Fachhochschule und pädagogische Hochschule,F,CH,priv,660
23.11.2020,zh,2013,Tertiärstufe,Höhere Berufsbildung,M,Ausländer,oef,607
23.11.2020,zh,2013,Tertiärstufe,Universitäre Hochschule,F,Ausländer,oef,2722
23.11.2020,zh,2013,Tertiärstufe,Fachhochschule und pädagogische Hochschule,M,Ausländer,oef,993
23.11.2020,zh,2013,Tertiärstufe,Fachhochschule und pädagogische Hochschule,F,Ausländer,priv,100
23.11.2020,zh,2013,Tertiärstufe,Universitäre Hochschule,M,CH,oef,9328
23.11.2020,zh,2013,Tertiärstufe,Fachhochschule und pädagogische Hochschule,M,Ausländer,priv,125
23.11.2020,zh,2013,Tertiärstufe,Höhere Berufsbildung,F,CH,oef,4248
23.11.2020,zh,2013,Tertiärstufe,Universitäre Hochschule,F,CH,oef,12243
23.11.2020,zh,2013,Tertiärstufe,Höhere Berufsbildung,F,Ausländer,priv,880
23.11.2020,zh,2013,Tertiärstufe,Höhere Berufsbildung,F,Ausländer,oef,517
23.11.2020,zh,2013,Tertiärstufe,Höhere Berufsbildung,M,CH,priv,3879
23.11.2020,zh,2013,Tertiärstufe,Höhere Berufsbildung,M,Ausländer,priv,933
23.11.2020,zh,2013,Tertiärstufe,Fachhochschule und pädagogische Hochschule,M,CH,priv,846
23.11.2020,zh,2013,Tertiärstufe,Fachhochschule und pädagogische Hochschule,M,CH,oef,7559
23.11.2020,zh,2013,Tertiärstufe,Fachhochschule und pädagogische Hochschule,F,CH,oef,9162
23.11.2020,zh,2013,Tertiärstufe,Fachhochschule und pädagogische Hochschule,F,Ausländer,oef,1313
23.11.2020,zh,2013,Tertiärstufe,Höhere Berufsbildung,F,CH,priv,3535
23.11.2020,zh,2013,Tertiärstufe,Höhere Berufsbildung,M,CH,oef,4523
23.11.2020,zh,2014,Primarstufe 1-2,Volksschule,M,CH,oef,10830
23.11.2020,zh,2014,Primarstufe 1-2,Heim- und Sonderschule,F,Ausländer,oef,24
23.11.2020,zh,2014,Primarstufe 1-2,Volksschule,F,Ausländer,priv,347
23.11.2020,zh,2014,Primarstufe 1-2,Heim- und Sonderschule,F,CH,oef,29
23.11.2020,zh,2014,Primarstufe 1-2,Volksschule,M,Ausländer,priv,455
23.11.2020,zh,2014,Primarstufe 1-2,Volksschule,M,Ausländer,oef,3690
23.11.2020,zh,2014,Primarstufe 1-2,Heim- und Sonderschule,M,CH,oef,97
23.11.2020,zh,2014,Primarstufe 1-2,Volksschule,M,CH,priv,547
23.11.2020,zh,2014,Primarstufe 1-2,Volksschule,F,CH,oef,10226
23.11.2020,zh,2014,Primarstufe 1-2,Volksschule,F,CH,priv,482
23.11.2020,zh,2014,Primarstufe 1-2,Heim- und Sonderschule,M,Ausländer,oef,72
23.11.2020,zh,2014,Primarstufe 1-2,Volksschule,F,Ausländer,oef,3472
23.11.2020,zh,2014,Primarstufe 3-8,Volksschule,M,Ausländer,priv,1075
23.11.2020,zh,2014,Primarstufe 3-8,Heim- und Sonderschule,M,CH,priv,5
23.11.2020,zh,2014,Primarstufe 3-8,Heim- und Sonderschule,F,CH,oef,287
23.11.2020,zh,2014,Primarstufe 3-8,Volksschule,M,CH,oef,29454
23.11.2020,zh,2014,Primarstufe 3-8,Volksschule,M,Ausländer,oef,9853
23.11.2020,zh,2014,Primarstufe 3-8,Heim- und Sonderschule,F,Ausländer,oef,152
23.11.2020,zh,2014,Primarstufe 3-8,Volksschule,F,CH,oef,28412
23.11.2020,zh,2014,Primarstufe 3-8,Volksschule,F,Ausländer,oef,9543
23.11.2020,zh,2014,Primarstufe 3-8,Volksschule,F,Ausländer,priv,977
23.11.2020,zh,2014,Primarstufe 3-8,Volksschule,M,CH,priv,1408
23.11.2020,zh,2014,Primarstufe 3-8,Heim- und Sonderschule,M,Ausländer,oef,384
23.11.2020,zh,2014,Primarstufe 3-8,Heim- und Sonderschule,M,CH,oef,652
23.11.2020,zh,2014,Primarstufe 3-8,Heim- und Sonderschule,M,Ausländer,priv,6
23.11.2020,zh,2014,Primarstufe 3-8,Volksschule,F,CH,priv,1113
23.11.2020,zh,2014,Sekundarstufe I,Mittelschule,F,Ausländer,priv,33
23.11.2020,zh,2014,Sekundarstufe I,Volksschule,M,CH,oef,11777
23.11.2020,zh,2014,Sekundarstufe I,Mittelschule,M,Ausländer,priv,42
23.11.2020,zh,2014,Sekundarstufe I,Volksschule,M,Ausländer,priv,576
23.11.2020,zh,2014,Sekundarstufe I,Heim- und Sonderschule,F,CH,oef,215
23.11.2020,zh,2014,Sekundarstufe I,Mittelschule,M,CH,oef,2758
23.11.2020,zh,2014,Sekundarstufe I,Mittelschule,F,CH,priv,127
23.11.2020,zh,2014,Sekundarstufe I,Heim- und Sonderschule,F,CH,priv,7
23.11.2020,zh,2014,Sekundarstufe I,Mittelschule,F,Ausländer,oef,454
23.11.2020,zh,2014,Sekundarstufe I,Volksschule,F,Ausländer,oef,3457
23.11.2020,zh,2014,Sekundarstufe I,Heim- und Sonderschule,M,Ausländer,priv,6
23.11.2020,zh,2014,Sekundarstufe I,Heim- und Sonderschule,M,CH,oef,403
23.11.2020,zh,2014,Sekundarstufe I,Heim- und Sonderschule,M,CH,priv,18
23.11.2020,zh,2014,Sekundarstufe I,Heim- und Sonderschule,F,Ausländer,priv,1
23.11.2020,zh,2014,Sekundarstufe I,Volksschule,M,Ausländer,oef,3687
23.11.2020,zh,2014,Sekundarstufe I,Mittelschule,M,Ausländer,oef,416
23.11.2020,zh,2014,Sekundarstufe I,Mittelschule,M,CH,priv,156
23.11.2020,zh,2014,Sekundarstufe I,Mittelschule,F,CH,oef,3257
23.11.2020,zh,2014,Sekundarstufe I,Heim- und Sonderschule,F,Ausländer,oef,84
23.11.2020,zh,2014,Sekundarstufe I,Volksschule,F,CH,oef,10978
23.11.2020,zh,2014,Sekundarstufe I,Volksschule,M,CH,priv,1352
23.11.2020,zh,2014,Sekundarstufe I,Heim- und Sonderschule,M,Ausländer,oef,201
23.11.2020,zh,2014,Sekundarstufe I,Volksschule,F,CH,priv,1001
23.11.2020,zh,2014,Sekundarstufe I,Volksschule,F,Ausländer,priv,450
23.11.2020,zh,2014,Sekundarstufe II,Mittelschule,M,CH,priv,722
23.11.2020,zh,2014,Sekundarstufe II,Heim- und Sonderschule,F,CH,oef,46
23.11.2020,zh,2014,Sekundarstufe II,Mittelschule,F,Ausländer,priv,417
23.11.2020,zh,2014,Sekundarstufe II,Heim- und Sonderschule,F,Ausländer,oef,30
23.11.2020,zh,2014,Sekundarstufe II,Brückenangebot,F,CH,oef,645
23.11.2020,zh,2014,Sekundarstufe II,Brückenangebot,M,Ausländer,oef,410
23.11.2020,zh,2014,Sekundarstufe II,Mittelschule,M,Ausländer,oef,432
23.11.2020,zh,2014,Sekundarstufe II,Brückenangebot,M,CH,oef,695
23.11.2020,zh,2014,Sekundarstufe II,Brückenangebot,M,Ausländer,priv,9
23.11.2020,zh,2014,Sekundarstufe II,Berufsfachschule,F,Ausländer,priv,255
23.11.2020,zh,2014,Sekundarstufe II,Berufsfachschule,M,Ausländer,priv,190
23.11.2020,zh,2014,Sekundarstufe II,Berufsfachschule,M,CH,priv,1558
23.11.2020,zh,2014,Sekundarstufe II,Heim- und Sonderschule,M,Ausländer,oef,32
23.11.2020,zh,2014,Sekundarstufe II,Mittelschule,F,CH,oef,4789
23.11.2020,zh,2014,Sekundarstufe II,Mittelschule,M,Ausländer,priv,411
23.11.2020,zh,2014,Sekundarstufe II,Brückenangebot,F,CH,priv,133
23.11.2020,zh,2014,Sekundarstufe II,Brückenangebot,F,Ausländer,oef,385
23.11.2020,zh,2014,Sekundarstufe II,Berufsfachschule,F,CH,priv,2401
23.11.2020,zh,2014,Sekundarstufe II,Berufsfachschule,M,Ausländer,oef,4152
23.11.2020,zh,2014,Sekundarstufe II,Berufsfachschule,F,Ausländer,oef,3089
23.11.2020,zh,2014,Sekundarstufe II,Berufsfachschule,M,CH,oef,19483
23.11.2020,zh,2014,Sekundarstufe II,Heim- und Sonderschule,M,CH,oef,80
23.11.2020,zh,2014,Sekundarstufe II,Mittelschule,F,Ausländer,oef,591
23.11.2020,zh,2014,Sekundarstufe II,Berufsfachschule,F,CH,oef,15330
23.11.2020,zh,2014,Sekundarstufe II,Mittelschule,F,CH,priv,810
23.11.2020,zh,2014,Sekundarstufe II,Brückenangebot,F,Ausländer,priv,32
23.11.2020,zh,2014,Sekundarstufe II,Mittelschule,M,CH,oef,3488
23.11.2020,zh,2014,Sekundarstufe II,Brückenangebot,M,CH,priv,55
23.11.2020,zh,2014,Tertiärstufe,Höhere Berufsbildung,M,CH,oef,4320
23.11.2020,zh,2014,Tertiärstufe,Fachhochschule und pädagogische Hochschule,F,CH,oef,9468
23.11.2020,zh,2014,Tertiärstufe,Höhere Berufsbildung,F,CH,oef,4353
23.11.2020,zh,2014,Tertiärstufe,Fachhochschule und pädagogische Hochschule,F,CH,priv,604
23.11.2020,zh,2014,Tertiärstufe,Fachhochschule und pädagogische Hochschule,M,CH,oef,7784
23.11.2020,zh,2014,Tertiärstufe,Universitäre Hochschule,F,CH,oef,12215
23.11.2020,zh,2014,Tertiärstufe,Fachhochschule und pädagogische Hochschule,M,CH,priv,824
23.11.2020,zh,2014,Tertiärstufe,Fachhochschule und pädagogische Hochschule,M,Ausländer,priv,121
23.11.2020,zh,2014,Tertiärstufe,Universitäre Hochschule,F,Ausländer,oef,2837
23.11.2020,zh,2014,Tertiärstufe,Universitäre Hochschule,M,Ausländer,oef,2085
23.11.2020,zh,2014,Tertiärstufe,Universitäre Hochschule,M,CH,oef,9219
23.11.2020,zh,2014,Tertiärstufe,Fachhochschule und pädagogische Hochschule,F,Ausländer,oef,1323
23.11.2020,zh,2014,Tertiärstufe,Höhere Berufsbildung,M,Ausländer,oef,518
23.11.2020,zh,2014,Tertiärstufe,Höhere Berufsbildung,M,Ausländer,priv,739
23.11.2020,zh,2014,Tertiärstufe,Höhere Berufsbildung,F,CH,priv,3770
23.11.2020,zh,2014,Tertiärstufe,Fachhochschule und pädagogische Hochschule,F,Ausländer,priv,81
23.11.2020,zh,2014,Tertiärstufe,Höhere Berufsbildung,M,CH,priv,4315
23.11.2020,zh,2014,Tertiärstufe,Höhere Berufsbildung,F,Ausländer,oef,490
23.11.2020,zh,2014,Tertiärstufe,Fachhochschule und pädagogische Hochschule,M,Ausländer,oef,939
23.11.2020,zh,2014,Tertiärstufe,Höhere Berufsbildung,F,Ausländer,priv,599
23.11.2020,zh,2015,Primarstufe 1-2,Volksschule,M,Ausländer,oef,3868
23.11.2020,zh,2015,Primarstufe 1-2,Heim- und Sonderschule,M,Ausländer,oef,76
23.11.2020,zh,2015,Primarstufe 1-2,Heim- und Sonderschule,F,Ausländer,oef,23
23.11.2020,zh,2015,Primarstufe 1-2,Heim- und Sonderschule,F,CH,oef,36
23.11.2020,zh,2015,Primarstufe 1-2,Volksschule,F,Ausländer,oef,3715
23.11.2020,zh,2015,Primarstufe 1-2,Volksschule,M,CH,priv,519
23.11.2020,zh,2015,Primarstufe 1-2,Volksschule,F,Ausländer,priv,367
23.11.2020,zh,2015,Primarstufe 1-2,Volksschule,M,CH,oef,11084
23.11.2020,zh,2015,Primarstufe 1-2,Volksschule,F,CH,priv,486
23.11.2020,zh,2015,Primarstufe 1-2,Volksschule,M,Ausländer,priv,455
23.11.2020,zh,2015,Primarstufe 1-2,Volksschule,F,CH,oef,10572
23.11.2020,zh,2015,Primarstufe 1-2,Heim- und Sonderschule,M,CH,oef,113
23.11.2020,zh,2015,Primarstufe 3-8,Volksschule,M,CH,priv,1450
23.11.2020,zh,2015,Primarstufe 3-8,Heim- und Sonderschule,F,CH,priv,1
23.11.2020,zh,2015,Primarstufe 3-8,Heim- und Sonderschule,F,CH,oef,254
23.11.2020,zh,2015,Primarstufe 3-8,Heim- und Sonderschule,M,Ausländer,oef,414
23.11.2020,zh,2015,Primarstufe 3-8,Volksschule,M,Ausländer,priv,1078
23.11.2020,zh,2015,Primarstufe 3-8,Volksschule,F,Ausländer,priv,981
23.11.2020,zh,2015,Primarstufe 3-8,Volksschule,M,CH,oef,30059
23.11.2020,zh,2015,Primarstufe 3-8,Heim- und Sonderschule,M,CH,oef,614
23.11.2020,zh,2015,Primarstufe 3-8,Heim- und Sonderschule,M,CH,priv,3
23.11.2020,zh,2015,Primarstufe 3-8,Volksschule,M,Ausländer,oef,10226
23.11.2020,zh,2015,Primarstufe 3-8,Heim- und Sonderschule,F,Ausländer,oef,167
23.11.2020,zh,2015,Primarstufe 3-8,Volksschule,F,Ausländer,oef,9818
23.11.2020,zh,2015,Primarstufe 3-8,Volksschule,F,CH,oef,28869
23.11.2020,zh,2015,Primarstufe 3-8,Heim- und Sonderschule,M,Ausländer,priv,3
23.11.2020,zh,2015,Primarstufe 3-8,Volksschule,F,CH,priv,1145
23.11.2020,zh,2015,Primarstufe 3-8,Heim- und Sonderschule,F,Ausländer,priv,1
23.11.2020,zh,2015,Sekundarstufe I,Volksschule,M,Ausländer,priv,578
23.11.2020,zh,2015,Sekundarstufe I,Volksschule,M,CH,priv,1319
23.11.2020,zh,2015,Sekundarstufe I,Heim- und Sonderschule,M,Ausländer,priv,6
23.11.2020,zh,2015,Sekundarstufe I,Heim- und Sonderschule,F,CH,oef,210
23.11.2020,zh,2015,Sekundarstufe I,Volksschule,F,Ausländer,oef,3519
23.11.2020,zh,2015,Sekundarstufe I,Mittelschule,F,Ausländer,oef,483
23.11.2020,zh,2015,Sekundarstufe I,Heim- und Sonderschule,F,CH,priv,8
23.11.2020,zh,2015,Sekundarstufe I,Mittelschule,M,CH,priv,148
23.11.2020,zh,2015,Sekundarstufe I,Volksschule,M,Ausländer,oef,3678
23.11.2020,zh,2015,Sekundarstufe I,Heim- und Sonderschule,F,Ausländer,priv,1
23.11.2020,zh,2015,Sekundarstufe I,Mittelschule,M,CH,oef,2806
23.11.2020,zh,2015,Sekundarstufe I,Heim- und Sonderschule,M,Ausländer,oef,190
23.11.2020,zh,2015,Sekundarstufe I,Volksschule,F,CH,oef,10923
23.11.2020,zh,2015,Sekundarstufe I,Volksschule,F,Ausländer,priv,481
23.11.2020,zh,2015,Sekundarstufe I,Mittelschule,F,CH,oef,3328
23.11.2020,zh,2015,Sekundarstufe I,Mittelschule,F,CH,priv,137
23.11.2020,zh,2015,Sekundarstufe I,Heim- und Sonderschule,M,CH,priv,14
23.11.2020,zh,2015,Sekundarstufe I,Volksschule,F,CH,priv,994
23.11.2020,zh,2015,Sekundarstufe I,Mittelschule,M,Ausländer,priv,58
23.11.2020,zh,2015,Sekundarstufe I,Mittelschule,M,Ausländer,oef,480
23.11.2020,zh,2015,Sekundarstufe I,Volksschule,M,CH,oef,11606
23.11.2020,zh,2015,Sekundarstufe I,Heim- und Sonderschule,M,CH,oef,408
23.11.2020,zh,2015,Sekundarstufe I,Heim- und Sonderschule,F,Ausländer,oef,82
23.11.2020,zh,2015,Sekundarstufe I,Mittelschule,F,Ausländer,priv,41
23.11.2020,zh,2015,Sekundarstufe II,Mittelschule,M,CH,oef,3547
23.11.2020,zh,2015,Sekundarstufe II,Brückenangebot,F,Ausländer,oef,348
23.11.2020,zh,2015,Sekundarstufe II,Berufsfachschule,F,CH,oef,15045
23.11.2020,zh,2015,Sekundarstufe II,Mittelschule,F,Ausländer,oef,608
23.11.2020,zh,2015,Sekundarstufe II,Mittelschule,M,Ausländer,priv,449
23.11.2020,zh,2015,Sekundarstufe II,Brückenangebot,M,Ausländer,priv,9
23.11.2020,zh,2015,Sekundarstufe II,Brückenangebot,F,Ausländer,priv,30
23.11.2020,zh,2015,Sekundarstufe II,Brückenangebot,F,CH,priv,131
23.11.2020,zh,2015,Sekundarstufe II,Berufsfachschule,M,CH,priv,1425
23.11.2020,zh,2015,Sekundarstufe II,Heim- und Sonderschule,F,Ausländer,oef,25
23.11.2020,zh,2015,Sekundarstufe II,Berufsfachschule,M,Ausländer,oef,4175
23.11.2020,zh,2015,Sekundarstufe II,Mittelschule,M,CH,priv,730
23.11.2020,zh,2015,Sekundarstufe II,Brückenangebot,F,CH,oef,598
23.11.2020,zh,2015,Sekundarstufe II,Berufsfachschule,F,CH,priv,2192
23.11.2020,zh,2015,Sekundarstufe II,Berufsfachschule,F,Ausländer,priv,148
23.11.2020,zh,2015,Sekundarstufe II,Heim- und Sonderschule,F,CH,oef,45
23.11.2020,zh,2015,Sekundarstufe II,Brückenangebot,M,Ausländer,oef,417
23.11.2020,zh,2015,Sekundarstufe II,Brückenangebot,M,CH,priv,56
23.11.2020,zh,2015,Sekundarstufe II,Berufsfachschule,F,Ausländer,oef,3110
23.11.2020,zh,2015,Sekundarstufe II,Heim- und Sonderschule,M,Ausländer,oef,35
23.11.2020,zh,2015,Sekundarstufe II,Berufsfachschule,M,Ausländer,priv,166
23.11.2020,zh,2015,Sekundarstufe II,Mittelschule,M,Ausländer,oef,441
23.11.2020,zh,2015,Sekundarstufe II,Mittelschule,F,CH,oef,4777
23.11.2020,zh,2015,Sekundarstufe II,Berufsfachschule,M,CH,oef,19234
23.11.2020,zh,2015,Sekundarstufe II,Heim- und Sonderschule,M,CH,oef,80
23.11.2020,zh,2015,Sekundarstufe II,Brückenangebot,M,CH,oef,656
23.11.2020,zh,2015,Sekundarstufe II,Mittelschule,F,CH,priv,791
