JAHR;GEMEINDE_BFS_NR;GEMEINDE;BEZIRK_CODE;BEZIRK;REGION_CODE;REGION;HEIMAT_CODE;HEIMAT;GESCHLECHT_CODE;GESCHLECHT;ANZAHL_PERSONEN
2010;28;Flaach;102;Bezirk Andelfingen;110;Weinland;2;Ausland;2;Frau;56
2018;28;Flaach;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;124
2011;28;Flaach;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;1;Mann;523
2015;29;Flurlingen;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;117
2019;29;Flurlingen;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;105
2012;29;Flurlingen;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;118
2010;29;Flurlingen;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;1;Mann;614
2013;29;Flurlingen;102;Bezirk Andelfingen;110;Weinland;2;Ausland;2;Frau;91
2010;29;Flurlingen;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;106
2015;29;Flurlingen;102;Bezirk Andelfingen;110;Weinland;2;Ausland;2;Frau;105
2018;29;Flurlingen;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;2;Frau;619
2015;29;Flurlingen;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;1;Mann;611
2011;29;Flurlingen;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;115
2019;29;Flurlingen;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;1;Mann;644
2017;30;Andelfingen;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;2;Frau;1003
2010;30;Andelfingen;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;138
2013;30;Andelfingen;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;2;Frau;934
2016;30;Andelfingen;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;161
2011;30;Andelfingen;102;Bezirk Andelfingen;110;Weinland;2;Ausland;2;Frau;121
2011;30;Andelfingen;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;1;Mann;812
2014;31;Henggart;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;129
2017;31;Henggart;102;Bezirk Andelfingen;110;Weinland;2;Ausland;2;Frau;98
2014;31;Henggart;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;1;Mann;969
2011;31;Henggart;102;Bezirk Andelfingen;110;Weinland;2;Ausland;2;Frau;89
2016;31;Henggart;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;1;Mann;978
2010;31;Henggart;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;2;Frau;1050
2012;31;Henggart;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;1;Mann;980
2013;32;Humlikon;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;2;Frau;220
2015;32;Humlikon;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;2;Frau;237
2011;32;Humlikon;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;12
2011;32;Humlikon;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;2;Frau;218
2018;32;Humlikon;102;Bezirk Andelfingen;110;Weinland;2;Ausland;2;Frau;18
2013;33;Kleinandelfingen;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;136
2014;33;Kleinandelfingen;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;142
2012;33;Kleinandelfingen;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;1;Mann;867
2012;33;Kleinandelfingen;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;2;Frau;932
2017;34;Laufen-Uhwiesen;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;117
2020;34;Laufen-Uhwiesen;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;124
2018;34;Laufen-Uhwiesen;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;121
2011;34;Laufen-Uhwiesen;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;1;Mann;686
2016;34;Laufen-Uhwiesen;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;1;Mann;713
2010;34;Laufen-Uhwiesen;102;Bezirk Andelfingen;110;Weinland;2;Ausland;2;Frau;69
2015;35;Marthalen;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;2;Frau;886
2017;35;Marthalen;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;116
2012;35;Marthalen;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;99
2013;35;Marthalen;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;104
2018;35;Marthalen;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;2;Frau;858
2017;35;Marthalen;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;2;Frau;883
2014;35;Marthalen;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;2;Frau;895
2014;35;Marthalen;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;1;Mann;880
2016;35;Marthalen;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;1;Mann;842
2014;37;Ossingen;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;57
2019;37;Ossingen;102;Bezirk Andelfingen;110;Weinland;2;Ausland;2;Frau;91
2020;37;Ossingen;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;1;Mann;761
2017;37;Ossingen;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;83
2012;38;Rheinau;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;1;Mann;524
2016;38;Rheinau;102;Bezirk Andelfingen;110;Weinland;2;Ausland;2;Frau;116
2013;39;Thalheim a.d.Th.;102;Bezirk Andelfingen;110;Weinland;2;Ausland;2;Frau;41
2017;39;Thalheim a.d.Th.;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;2;Frau;420
2012;39;Thalheim a.d.Th.;102;Bezirk Andelfingen;110;Weinland;2;Ausland;2;Frau;40
2019;39;Thalheim a.d.Th.;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;1;Mann;431
2017;39;Thalheim a.d.Th.;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;39
2020;39;Thalheim a.d.Th.;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;1;Mann;442
2020;39;Thalheim a.d.Th.;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;50
2014;40;Trüllikon;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;2;Frau;451
2019;40;Trüllikon;102;Bezirk Andelfingen;110;Weinland;2;Ausland;2;Frau;33
2015;40;Trüllikon;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;51
2011;40;Trüllikon;102;Bezirk Andelfingen;110;Weinland;2;Ausland;2;Frau;31
2014;40;Trüllikon;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;1;Mann;469
2014;40;Trüllikon;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;55
2016;40;Trüllikon;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;1;Mann;499
2012;40;Trüllikon;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;2;Frau;452
2019;40;Trüllikon;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;2;Frau;475
2014;41;Truttikon;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;2;Frau;230
2014;41;Truttikon;102;Bezirk Andelfingen;110;Weinland;2;Ausland;2;Frau;9
2012;41;Truttikon;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;18
2013;41;Truttikon;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;2;Frau;228
2016;41;Truttikon;102;Bezirk Andelfingen;110;Weinland;2;Ausland;2;Frau;11
2011;41;Truttikon;102;Bezirk Andelfingen;110;Weinland;2;Ausland;2;Frau;11
2012;41;Truttikon;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;2;Frau;232
2012;43;Volken;102;Bezirk Andelfingen;110;Weinland;1;Schweiz;2;Frau;126
2015;43;Volken;102;Bezirk Andelfingen;110;Weinland;2;Ausland;1;Mann;17
2014;43;Volken;102;Bezirk Andelfingen;110;Weinland;2;Ausland;2;Frau;18
2020;51;Bachenbülach;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;497
2018;51;Bachenbülach;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;543
2020;51;Bachenbülach;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;544
2017;51;Bachenbülach;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;1574
2019;51;Bachenbülach;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;490
2010;51;Bachenbülach;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;1494
2015;52;Bassersdorf;103;Bezirk Bülach;102;Glattal;1;Schweiz;1;Mann;4313
2019;52;Bassersdorf;103;Bezirk Bülach;102;Glattal;1;Schweiz;2;Frau;4515
2014;52;Bassersdorf;103;Bezirk Bülach;102;Glattal;1;Schweiz;2;Frau;4445
2016;52;Bassersdorf;103;Bezirk Bülach;102;Glattal;2;Ausland;1;Mann;1466
2013;53;Bülach;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;1;Mann;6622
2012;53;Bülach;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;2282
2014;53;Bülach;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;2509
2018;53;Bülach;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;7627
2019;53;Bülach;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;2877
2016;53;Bülach;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;7400
2016;53;Bülach;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;2678
2013;53;Bülach;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;7163
2010;54;Dietlikon;103;Bezirk Bülach;102;Glattal;2;Ausland;2;Frau;708
2012;54;Dietlikon;103;Bezirk Bülach;102;Glattal;2;Ausland;1;Mann;869
2015;54;Dietlikon;103;Bezirk Bülach;102;Glattal;2;Ausland;1;Mann;949
2015;54;Dietlikon;103;Bezirk Bülach;102;Glattal;2;Ausland;2;Frau;868
2013;55;Eglisau;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;513
2016;55;Eglisau;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;626
2010;55;Eglisau;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;357
2015;55;Eglisau;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;551
2018;55;Eglisau;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;626
2010;55;Eglisau;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;420
2020;56;Embrach;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;3482
2010;56;Embrach;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;1;Mann;3349
2014;56;Embrach;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;3428
2019;56;Embrach;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;3446
2014;56;Embrach;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;1;Mann;3331
2018;56;Embrach;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;1384
2019;56;Embrach;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;1235
2013;56;Embrach;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;3431
2013;56;Embrach;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;1003
2017;56;Embrach;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;1197
2016;57;Freienstein-Teufen;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;1;Mann;992
2016;57;Freienstein-Teufen;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;1014
2019;57;Freienstein-Teufen;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;1017
2015;57;Freienstein-Teufen;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;136
2011;57;Freienstein-Teufen;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;994
2014;57;Freienstein-Teufen;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;128
2010;57;Freienstein-Teufen;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;156
2020;57;Freienstein-Teufen;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;191
2013;57;Freienstein-Teufen;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;1005
2016;58;Glattfelden;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;540
2012;58;Glattfelden;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;546
2020;58;Glattfelden;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;585
2017;58;Glattfelden;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;690
2013;59;Hochfelden;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;888
2013;59;Hochfelden;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;136
2012;59;Hochfelden;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;1;Mann;831
2018;59;Hochfelden;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;144
2013;59;Hochfelden;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;154
2012;59;Hochfelden;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;154
2014;59;Hochfelden;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;884
2010;60;Höri;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;868
2012;60;Höri;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;360
2011;60;Höri;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;1;Mann;844
2010;60;Höri;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;407
2018;61;Hüntwangen;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;1;Mann;464
2020;61;Hüntwangen;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;1;Mann;482
2012;61;Hüntwangen;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;419
2016;61;Hüntwangen;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;58
2016;61;Hüntwangen;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;1;Mann;467
2018;61;Hüntwangen;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;447
2018;62;Kloten;103;Bezirk Bülach;102;Glattal;2;Ausland;1;Mann;3536
2011;62;Kloten;103;Bezirk Bülach;102;Glattal;1;Schweiz;2;Frau;6530
2019;62;Kloten;103;Bezirk Bülach;102;Glattal;2;Ausland;2;Frau;3007
2019;63;Lufingen;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;241
2013;63;Lufingen;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;143
2020;63;Lufingen;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;256
2019;63;Lufingen;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;1;Mann;1001
2010;63;Lufingen;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;1;Mann;748
2018;63;Lufingen;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;236
2017;63;Lufingen;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;926
2012;63;Lufingen;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;1;Mann;783
2017;63;Lufingen;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;1;Mann;976
2010;64;Nürensdorf;103;Bezirk Bülach;102;Glattal;2;Ausland;1;Mann;356
2019;64;Nürensdorf;103;Bezirk Bülach;102;Glattal;1;Schweiz;2;Frau;2351
2012;64;Nürensdorf;103;Bezirk Bülach;102;Glattal;2;Ausland;2;Frau;350
2017;64;Nürensdorf;103;Bezirk Bülach;102;Glattal;1;Schweiz;2;Frau;2359
2013;65;Oberembrach;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;497
2011;65;Oberembrach;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;54
2015;65;Oberembrach;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;67
2016;66;Opfikon;103;Bezirk Bülach;102;Glattal;1;Schweiz;1;Mann;5388
2020;66;Opfikon;103;Bezirk Bülach;102;Glattal;1;Schweiz;2;Frau;5738
2017;66;Opfikon;103;Bezirk Bülach;102;Glattal;1;Schweiz;1;Mann;5533
2014;66;Opfikon;103;Bezirk Bülach;102;Glattal;2;Ausland;1;Mann;4061
2019;67;Rafz;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;1;Mann;1818
2011;67;Rafz;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;345
2010;67;Rafz;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;312
2011;67;Rafz;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;1692
2015;67;Rafz;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;1734
2016;67;Rafz;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;1747
2018;67;Rafz;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;510
2016;67;Rafz;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;435
2015;68;Rorbas;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;1;Mann;996
2013;68;Rorbas;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;314
2017;68;Rorbas;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;395
2016;69;Wallisellen;103;Bezirk Bülach;102;Glattal;1;Schweiz;2;Frau;5673
2011;69;Wallisellen;103;Bezirk Bülach;102;Glattal;2;Ausland;1;Mann;2125
2010;69;Wallisellen;103;Bezirk Bülach;102;Glattal;2;Ausland;1;Mann;1999
2016;69;Wallisellen;103;Bezirk Bülach;102;Glattal;1;Schweiz;1;Mann;5345
2010;69;Wallisellen;103;Bezirk Bülach;102;Glattal;2;Ausland;2;Frau;1736
2017;69;Wallisellen;103;Bezirk Bülach;102;Glattal;2;Ausland;1;Mann;2607
2013;69;Wallisellen;103;Bezirk Bülach;102;Glattal;2;Ausland;2;Frau;2005
2015;69;Wallisellen;103;Bezirk Bülach;102;Glattal;2;Ausland;1;Mann;2541
2014;69;Wallisellen;103;Bezirk Bülach;102;Glattal;1;Schweiz;1;Mann;5223
2011;69;Wallisellen;103;Bezirk Bülach;102;Glattal;1;Schweiz;1;Mann;4917
2015;69;Wallisellen;103;Bezirk Bülach;102;Glattal;1;Schweiz;1;Mann;5281
2020;69;Wallisellen;103;Bezirk Bülach;102;Glattal;2;Ausland;2;Frau;2499
2020;70;Wasterkingen;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;251
2018;70;Wasterkingen;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;23
2011;70;Wasterkingen;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;22
2019;71;Wil;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;2;Frau;640
2018;71;Wil;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;65
2019;71;Wil;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;80
2020;71;Wil;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;105
2012;71;Wil;103;Bezirk Bülach;111;Zürcher Unterland;1;Schweiz;1;Mann;604
2014;71;Wil;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;76
2013;72;Winkel;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;265
2020;72;Winkel;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;2;Frau;341
2014;72;Winkel;103;Bezirk Bülach;111;Zürcher Unterland;2;Ausland;1;Mann;309
2012;81;Bachs;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;260
2011;81;Bachs;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;254
2016;81;Bachs;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;1;Mann;42
2015;81;Bachs;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;260
2019;81;Bachs;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;1;Mann;45
2014;82;Boppelsen;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;2;Frau;76
2017;82;Boppelsen;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;2;Frau;90
2016;82;Boppelsen;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;2;Frau;77
2020;82;Boppelsen;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;2;Frau;643
2011;83;Buchs;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;2;Frau;591
2012;83;Buchs;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;1;Mann;2345
2020;83;Buchs;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;2;Frau;2441
2019;83;Buchs;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;1;Mann;907
2014;83;Buchs;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;1;Mann;2343
2015;84;Dällikon;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;2;Frau;1410
2010;84;Dällikon;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;2;Frau;1318
2020;84;Dällikon;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;2;Frau;1487
2014;84;Dällikon;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;1;Mann;1387
2017;84;Dällikon;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;2;Frau;540
2014;84;Dällikon;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;2;Frau;1401
2012;85;Dänikon;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;2;Frau;716
2018;85;Dänikon;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;2;Frau;693
2014;85;Dänikon;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;1;Mann;276
2012;85;Dänikon;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;1;Mann;693
2019;85;Dänikon;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;2;Frau;226
2014;85;Dänikon;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;2;Frau;711
2011;86;Dielsdorf;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;2068
2011;86;Dielsdorf;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;1;Mann;818
2011;86;Dielsdorf;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;2;Frau;750
2020;86;Dielsdorf;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;1957
2018;87;Hüttikon;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;1;Mann;70
2018;87;Hüttikon;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;2;Frau;404
2015;87;Hüttikon;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;2;Frau;62
2014;87;Hüttikon;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;1;Mann;58
2018;87;Hüttikon;104;Bezirk Dielsdorf;103;Furttal;1;Schweiz;1;Mann;387
2012;87;Hüttikon;104;Bezirk Dielsdorf;103;Furttal;2;Ausland;1;Mann;48
2020;88;Neerach;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;1354
2012;88;Neerach;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;1324
2018;88;Neerach;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;1;Mann;216
2019;88;Neerach;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;2;Frau;196
2011;89;Niederglatt;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;1766
2015;89;Niederglatt;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;1;Mann;649
2018;89;Niederglatt;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;2;Frau;620
2014;89;Niederglatt;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;1703
2018;89;Niederglatt;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;1796
2013;89;Niederglatt;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;1760
2019;89;Niederglatt;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;1;Mann;680
2020;89;Niederglatt;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;2;Frau;610
2019;89;Niederglatt;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;1871
2019;90;Niederhasli;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;2;Frau;1120
2019;90;Niederhasli;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;3375
2018;90;Niederhasli;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;1;Mann;1253
2010;90;Niederhasli;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;1;Mann;1112
2014;90;Niederhasli;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;2;Frau;1079
2018;90;Niederhasli;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;3372
2018;91;Niederweningen;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;2;Frau;245
2019;91;Niederweningen;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;1262
2015;91;Niederweningen;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;1198
2015;91;Niederweningen;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;1191
2014;91;Niederweningen;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;1;Mann;244
2013;91;Niederweningen;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;1196
2012;92;Oberglatt;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;2;Frau;1990
2013;92;Oberglatt;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;2;Frau;1055
2014;92;Oberglatt;104;Bezirk Dielsdorf;111;Zürcher Unterland;1;Schweiz;1;Mann;2116
2018;92;Oberglatt;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;1;Mann;1399
2010;92;Oberglatt;104;Bezirk Dielsdorf;111;Zürcher Unterland;2;Ausland;2;Frau;914
