data_name;organization_name;division_name;department_name;body_name;published;published_format;published_source;published_ressource;accrualPeriodicity;release_status;status_description;status_updated;dct:issued;dct:publisher;dct:title
steuerertrag-von-naturlichen-personen-mio-fr;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;steuerertrag-von-naturlichen-personen-mio-fr
anteil-grundsteuern-am-steuerertrag;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;anteil-grundsteuern-am-steuerertrag
baulandpreis-75-quantil-fr-m2;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;baulandpreis-75-quantil-fr-m2
arbeitslosenanteil-an-bevolkerung-15-64-jahre;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;arbeitslosenanteil-an-bevolkerung-15-64-jahre
kuhe-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;kuhe-anz
total-beschaftigte-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;total-beschaftigte-anz
abstimmungsarchiv-des-kantons-zurich;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;26.02.2016;statistisches-amt-kanton-zuerich;abstimmungsarchiv-des-kantons-zurich
wahlarchiv-des-kantons-zuerich;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;25.03.2019;statistisches-amt-kanton-zuerich;wahlarchiv-des-kantons-zuerich
leerwohnungen-total-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;02.09.2016;statistisches-amt-kanton-zuerich;leerwohnungen-total-anz
steuerfuss-juristische-personen;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;18.11.2016;statistisches-amt-kanton-zuerich;steuerfuss-juristische-personen
baulandpreis-median-fr-m2;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;baulandpreis-median-fr-m2
anteil-der-jur-pers-am-steuerertrag;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;anteil-der-jur-pers-am-steuerertrag
arbeitslose-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;arbeitslose-anz
steuerertrag-von-juristischen-personen-mio-fr;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;steuerertrag-von-juristischen-personen-mio-fr
hohe-m-u-m;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;hohe-m-u-m
mikrobetriebe-0-9-vza-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;mikrobetriebe-0-9-vza-anz
ov-anteil-modal-split;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;ov-anteil-modal-split
schweine-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;schweine-anz
echtzeitdaten-am-abstimmungstag;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;26.02.2016;statistisches-amt-kanton-zuerich;echtzeitdaten-am-abstimmungstag
altersquotient;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;altersquotient
krw-wahleranteil-svp;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;krw-wahleranteil-svp
anteil-landwirtschaftsflache;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;anteil-landwirtschaftsflache
steuerb-einkommen-naturl-pers-75-quantil-fr;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;steuerb-einkommen-naturl-pers-75-quantil-fr
grosse-betriebe-250-vza-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;grosse-betriebe-250-vza-anz
anteil-efh-am-wohnungsbestand;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;anteil-efh-am-wohnungsbestand
miv-wege-quell-ziel-und-binnenverkehr-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;miv-wege-quell-ziel-und-binnenverkehr-anz
krw-wahleranteil-cvp;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;krw-wahleranteil-cvp
bevolkerungszunahme-5-jahre-pers;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bevolkerungszunahme-5-jahre-pers
bevolkerung-anteil-40-64-jahrige;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bevolkerung-anteil-40-64-jahrige
bevolkerung-anteil-0-14-jahrige;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bevolkerung-anteil-0-14-jahrige
panaschierstatistik-zu-den-zuercher-kantonsratswahlen;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;19.03.2019;statistisches-amt-kanton-zuerich;panaschierstatistik-zu-den-zuercher-kantonsratswahlen
finanzvermogen-fr-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;finanzvermogen-fr-einw
finanzausgleich-des-kantons-zurich;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;18.06.2018;statistisches-amt-kanton-zuerich;finanzausgleich-des-kantons-zurich
unternehmensgrundungen-sektor-3-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;unternehmensgrundungen-sektor-3-anz
schul-hoh-berufsausbildung-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;schul-hoh-berufsausbildung-anz
neu-gegrundete-unternehmen-total-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;26.05.2017;statistisches-amt-kanton-zuerich;neu-gegrundete-unternehmen-total-anz
nettoaufwand-kultur-und-freizeit-fr-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;nettoaufwand-kultur-und-freizeit-fr-einw
durchschnittliche-haushaltsgrosse-pers;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;durchschnittliche-haushaltsgrosse-pers
baulandpreis-modell-25-quantil-fr-m2;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;baulandpreis-modell-25-quantil-fr-m2
bevolkerung-durchschnittsalter-jahre;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bevolkerung-durchschnittsalter-jahre
hotelbetten-pro-hotel-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;hotelbetten-pro-hotel-anz
wasserverbrauch-pro-tag-und-kopf-liter;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;wasserverbrauch-pro-tag-und-kopf-liter
steuerb-einkommen-naturl-pers-25-quantil-fr;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;steuerb-einkommen-naturl-pers-25-quantil-fr
restaurants-pro-1000-einwohner-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;restaurants-pro-1000-einwohner-anz
bauinvestitionen-fr-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bauinvestitionen-fr-einw
studierende-fachhochschule-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;studierende-fachhochschule-anz
kapitaldienstanteil;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;kapitaldienstanteil
nettoaufwand-gesundheit-fr-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;nettoaufwand-gesundheit-fr-einw
personenwagen-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;personenwagen-anz
schafe-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;schafe-anz
wahlbeteiligung-kantonsrat;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;wahlbeteiligung-kantonsrat
bevolkerung-anteil-15-19-jahrige;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bevolkerung-anteil-15-19-jahrige
rinderviehbestand-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;rinderviehbestand-anz
o-eigenkapital-steuerpfl-jur-pers-1000-fr;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;o-eigenkapital-steuerpfl-jur-pers-1000-fr
zuzuge;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;zuzuge
zuzuge-pers;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;zuzuge-pers
bevolkerung-katholisch-pers;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bevolkerung-katholisch-pers
anteil-gk-e;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;22.09.2016;statistisches-amt-kanton-zuerich;anteil-gk-e
neu-gegrundete-unternehmen-sektor-3-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;26.05.2017;statistisches-amt-kanton-zuerich;neu-gegrundete-unternehmen-sektor-3-anz
bevolkerung-anteil-65-79-jahrige;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bevolkerung-anteil-65-79-jahrige
efh-bestand-whg;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;efh-bestand-whg
bevolkerungszunahme-5-jahre;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bevolkerungszunahme-5-jahre
motorfahrzeuge-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;motorfahrzeuge-anz
bevolkerung-frauen-pers;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bevolkerung-frauen-pers
bauzonen-uberbaut-ha;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bauzonen-uberbaut-ha
steuerkraft-pro-kopf-arith-mittel-3-jh-fr;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;steuerkraft-pro-kopf-arith-mittel-3-jh-fr
anteil-6-und-mehr-personenhaushalte;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;anteil-6-und-mehr-personenhaushalte
kehrichtmengen-tonnen;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;kehrichtmengen-tonnen
anteil-3-personenhaushalte;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;anteil-3-personenhaushalte
heiraten-pro-1000-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;heiraten-pro-1000-einw
bevolkerung-heimat-schweiz-pers;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bevolkerung-heimat-schweiz-pers
gesamtaufwand-o-finanzen-u-steuern-fr-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;gesamtaufwand-o-finanzen-u-steuern-fr-einw
anteil-1-zi-wohnungen;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;anteil-1-zi-wohnungen
arbeitsstatten-im-tertiarsektor-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;arbeitsstatten-im-tertiarsektor-anz
bevolkerung-heimat-ausland-pers;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bevolkerung-heimat-ausland-pers
nrw-wahleranteil-cvp;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;nrw-wahleranteil-cvp
mittlere-betriebe-50-249-vza-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;mittlere-betriebe-50-249-vza-anz
kleine-betriebe-10-49-vza-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;kleine-betriebe-10-49-vza-anz
schul-hoh-berufsausbild-pro-1000-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;schul-hoh-berufsausbild-pro-1000-einw
unternehmensgrundungen-total-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;unternehmensgrundungen-total-anz
bauzonen-uberbaut-pro-kopf-m2einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bauzonen-uberbaut-pro-kopf-m2einw
selbstfinanzierungsanteil;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;selbstfinanzierungsanteil
total-arbeitsstatten-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;total-arbeitsstatten-anz
personenwagen-pro-1000-einwohner-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;personenwagen-pro-1000-einwohner-anz
motorrader-pro-1000-einwohner-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;motorrader-pro-1000-einwohner-anz
wahlbeteiligung-nationalrat;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;wahlbeteiligung-nationalrat
hotelbetten-anz;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;hotelbetten-anz
miv-anteil-modal-split;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;miv-anteil-modal-split
bevolkerung-pers;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;bevolkerung-pers
zinsbelastungsanteil;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;zinsbelastungsanteil
nettoaufwand-finanzen-und-steuern-fr-einw;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;nettoaufwand-finanzen-und-steuern-fr-einw
geb-vol-wohnen-anteil;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;geb-vol-wohnen-anteil
anteil-6-zi-wohnungen;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;20.01.2016;statistisches-amt-kanton-zuerich;anteil-6-zi-wohnungen
anteil-gk-a;Statistisches Amt;;Direktion der Justiz und des Innern;Kanton Zürich;;;;;;5 ist als OGD publiziert;;31.08.2019;22.09.2016;statistisches-amt-kanton-zuerich;anteil-gk-a
