GEFIS_EINHEIT,GEBIET_NAME,THEMA_NAME,SET_NAME,SUBSET_NAME,SUBSUBSET_NAME,INDIKATOR_ID,INDIKATOR_NAME,INDIKATOR_JAHR,INDIKATOR_VALUE,EINHEIT_KURZ,EINHEIT_LANG,
815200E,Opfikon, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2000,5795,Fr./Einw.,Franken pro Einwohner,
815200E,Opfikon, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2001,5222,Fr./Einw.,Franken pro Einwohner,
815200E,Opfikon, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2002,3305,Fr./Einw.,Franken pro Einwohner,
815200E,Opfikon, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2003,3300,Fr./Einw.,Franken pro Einwohner,
815200E,Opfikon, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2004,4850,Fr./Einw.,Franken pro Einwohner,
815200E,Opfikon, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2005,5595,Fr./Einw.,Franken pro Einwohner,
815200E,Opfikon, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2006,7116,Fr./Einw.,Franken pro Einwohner,
815200E,Opfikon, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2007,6204,Fr./Einw.,Franken pro Einwohner,
815200E,Opfikon, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2008,4858,Fr./Einw.,Franken pro Einwohner,
815200E,Opfikon, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2009,5373,Fr./Einw.,Franken pro Einwohner,
815200E,Opfikon, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2010,4557,Fr./Einw.,Franken pro Einwohner,
815200E,Opfikon, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2011,4134,Fr./Einw.,Franken pro Einwohner,
815200E,Opfikon, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2012,3179,Fr./Einw.,Franken pro Einwohner,
815200E,Opfikon, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2013,2816,Fr./Einw.,Franken pro Einwohner,
815200E,Opfikon, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2014,2400,Fr./Einw.,Franken pro Einwohner,
815200E,Opfikon, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2015,1948,Fr./Einw.,Franken pro Einwohner,
815200E,Opfikon, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2016,1593,Fr./Einw.,Franken pro Einwohner,
815200E,Opfikon, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2017,1561,Fr./Einw.,Franken pro Einwohner,
815300E,Rümlang, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],1990,1853,Fr./Einw.,Franken pro Einwohner,
815300E,Rümlang, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],1991,1079,Fr./Einw.,Franken pro Einwohner,
815300E,Rümlang, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],1992,1075,Fr./Einw.,Franken pro Einwohner,
815300E,Rümlang, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],1993,1545,Fr./Einw.,Franken pro Einwohner,
815300E,Rümlang, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],1994,1529,Fr./Einw.,Franken pro Einwohner,
815300E,Rümlang, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],1995,1833,Fr./Einw.,Franken pro Einwohner,
815300E,Rümlang, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],1996,2775,Fr./Einw.,Franken pro Einwohner,
815300E,Rümlang, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],1997,3776,Fr./Einw.,Franken pro Einwohner,
815300E,Rümlang, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],1998,3646,Fr./Einw.,Franken pro Einwohner,
815300E,Rümlang, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],1999,3401,Fr./Einw.,Franken pro Einwohner,
815300E,Rümlang, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2000,2950,Fr./Einw.,Franken pro Einwohner,
815300E,Rümlang, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2001,2779,Fr./Einw.,Franken pro Einwohner,
815300E,Rümlang, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2002,2418,Fr./Einw.,Franken pro Einwohner,
815300E,Rümlang, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2003,2265,Fr./Einw.,Franken pro Einwohner,
815300E,Rümlang, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2004,3373,Fr./Einw.,Franken pro Einwohner,
815300E,Rümlang, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2005,4162,Fr./Einw.,Franken pro Einwohner,
815300E,Rümlang, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2006,3833,Fr./Einw.,Franken pro Einwohner,
815300E,Rümlang, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2007,3779,Fr./Einw.,Franken pro Einwohner,
815300E,Rümlang, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2008,4079,Fr./Einw.,Franken pro Einwohner,
815300E,Rümlang, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2009,4213,Fr./Einw.,Franken pro Einwohner,
815300E,Rümlang, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2010,4158,Fr./Einw.,Franken pro Einwohner,
815300E,Rümlang, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2011,4672,Fr./Einw.,Franken pro Einwohner,
815300E,Rümlang, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2012,4032,Fr./Einw.,Franken pro Einwohner,
815300E,Rümlang, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2013,3914,Fr./Einw.,Franken pro Einwohner,
815300E,Rümlang, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2014,3348,Fr./Einw.,Franken pro Einwohner,
815300E,Rümlang, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2015,2741,Fr./Einw.,Franken pro Einwohner,
815300E,Rümlang, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2016,3160,Fr./Einw.,Franken pro Einwohner,
815300E,Rümlang, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2017,2806,Fr./Einw.,Franken pro Einwohner,
815400E,Oberglatt, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],1990,5129,Fr./Einw.,Franken pro Einwohner,
815400E,Oberglatt, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],1991,5993,Fr./Einw.,Franken pro Einwohner,
815400E,Oberglatt, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],1992,5996,Fr./Einw.,Franken pro Einwohner,
815400E,Oberglatt, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],1993,5916,Fr./Einw.,Franken pro Einwohner,
815400E,Oberglatt, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],1994,6325,Fr./Einw.,Franken pro Einwohner,
815400E,Oberglatt, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],1995,6605,Fr./Einw.,Franken pro Einwohner,
815400E,Oberglatt, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],1996,6376,Fr./Einw.,Franken pro Einwohner,
815400E,Oberglatt, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],1997,6283,Fr./Einw.,Franken pro Einwohner,
815400E,Oberglatt, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],1998,6535,Fr./Einw.,Franken pro Einwohner,
815400E,Oberglatt, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],1999,6404,Fr./Einw.,Franken pro Einwohner,
815400E,Oberglatt, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2000,5714,Fr./Einw.,Franken pro Einwohner,
815400E,Oberglatt, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2001,5439,Fr./Einw.,Franken pro Einwohner,
815400E,Oberglatt, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2002,5204,Fr./Einw.,Franken pro Einwohner,
815400E,Oberglatt, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2003,5560,Fr./Einw.,Franken pro Einwohner,
815400E,Oberglatt, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2004,5353,Fr./Einw.,Franken pro Einwohner,
815400E,Oberglatt, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2005,4875,Fr./Einw.,Franken pro Einwohner,
815400E,Oberglatt, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2006,4471,Fr./Einw.,Franken pro Einwohner,
815400E,Oberglatt, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2007,4367,Fr./Einw.,Franken pro Einwohner,
815400E,Oberglatt, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2008,4309,Fr./Einw.,Franken pro Einwohner,
815400E,Oberglatt, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2009,4056,Fr./Einw.,Franken pro Einwohner,
815400E,Oberglatt, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2010,3387,Fr./Einw.,Franken pro Einwohner,
815400E,Oberglatt, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2011,3371,Fr./Einw.,Franken pro Einwohner,
815400E,Oberglatt, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2012,3653,Fr./Einw.,Franken pro Einwohner,
815400E,Oberglatt, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2013,3408,Fr./Einw.,Franken pro Einwohner,
815400E,Oberglatt, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2014,2543,Fr./Einw.,Franken pro Einwohner,
815400E,Oberglatt, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2015,2734,Fr./Einw.,Franken pro Einwohner,
815400E,Oberglatt, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2016,2717,Fr./Einw.,Franken pro Einwohner,
815400E,Oberglatt, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2017,2648,Fr./Einw.,Franken pro Einwohner,
815500E,Niederhasli, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],1990,2425,Fr./Einw.,Franken pro Einwohner,
815500E,Niederhasli, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],1991,2336,Fr./Einw.,Franken pro Einwohner,
815500E,Niederhasli, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],1992,2290,Fr./Einw.,Franken pro Einwohner,
815500E,Niederhasli, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],1993,2811,Fr./Einw.,Franken pro Einwohner,
815500E,Niederhasli, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],1994,3286,Fr./Einw.,Franken pro Einwohner,
815500E,Niederhasli, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],1995,2664,Fr./Einw.,Franken pro Einwohner,
815500E,Niederhasli, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],1996,2091,Fr./Einw.,Franken pro Einwohner,
815500E,Niederhasli, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],1997,1908,Fr./Einw.,Franken pro Einwohner,
815500E,Niederhasli, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],1998,1726,Fr./Einw.,Franken pro Einwohner,
815500E,Niederhasli, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],1999,1137,Fr./Einw.,Franken pro Einwohner,
815500E,Niederhasli, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2000,837,Fr./Einw.,Franken pro Einwohner,
815500E,Niederhasli, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2001,560,Fr./Einw.,Franken pro Einwohner,
815500E,Niederhasli, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2002,564,Fr./Einw.,Franken pro Einwohner,
815500E,Niederhasli, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2003,1038,Fr./Einw.,Franken pro Einwohner,
815500E,Niederhasli, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2004,1167,Fr./Einw.,Franken pro Einwohner,
815500E,Niederhasli, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2005,1290,Fr./Einw.,Franken pro Einwohner,
815500E,Niederhasli, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2006,772,Fr./Einw.,Franken pro Einwohner,
815500E,Niederhasli, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2007,954,Fr./Einw.,Franken pro Einwohner,
815500E,Niederhasli, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2008,687,Fr./Einw.,Franken pro Einwohner,
815500E,Niederhasli, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2009,570,Fr./Einw.,Franken pro Einwohner,
815500E,Niederhasli, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2010,567,Fr./Einw.,Franken pro Einwohner,
815500E,Niederhasli, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2011,708,Fr./Einw.,Franken pro Einwohner,
815500E,Niederhasli, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2012,517,Fr./Einw.,Franken pro Einwohner,
815500E,Niederhasli, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2013,594,Fr./Einw.,Franken pro Einwohner,
815500E,Niederhasli, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2014,817,Fr./Einw.,Franken pro Einwohner,
815500E,Niederhasli, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2015,980,Fr./Einw.,Franken pro Einwohner,
815500E,Niederhasli, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2016,1308,Fr./Einw.,Franken pro Einwohner,
815500E,Niederhasli, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],2017,1837,Fr./Einw.,Franken pro Einwohner,
815700E,Dielsdorf, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],1990,2193,Fr./Einw.,Franken pro Einwohner,
815700E,Dielsdorf, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],1991,2974,Fr./Einw.,Franken pro Einwohner,
815700E,Dielsdorf, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],1992,5290,Fr./Einw.,Franken pro Einwohner,
815700E,Dielsdorf, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],1993,5526,Fr./Einw.,Franken pro Einwohner,
815700E,Dielsdorf, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],1994,5128,Fr./Einw.,Franken pro Einwohner,
815700E,Dielsdorf, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],1995,4891,Fr./Einw.,Franken pro Einwohner,
815700E,Dielsdorf, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],1996,4302,Fr./Einw.,Franken pro Einwohner,
815700E,Dielsdorf, Konsolidierte Gemeinde,Jahresrechnung [Fr./Einw.],Bilanz,Bilanzwerte nach Sammelkonten,Fremdkapital,1380,202 Langfristige Schulden [Fr./Einw.],1997,3998,Fr./Einw.,Franken pro Einwohner,
