Stand,Kanton,Jahr,Stufe,Typ,Geschlecht,Finanzierung,Land,Anzahl
23.11.2020,zh,2009,Sekundarstufe I,Gymnasium,F,oef,Süd-/Osteuropa,3
23.11.2020,zh,2009,Sekundarstufe I,Gymnasium,M,oef,Italien,21
23.11.2020,zh,2009,Sekundarstufe I,Gymnasium,M,oef,Sri Lanka,2
23.11.2020,zh,2009,Sekundarstufe I,Gymnasium,M,oef,Grossbritannien,12
23.11.2020,zh,2009,Sekundarstufe I,Gymnasium,F,oef,Tschechische Republik,2
23.11.2020,zh,2009,Sekundarstufe I,Gymnasium,F,oef,Slowakische Republik,3
23.11.2020,zh,2009,Sekundarstufe I,Gymnasium,F,oef,Tunesien,1
23.11.2020,zh,2009,Sekundarstufe I,Gymnasium,M,oef,Tibet,1
23.11.2020,zh,2009,Sekundarstufe I,Gymnasium,F,oef,Belgien,1
23.11.2020,zh,2009,Sekundarstufe I,Handelsmittelschule,M,oef,Kroatien,1
23.11.2020,zh,2009,Sekundarstufe I,Gymnasium,F,oef,Indien,8
23.11.2020,zh,2009,Sekundarstufe I,Gymnasium,M,oef,Belgien,1
23.11.2020,zh,2009,Sekundarstufe I,Handelsmittelschule,F,oef,Kanada,1
23.11.2020,zh,2009,Sekundarstufe I,Gymnasium,M,priv,Kroatien,3
23.11.2020,zh,2009,Sekundarstufe I,Gymnasium,F,oef,Portugal,3
23.11.2020,zh,2009,Sekundarstufe I,Gymnasium,M,oef,Indien,10
23.11.2020,zh,2009,Sekundarstufe I,Gymnasium,F,oef,Sri Lanka,8
23.11.2020,zh,2009,Sekundarstufe I,Gymnasium,F,priv,Schweiz,179
23.11.2020,zh,2009,Sekundarstufe I,Gymnasium,M,oef,Frankreich,8
23.11.2020,zh,2009,Sekundarstufe I,Gymnasium,F,oef,Kanada,1
23.11.2020,zh,2009,Sekundarstufe I,Gymnasium,M,priv,Portugal,1
23.11.2020,zh,2009,Sekundarstufe I,Gymnasium,F,oef,Südafrika,1
23.11.2020,zh,2009,Sekundarstufe I,Gymnasium,F,priv,Nordamerika,3
23.11.2020,zh,2009,Sekundarstufe I,Gymnasium,F,oef,Griechenland,5
23.11.2020,zh,2009,Sekundarstufe I,Gymnasium,F,oef,Ukraine,2
23.11.2020,zh,2009,Sekundarstufe I,Gymnasium,M,oef,Kolumbien,1
23.11.2020,zh,2009,Sekundarstufe I,Gymnasium,F,oef,Indonesien,1
23.11.2020,zh,2009,Sekundarstufe I,Gymnasium,M,oef,Serbien,6
23.11.2020,zh,2009,Sekundarstufe I,Gymnasium,M,oef,Ungarn,2
23.11.2020,zh,2009,Sekundarstufe I,Gymnasium,M,oef,Portugal,4
23.11.2020,zh,2009,Sekundarstufe I,Gymnasium,F,oef,Honduras,1
23.11.2020,zh,2009,Sekundarstufe I,Gymnasium,M,oef,Afghanistan,2
23.11.2020,zh,2009,Sekundarstufe I,Gymnasium,M,oef,Schweden,3
23.11.2020,zh,2009,Sekundarstufe I,Gymnasium,F,oef,Bulgarien,2
23.11.2020,zh,2009,Sekundarstufe I,Gymnasium,M,oef,Dominikanische Republik,1
23.11.2020,zh,2009,Sekundarstufe II,andere,M,priv,Schweiz,147
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Neuseeland,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,priv,Deutschland,19
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Vietnam,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Costa Rica,1
23.11.2020,zh,2009,Sekundarstufe II,andere,M,priv,Südafrika,2
23.11.2020,zh,2009,Sekundarstufe II,andere,F,priv,Spanien,3
23.11.2020,zh,2009,Sekundarstufe II,andere,M,priv,Kanada,3
23.11.2020,zh,2009,Sekundarstufe II,andere,M,priv,Deutschland,37
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Serbien,12
23.11.2020,zh,2009,Sekundarstufe II,andere,F,priv,Afrika,2
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Nordmazedonien,4
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Vereinigte Staaten,6
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Indien,5
23.11.2020,zh,2009,Sekundarstufe II,andere,M,priv,Korea (Süd-),2
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Malaysia,1
23.11.2020,zh,2009,Sekundarstufe II,Fachmittelschule,M,priv,Deutschland,1
23.11.2020,zh,2009,Sekundarstufe II,andere,F,priv,Griechenland,1
23.11.2020,zh,2009,Sekundarstufe II,andere,F,priv,Kolumbien,1
23.11.2020,zh,2009,Sekundarstufe II,andere,M,priv,Liechtenstein,1
23.11.2020,zh,2009,Sekundarstufe II,andere,F,priv,Schweden,3
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Griechenland,1
23.11.2020,zh,2009,Sekundarstufe II,Informatikmittelschule,F,oef,Schweiz,12
23.11.2020,zh,2009,Sekundarstufe II,Passerelle,F,oef,Schweiz,12
23.11.2020,zh,2009,Sekundarstufe II,andere,M,priv,Indien,5
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,priv,Spanien,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Bosnien und Herzegowina,2
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,China,4
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Portugal,4
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Spanien,7
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Südafrika,2
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Österreich,8
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,priv,Schweiz,422
23.11.2020,zh,2009,Sekundarstufe II,andere,F,priv,Grossbritannien,26
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Asien,8
23.11.2020,zh,2009,Sekundarstufe II,Fachmittelschule,M,oef,Kroatien,1
23.11.2020,zh,2009,Sekundarstufe II,andere,F,priv,Indien,2
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Australien,2
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Russland,2
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Finnland,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Ã„gypten,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Ukraine,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,priv,Süd-/Osteuropa,2
23.11.2020,zh,2009,Sekundarstufe II,Fachmittelschule,F,oef,Italien,2
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Algerien,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Georgien,1
23.11.2020,zh,2009,Sekundarstufe II,Informatikmittelschule,M,oef,Österreich,2
23.11.2020,zh,2009,Sekundarstufe II,Handelsmittelschule,M,oef,Spanien,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Kolumbien,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Österreich,11
23.11.2020,zh,2009,Sekundarstufe II,Fachmittelschule,F,oef,Frankreich,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Italien,30
23.11.2020,zh,2009,Sekundarstufe II,andere,M,priv,Grossbritannien,38
23.11.2020,zh,2009,Sekundarstufe II,Informatikmittelschule,M,oef,Niederlande,1
23.11.2020,zh,2009,Sekundarstufe II,Handelsmittelschule,F,oef,Italien,1
23.11.2020,zh,2009,Sekundarstufe II,andere,F,priv,Österreich,2
23.11.2020,zh,2009,Sekundarstufe II,Informatikmittelschule,M,oef,Schweiz,113
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Tschechische Republik,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Irland,1
23.11.2020,zh,2009,Sekundarstufe II,Handelsmittelschule,F,oef,Liechtenstein,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Staat unbekannt,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Afrika,1
23.11.2020,zh,2009,Sekundarstufe II,Handelsmittelschule,M,oef,Schweiz,118
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,priv,Portugal,2
23.11.2020,zh,2009,Sekundarstufe II,andere,F,priv,Polen,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Nord-/Westeuropa,8
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Chile,1
23.11.2020,zh,2009,Sekundarstufe II,andere,F,priv,Australien,6
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Nordmazedonien,2
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,priv,Asien,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Deutschland,104
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Niederlande,10
23.11.2020,zh,2009,Sekundarstufe II,andere,F,priv,Nord-/Westeuropa,32
23.11.2020,zh,2009,Sekundarstufe II,andere,F,priv,Brasilien,1
23.11.2020,zh,2009,Sekundarstufe II,andere,F,priv,Vereinigte Staaten,28
23.11.2020,zh,2009,Sekundarstufe II,Handelsmittelschule,F,oef,Schweiz,115
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Slowenien,1
23.11.2020,zh,2009,Sekundarstufe II,Handelsmittelschule,F,oef,Vereinigte Staaten,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Frankreich,4
23.11.2020,zh,2009,Sekundarstufe II,andere,F,priv,Süd-/Osteuropa,3
23.11.2020,zh,2009,Sekundarstufe II,andere,F,priv,Deutschland,42
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Schweden,5
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Brasilien,2
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Mexiko,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Süd-/Osteuropa,3
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Kroatien,6
23.11.2020,zh,2009,Sekundarstufe II,andere,F,priv,Schweiz,157
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Griechenland,4
23.11.2020,zh,2009,Sekundarstufe II,andere,M,priv,Türkei,1
23.11.2020,zh,2009,Sekundarstufe II,andere,F,priv,RumÃ¤nien,1
23.11.2020,zh,2009,Sekundarstufe II,Passerelle,F,priv,Schweiz,13
23.11.2020,zh,2009,Sekundarstufe II,andere,M,priv,Israel,2
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Chile,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Ungarn,2
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Libanon,1
23.11.2020,zh,2009,Sekundarstufe II,Fachmittelschule,F,oef,Schweiz,459
23.11.2020,zh,2009,Sekundarstufe II,andere,M,priv,Frankreich,26
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Georgien,1
23.11.2020,zh,2009,Sekundarstufe II,Handelsmittelschule,M,oef,Portugal,1
23.11.2020,zh,2009,Sekundarstufe II,andere,M,priv,Spanien,6
23.11.2020,zh,2009,Sekundarstufe II,andere,M,priv,Afrika,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Mongolei,1
23.11.2020,zh,2009,Sekundarstufe II,andere,F,priv,Italien,30
23.11.2020,zh,2009,Sekundarstufe II,andere,F,priv,Argentinien,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,RumÃ¤nien,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Nord-/Westeuropa,3
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Kanada,1
23.11.2020,zh,2009,Sekundarstufe II,Handelsmittelschule,M,oef,Türkei,1
23.11.2020,zh,2009,Sekundarstufe II,andere,M,priv,Österreich,3
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Russland,5
23.11.2020,zh,2009,Sekundarstufe II,andere,F,priv,DÃ¤nemark,4
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,priv,Nord-/Westeuropa,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Bangladesh,1
23.11.2020,zh,2009,Sekundarstufe II,andere,M,priv,Albanien,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,DÃ¤nemark,2
23.11.2020,zh,2009,Sekundarstufe II,andere,M,priv,Australien,7
23.11.2020,zh,2009,Sekundarstufe II,andere,F,priv,Norwegen,1
23.11.2020,zh,2009,Sekundarstufe II,Fachmittelschule,F,oef,Kuba,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Afghanistan,2
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Spanien,9
23.11.2020,zh,2009,Sekundarstufe II,andere,M,priv,Schweden,4
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,priv,Nord-/Westeuropa,4
23.11.2020,zh,2009,Sekundarstufe II,Fachmittelschule,F,oef,Russland,1
23.11.2020,zh,2009,Sekundarstufe II,Passerelle,M,priv,Deutschland,1
23.11.2020,zh,2009,Sekundarstufe II,Informatikmittelschule,M,oef,Portugal,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Bulgarien,1
23.11.2020,zh,2009,Sekundarstufe II,Handelsmittelschule,M,oef,Österreich,1
23.11.2020,zh,2009,Sekundarstufe II,andere,M,priv,DÃ¤nemark,1
23.11.2020,zh,2009,Sekundarstufe II,andere,M,priv,Niederlande,8
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,priv,Kroatien,1
23.11.2020,zh,2009,Sekundarstufe II,andere,F,priv,Frankreich,44
23.11.2020,zh,2009,Sekundarstufe II,Handelsmittelschule,F,oef,Niederlande,1
23.11.2020,zh,2009,Sekundarstufe II,andere,M,priv,Polen,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Kosovo,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,China,3
23.11.2020,zh,2009,Sekundarstufe II,andere,F,priv,Asien,6
23.11.2020,zh,2009,Sekundarstufe II,Handelsmittelschule,M,oef,Deutschland,1
23.11.2020,zh,2009,Sekundarstufe II,andere,F,priv,Kanada,3
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,priv,Italien,2
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,priv,Nordamerika,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,priv,Schweiz,349
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,priv,Spanien,1
23.11.2020,zh,2009,Sekundarstufe II,andere,F,priv,Südafrika,1
23.11.2020,zh,2009,Sekundarstufe II,Informatikmittelschule,M,oef,Deutschland,5
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,priv,Nordamerika,3
23.11.2020,zh,2009,Sekundarstufe II,Informatikmittelschule,M,oef,Serbien,1
23.11.2020,zh,2009,Sekundarstufe II,andere,F,priv,Mittel- und Südamerika,5
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Mexiko,1
23.11.2020,zh,2009,Sekundarstufe II,Fachmittelschule,F,priv,Deutschland,3
23.11.2020,zh,2009,Sekundarstufe II,Fachmittelschule,F,oef,Portugal,3
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Italien,36
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Korea (Süd-),2
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Tunesien,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Nordamerika,3
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Serbien,11
23.11.2020,zh,2009,Sekundarstufe II,Fachmittelschule,F,oef,Kamerun,1
23.11.2020,zh,2009,Sekundarstufe II,Fachmittelschule,M,oef,Österreich,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Israel,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Polen,3
23.11.2020,zh,2009,Sekundarstufe II,andere,F,priv,Ã„gypten,1
23.11.2020,zh,2009,Sekundarstufe II,andere,F,priv,Finnland,2
23.11.2020,zh,2009,Sekundarstufe II,andere,F,priv,Niederlande,7
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Peru,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,priv,Deutschland,22
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,priv,Österreich,2
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Taiwan,1
23.11.2020,zh,2009,Sekundarstufe II,Fachmittelschule,F,oef,Kroatien,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Nordamerika,2
23.11.2020,zh,2009,Sekundarstufe II,Fachmittelschule,M,priv,Schweiz,24
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Niederlande,3
23.11.2020,zh,2009,Sekundarstufe II,andere,M,priv,Brasilien,2
23.11.2020,zh,2009,Sekundarstufe II,Handelsmittelschule,F,oef,Kroatien,1
23.11.2020,zh,2009,Sekundarstufe II,andere,M,priv,Venezuela,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Bosnien und Herzegowina,7
23.11.2020,zh,2009,Sekundarstufe II,Handelsmittelschule,M,oef,Angola,1
23.11.2020,zh,2009,Sekundarstufe II,Fachmittelschule,F,oef,Algerien,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Grossbritannien,4
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Türkei,6
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Polen,4
23.11.2020,zh,2009,Sekundarstufe II,Fachmittelschule,F,oef,Deutschland,6
23.11.2020,zh,2009,Sekundarstufe II,andere,M,priv,Vereinigte Staaten,33
23.11.2020,zh,2009,Sekundarstufe II,andere,M,priv,Malaysia,1
23.11.2020,zh,2009,Sekundarstufe II,andere,M,priv,Mittel- und Südamerika,5
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Luxemburg,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,priv,Nordmazedonien,2
23.11.2020,zh,2009,Sekundarstufe II,andere,M,priv,Italien,29
23.11.2020,zh,2009,Sekundarstufe II,andere,M,priv,Russland,1
23.11.2020,zh,2009,Sekundarstufe II,andere,M,priv,Serbien,1
23.11.2020,zh,2009,Sekundarstufe II,Fachmittelschule,F,oef,Grossbritannien,1
23.11.2020,zh,2009,Sekundarstufe II,andere,M,priv,Nordamerika,9
23.11.2020,zh,2009,Sekundarstufe II,Informatikmittelschule,F,oef,Türkei,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Sri Lanka,6
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,priv,Italien,3
23.11.2020,zh,2009,Sekundarstufe II,Informatikmittelschule,M,oef,Usbekistan,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Schweiz,2963
23.11.2020,zh,2009,Sekundarstufe II,andere,F,priv,Türkei,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Finnland,3
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Ã„gypten,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Brasilien,3
23.11.2020,zh,2009,Sekundarstufe II,andere,M,priv,Georgien,2
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,priv,Süd-/Osteuropa,1
23.11.2020,zh,2009,Sekundarstufe II,Handelsmittelschule,F,oef,Kamerun,1
23.11.2020,zh,2009,Sekundarstufe II,Informatikmittelschule,F,oef,Mongolei,1
23.11.2020,zh,2009,Sekundarstufe II,Handelsmittelschule,M,oef,Kroatien,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Kroatien,6
23.11.2020,zh,2009,Sekundarstufe II,andere,M,priv,Vietnam,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Bulgarien,3
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Kolumbien,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Frankreich,4
23.11.2020,zh,2009,Sekundarstufe II,Handelsmittelschule,M,oef,Brasilien,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Grossbritannien,2
23.11.2020,zh,2009,Sekundarstufe II,Fachmittelschule,F,oef,Österreich,3
23.11.2020,zh,2009,Sekundarstufe II,andere,F,priv,Irland,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Irak,1
23.11.2020,zh,2009,Sekundarstufe II,Handelsmittelschule,F,oef,Dominikanische Republik,1
23.11.2020,zh,2009,Sekundarstufe II,Passerelle,M,oef,Schweiz,15
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Indien,5
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Belgien,3
23.11.2020,zh,2009,Sekundarstufe II,andere,M,priv,Asien,9
23.11.2020,zh,2009,Sekundarstufe II,Fachmittelschule,M,oef,Frankreich,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Deutschland,78
23.11.2020,zh,2009,Sekundarstufe II,Handelsmittelschule,F,oef,Indien,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Portugal,7
23.11.2020,zh,2009,Sekundarstufe II,Fachmittelschule,M,oef,Deutschland,2
23.11.2020,zh,2009,Sekundarstufe II,Fachmittelschule,M,oef,Schweiz,74
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,priv,Serbien,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Albanien,2
23.11.2020,zh,2009,Sekundarstufe II,andere,M,priv,Süd-/Osteuropa,6
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Schweiz,3978
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Ecuador,1
23.11.2020,zh,2009,Sekundarstufe II,Handelsmittelschule,F,oef,Deutschland,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Kongo (Brazzaville),1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Ukraine,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Schweden,3
23.11.2020,zh,2009,Sekundarstufe II,andere,M,priv,Irland,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Vereinigte Staaten,5
23.11.2020,zh,2009,Sekundarstufe II,Handelsmittelschule,M,oef,Nordmazedonien,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,priv,Österreich,3
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Süd-/Osteuropa,8
23.11.2020,zh,2009,Sekundarstufe II,Informatikmittelschule,M,oef,Italien,2
23.11.2020,zh,2009,Sekundarstufe II,andere,F,priv,Singapur,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Sri Lanka,5
23.11.2020,zh,2009,Sekundarstufe II,andere,F,priv,Korea (Süd-),1
23.11.2020,zh,2009,Sekundarstufe II,Passerelle,M,priv,Schweiz,10
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Türkei,11
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Philippinen,1
23.11.2020,zh,2009,Sekundarstufe II,andere,F,priv,Nordamerika,18
23.11.2020,zh,2009,Sekundarstufe II,andere,F,priv,Portugal,1
23.11.2020,zh,2009,Sekundarstufe II,andere,M,priv,Belgien,2
23.11.2020,zh,2009,Sekundarstufe II,Fachmittelschule,F,oef,Pakistan,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Australien,3
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Irland,2
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Slowakische Republik,3
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Slowenien,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Tibet,1
23.11.2020,zh,2009,Sekundarstufe II,andere,F,priv,Mexiko,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Ungarn,3
23.11.2020,zh,2009,Sekundarstufe II,andere,M,priv,Griechenland,1
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,F,oef,Kanada,1
23.11.2020,zh,2009,Sekundarstufe II,andere,M,priv,Nord-/Westeuropa,38
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,oef,Asien,11
23.11.2020,zh,2009,Sekundarstufe II,Gymnasium,M,priv,Asien,2
23.11.2020,zh,2009,Sekundarstufe II,andere,M,priv,Mexiko,1
23.11.2020,zh,2009,Sekundarstufe II,andere,M,priv,Finnland,4
23.11.2020,zh,2009,Sekundarstufe II,Fachmittelschule,F,priv,Schweiz,52
23.11.2020,zh,2009,Sekundarstufe II,Handelsmittelschule,F,oef,Serbien,2
23.11.2020,zh,2010,Sekundarstufe I,Gymnasium,M,oef,Albanien,2
23.11.2020,zh,2010,Sekundarstufe I,Gymnasium,F,oef,Nordmazedonien,3
23.11.2020,zh,2010,Sekundarstufe I,Gymnasium,F,oef,Bosnien und Herzegowina,4
23.11.2020,zh,2010,Sekundarstufe I,Gymnasium,F,oef,Philippinen,1
23.11.2020,zh,2010,Sekundarstufe I,Gymnasium,M,oef,Finnland,2
23.11.2020,zh,2010,Sekundarstufe I,Gymnasium,M,oef,Libanon,1
23.11.2020,zh,2010,Sekundarstufe I,Gymnasium,F,oef,Vietnam,1
23.11.2020,zh,2010,Sekundarstufe I,Gymnasium,F,oef,Slowakische Republik,3
23.11.2020,zh,2010,Sekundarstufe I,Gymnasium,F,oef,Italien,30
23.11.2020,zh,2010,Sekundarstufe I,Gymnasium,F,oef,Spanien,6
23.11.2020,zh,2010,Sekundarstufe I,Gymnasium,F,oef,Ghana,1
23.11.2020,zh,2010,Sekundarstufe I,Gymnasium,F,oef,Kroatien,4
23.11.2020,zh,2010,Sekundarstufe I,Gymnasium,M,oef,DÃ¤nemark,4
23.11.2020,zh,2010,Sekundarstufe I,Gymnasium,M,oef,Kanada,2
23.11.2020,zh,2010,Sekundarstufe I,Gymnasium,M,oef,Kosovo,1
23.11.2020,zh,2010,Sekundarstufe I,Gymnasium,M,oef,Italien,23
23.11.2020,zh,2010,Sekundarstufe I,Gymnasium,M,oef,Kroatien,5
23.11.2020,zh,2010,Sekundarstufe I,Gymnasium,F,priv,Österreich,2
23.11.2020,zh,2010,Sekundarstufe I,Gymnasium,M,oef,Russland,7
23.11.2020,zh,2010,Sekundarstufe I,Gymnasium,F,oef,Frankreich,1
23.11.2020,zh,2010,Sekundarstufe I,Gymnasium,F,oef,Südafrika,1
23.11.2020,zh,2010,Sekundarstufe I,Gymnasium,M,oef,Liechtenstein,1
23.11.2020,zh,2010,Sekundarstufe I,Gymnasium,F,oef,Niederlande,5
23.11.2020,zh,2010,Sekundarstufe I,Gymnasium,F,oef,Liechtenstein,1
23.11.2020,zh,2010,Sekundarstufe I,Gymnasium,F,oef,Peru,1
