steuerjahr,einkommensklasse,anzahl_pflichtige,steuerbares_einkommen_in_mio,staatssteuer,anteil_pflichtige,anteil_einkommen,anteil_steuer,kumuliert_anteil_pflichtige,kumuliert_anteil_einkommen,kumuliert_steuer_anteil
2016,1000  -  9999,53956,284.9839,0.447356,6.221411498011561,0.48192614324699895,0.01299205832307943,13.468924651460977,0.4856324492107901,0.01299205832307943
2016,10000  -  19999,56860,857.2762,10.663031,6.556258020923296,1.4497093090642768,0.3096744441849533,20.025182672384272,1.9353417582750667,0.32266650250803275
2016,20000  -  29999,68824,1705.9655,37.328754000000004,7.93577034878693,2.8848976167686597,1.0840971152636483,27.9609530211712,4.820239375043727,1.4067636177716811
2016,30000  -  39999,78270,2741.7296,78.956246,9.024943990461948,4.636441468988729,2.2930376545824958,36.98589701163315,9.456680844032455,3.699801272354177
2016,40000  -  49999,92623,4160.2212,145.419366,10.679920623847668,7.035202192019977,4.223251469472263,47.66581763548082,16.491883036052432,7.92305274182644
2016,50000  -  59999,90536,4957.0283,197.684746,10.439278511823979,8.382654355510004,5.741136253040404,58.10509614730479,24.874537391562438,13.664188994866844
2016,60000  -  69999,76653,4958.5038,218.588782,8.838495358386094,8.385149521111854,6.3482287138540565,66.94359150569089,33.25968691267429,20.0124177087209
2016,70000  -  79999,59493,4441.9962,210.753742,6.859856813907661,7.511701878540593,6.120684438950712,73.80344831959854,40.77138879121488,26.13310214767161
2016,80000  -  89999,45419,3846.1131,193.793098,5.237050352661187,6.504025149402332,5.62811548705337,79.04049867225974,47.27541394061721,31.761217634724982
2016,90000  -  99999,34651,3281.1697,173.226167,3.995443135473322,5.5486694471509175,5.030813188484109,83.03594180773305,52.824083387768134,36.79203082320909
2016,100000  -  149999,86276,10347.946,609.778559,9.948078033998915,17.49904365231934,17.709114447311162,92.98401984173198,70.32312704008747,54.501145270520254
2016,150000  -  199999,28561,4884.8493,334.69172,3.2932340016811508,8.260595014286078,9.720076061328719,96.27725384341312,78.58372205437355,64.22122133184897
2016,200000  -  299999,18773,4495.4076,354.42388,2.1646259554483476,7.602023998517978,10.29313504245412,98.44187979886148,86.18574605289153,74.51435637430309
2016,300000  -  Inf,13513,8168.9695,877.548061,1.5581202011385242,13.814253947108469,25.48564362569691,100,100,100
2017,0  -  999,58573,2.32235,0,6.733302678468789,0.0038105294062857086,0,6.733302678468789,0.0038105294062857086,0
2017,1000  -  9999,52951,282.111048,0.46121882000000003,6.087021496723762,0.46288993659098715,0.012775313444289522,12.82032417519255,0.4667004659972729,0.012775313444289522
2017,10000  -  19999,56806,858.065926,10.72457895,6.53017588228532,1.407921047023393,0.29706042273877586,19.35050005747787,1.8746215130206658,0.30983573618306537
2017,20000  -  29999,68689,1704.180314,37.432515689999995,7.896194964938498,2.796231920300649,1.0368443355109302,27.246695022416368,4.670853433321315,1.3466800716939957
2017,30000  -  39999,77728,2722.498263,78.52649034999999,8.935279917231865,4.467095696050665,2.1751075290059196,36.181974939648235,9.137949129371979,3.5217876006999154
2017,40000  -  49999,93008,4177.90786199,146.3433197994,10.691803655592597,6.855142749742782,4.0535678507551705,46.87377859524083,15.993091879114761,7.575355451455086
2017,50000  -  59999,90920,4978.805898,198.92079594,10.451776066214508,8.16926229143657,5.509912884129607,57.32555466145534,24.162354170551332,13.085268335584692
2017,60000  -  69999,77766,5030.634302,221.74575929,8.93964823542936,8.254302727857809,6.142142204586805,66.2652028968847,32.416656898409144,19.227410540171498
2017,70000  -  79999,60288,4502.31196325,213.94929075,6.930451776066214,7.387427447299531,5.926187596843256,73.19565467295091,39.804084345708674,25.153598137014754
2017,80000  -  89999,45984,3893.8859036,196.247739804,5.286124841935854,6.389117376962644,5.435871824851971,78.48177951488677,46.19320172267132,30.589469961866726
2017,90000  -  99999,35304,3342.438008,176.54877837,4.0583975169559725,5.4842975082011876,4.890229721942292,82.54017703184275,51.677499230872506,35.47969968380902
2017,100000  -  149999,88513,10616.092501,625.74134275,10.175077595125877,17.41896469305216,17.33242756373613,92.71525462696862,69.09646392392466,52.81212724754515
2017,150000  -  199999,29439,5034.887933,345.04572347000004,3.3841820898953907,8.261282117703864,9.557431481093715,96.099436716864,77.35774604162853,62.369558728638864
2017,200000  -  299999,19491,4658.12297,367.0966279,2.240602368088286,7.643083323047742,10.168220121122154,98.3400390849523,85.00082936467626,72.53777884976101
2017,300000  -  Inf,14440,9141.3345,991.4506825,1.6599609150477066,14.99917063532373,27.462221150238992,100,100,100.00000000000001
2018,0  -  999,63043,2.30413,0,6.921983167996134,0.0035007611215360935,0,6.921983167996134,0.0035007611215360935,0
2018,1000  -  9999,55959,296.336109,0.46897188,6.1441755008152485,0.4502358501015491,0.011780836104781952,13.066158668811383,0.4537366112230852,0.011780836104781952
2018,10000  -  19999,58103,874.447974,10.87932207,6.379581999747465,1.3285853967376864,0.2732946594533709,19.445740668558848,1.7823220079607716,0.28507549555815287
2018,20000  -  29999,70177,1740.272763,38.20137336,7.705280725543911,2.644069227681857,0.959639879755143,27.15102139410276,4.426391235642629,1.2447153753132958
2018,30000  -  39999,78331,2743.742025,79.36769,8.60057204657623,4.168682065961866,1.9937607941549533,35.75159344067899,8.595073301604494,3.238476169468249
2018,40000  -  49999,94414,4240.464462,148.61373836,10.366450181989865,6.442715092388481,3.733260285324797,46.11804362266886,15.037788393992974,6.971736454793047
2018,50000  -  59999,92090,5044.382295,201.85870067,10.111280077736847,7.66414109468694,5.070803539260197,56.2293237004057,22.701929488679916,12.042539994053243
2018,60000  -  69999,78539,5080.946793,224.37462946,8.62340999050249,7.719695066479713,5.636416272420086,64.8527336909082,30.421624555159628,17.678956266473328
2018,70000  -  79999,62334,4654.87,221.42184948,6.844136522593644,7.072338766391097,5.562240786679105,71.69687021350184,37.49396332155072,23.241197053152433
2018,80000  -  89999,48207,4083.338198,206.5446017,5.29302289833272,6.203986584802791,5.188515995788847,76.98989311183456,43.697949906353514,28.42971304894128
2018,90000  -  99999,38521,3648.975335,193.8275109,4.229521336458911,5.544040911846182,4.869055557255879,81.21941444829346,49.241990818199696,33.29876860619716
2018,100000  -  149999,98183,11782.744451,699.06281898,10.780278117845988,17.90201667399667,17.560849271709497,91.99969256613946,67.14400749219637,50.85961787790666
2018,150000  -  199999,33271,5690.872509,391.43395952,3.6530828479355266,8.646380728138501,9.83304014507431,95.65277541407498,75.79038822033486,60.692658022980964
2018,200000  -  299999,22753,5449.766448,431.29378210000004,2.498229510356678,8.280058200974015,10.834341197454398,98.15100492443166,84.07044642130889,71.52699922043537
2018,300000  -  Inf,16840,10484.509229,1133.45407627,1.8489950755683409,15.929553578691118,28.473000779564632,100,100,100
